search_keyword,search_cnt,click_cnt,click_rate
grrr,345,79,0.229
peder elias,226,52,0.2301
꽃처럼 아름답게,126,29,0.2302
나,152,35,0.2303
0%,104,24,0.2308
the one,111,26,0.2342
time,234,55,0.235
회사,118,28,0.2373
you and me,109,26,0.2385
너는 내게 첫사랑,498,120,0.241
24,127,31,0.2441
to you,139,34,0.2446
20,162,40,0.2469
여름이였다,109,27,0.2477
candyrella,121,30,0.2479
다큐멘터리,274,68,0.2482
우리들의블루스,169,42,0.2485
secret,148,37,0.25
오빠나빠,144,36,0.25
스파이더맨 브랜뉴데이,100,25,0.25
내가,227,57,0.2511
유리,215,54,0.2512
rewind,184,47,0.2554
for you,452,116,0.2566
for us,144,37,0.2569
문,109,28,0.2569
the way,105,27,0.2571
중년애창곡,105,27,0.2571
캐러밴,101,26,0.2574
사랑하지 말아요,379,98,0.2586
love3,238,62,0.2605
웃어라 친구야,198,52,0.2626
금요일밤,118,31,0.2627
friend,133,35,0.2632
내일이면,262,69,0.2634
어제도 너였고 오늘도 너여서,276,73,0.2645
swimming pool,162,43,0.2654
계속 가,561,150,0.2674
i know,112,30,0.2679
zero,104,28,0.2692
케치케치,100,27,0.27
그대,133,36,0.2707
who knows,140,38,0.2714
우린,103,28,0.2718
태이,103,28,0.2718
alive,165,45,0.2727
베드,261,72,0.2759
don`t tell your dreams,256,71,0.2773
김돈규 단,176,49,0.2784
boy,129,36,0.2791
mia,138,39,0.2826
엘리나,141,40,0.2837
서울의 밤,146,42,0.2877
멜론,344,99,0.2878
d-day,118,34,0.2881
다시,260,75,0.2885
midnight,224,65,0.2902
light,172,50,0.2907
all in,120,35,0.2917
활,137,40,0.292
치이카와,259,76,0.2934
on & on,136,40,0.2941
프랑켄슈타인 ost,102,30,0.2941
혼자,146,43,0.2945
숱한 밤들,222,66,0.2973
random switch,232,69,0.2974
gost town,423,127,0.3002
feathers,668,202,0.3024
최유리 진영,303,92,0.3036
살아보니그렇더라,1010,308,0.305
감다살,193,59,0.3057
19,111,34,0.3063
어떤 모습입니까,111,34,0.3063
can,143,44,0.3077
행복 하지 마요,476,147,0.3088
결의온도,113,35,0.3097
help,116,36,0.3103
still,103,32,0.3107
baby baby,201,63,0.3134
true,111,35,0.3153
surfin boy,434,137,0.3157
hope,240,76,0.3167
백상아리,309,98,0.3172
진영 최유리,273,87,0.3187
딴따라,755,242,0.3205
살다보니 그렇더라,383,123,0.3211
두근두근,407,131,0.3219
신기루,313,101,0.3227
lol,127,41,0.3228
아침에,374,121,0.3235
레오,308,100,0.3247
행복하지마요,304,99,0.3257
life,104,34,0.3269
발묘,590,194,0.3288
보고싶어서,133,44,0.3308
emotion,111,37,0.3333
e:um,308,104,0.3377
cxm,111,38,0.3423
사진,997,343,0.344
이노래가,154,53,0.3442
less than a lover,1128,389,0.3449
금수저,512,180,0.3516
sweet,162,57,0.3519
melody,119,42,0.3529
stars,133,47,0.3534
gold,144,51,0.3542
mr,149,53,0.3557
amazing,146,52,0.3562
사랑바보,154,55,0.3571
letter,165,59,0.3576
my self,109,39,0.3578
살아보니 그렇더라,11379,4075,0.3581
ㅋㅋ,106,38,0.3585
josee,142,51,0.3592
화,382,139,0.3639
상하이로맨스,129,47,0.3643
쏠 love,252,92,0.3651
bye,208,76,0.3654
sole love,632,231,0.3655
백일,153,56,0.366
준,221,81,0.3665
하늘이 예뻐서,226,83,0.3673
쿠키,474,175,0.3692
덥다,111,41,0.3694
ocean,162,60,0.3704
love.,224,83,0.3705
island,170,63,0.3706
내 사랑,105,39,0.3714
if,226,84,0.3717
뮤직비디오,121,45,0.3719
bad girl,196,73,0.3724
surfin,102,38,0.3725
유성우,193,72,0.3731
틱탁,514,192,0.3735
여름은 돌아와,166,62,0.3735
surfin` boy,1273,477,0.3747
promise,264,99,0.375
young kai,137,52,0.3796
woman,108,41,0.3796
our own summer,223,85,0.3812
이윽고,292,112,0.3836
city,130,50,0.3846
우리는,200,77,0.385
호프,122,47,0.3852
with you,490,189,0.3857
thank you,240,93,0.3875
하숙생,160,62,0.3875
remember,258,100,0.3876
diamond,196,76,0.3878
가비앤제이,172,67,0.3895
강동원,231,90,0.3896
차우차우,363,142,0.3912
love sole,1685,663,0.3935
girl,132,52,0.3939
123,223,88,0.3946
big love,129,51,0.3953
wind,154,61,0.3961
sunshine,261,104,0.3985
달빛,148,59,0.3986
내사랑,143,57,0.3986
유정,160,64,0.4
too much,110,44,0.4
메들리,105,42,0.4
10,112,45,0.4018
조지,638,257,0.4028
your love,104,42,0.4038
노창,210,85,0.4048
rainbow,209,85,0.4067
루카루카,140,57,0.4071
love 쏠,324,132,0.4074
i like you,115,47,0.4087
sos,406,166,0.4089
xoxo,144,59,0.4097
이 노래가,246,101,0.4106
사랑할거야,102,42,0.4118
alright,131,54,0.4122
headlock,121,50,0.4132
moment,183,76,0.4153
흐르는 강물처럼,154,64,0.4156
broken,125,52,0.416
pray,137,57,0.4161
계속가,970,404,0.4165
gone gone gone,247,103,0.417
lover,435,182,0.4184
지니,203,85,0.4187
밴슨분,100,42,0.42
feathers 리도어,290,123,0.4241
speed,204,87,0.4265
wonderland,140,60,0.4286
feeling,119,51,0.4286
the day,112,48,0.4286
sodasoda,112,48,0.4286
myself,114,49,0.4298
diverseddie,435,187,0.4299
이 별,160,69,0.4313
시간을 달리네,229,99,0.4323
who,178,77,0.4326
happiness,104,45,0.4327
최애의 사원,240,104,0.4333
xyz,106,46,0.434
i want you,108,47,0.4352
抜錨,117,51,0.4359
star,495,216,0.4364
goodbye summer,126,55,0.4365
only you,407,178,0.4373
call it the end,139,61,0.4388
fly high,132,58,0.4394
morning,132,58,0.4394
back to you,116,51,0.4397
눈물 리쌍,166,73,0.4398
stressed,143,63,0.4406
again,238,105,0.4412
유부녀 킬러,138,61,0.442
sunset,233,103,0.4421
i wish,104,46,0.4423
오정세,194,86,0.4433
주,115,51,0.4435
한그루,311,138,0.4437
베베,187,83,0.4439
money checks,189,84,0.4444
fall in love,218,97,0.445
어차피,119,53,0.4454
apple,101,45,0.4455
shine,193,86,0.4456
monopoly,121,54,0.4463
we are,289,129,0.4464
00,112,50,0.4464
freedom,103,46,0.4466
beautiful,1280,572,0.4469
play,125,56,0.448
레드벨벳 surfin,205,92,0.4488
daisy,167,75,0.4491
heart,118,53,0.4492
somebody,178,80,0.4494
celebrity,111,50,0.4505
비(悲)의 rhapsody,106,48,0.4528
언젠가,119,54,0.4538
에필로그,220,100,0.4545
sunday,165,75,0.4545
cinderella,156,71,0.4551
별빛,123,56,0.4553
our summer,129,59,0.4574
kinji,262,120,0.458
sky,205,94,0.4585
pain,181,83,0.4586
약속,416,191,0.4591
눈물아 안녕,180,83,0.4611
j,238,110,0.4622
뮤지컬 베토벤,160,74,0.4625
저스티스,108,50,0.463
싹스리,222,103,0.464
so bad,181,84,0.4641
나는 보기 원하네,140,65,0.4643
dreaming,174,81,0.4655
o,375,175,0.4667
줄리앙,105,49,0.4667
반딧불이,216,101,0.4676
러브레터,201,94,0.4677
whatever,209,98,0.4689
maybe,145,68,0.469
오로라,151,71,0.4702
over you,138,65,0.471
lost,312,147,0.4712
dreams,157,74,0.4713
8,193,91,0.4715
로미오와 줄리엣,256,121,0.4727
space,112,53,0.4732
lovers,158,75,0.4747
so good,200,95,0.475
하늘,143,68,0.4755
晩餐歌,740,354,0.4784
조깅,121,58,0.4793
run,926,445,0.4806
잘자,131,63,0.4809
celebration,185,89,0.4811
ash,110,53,0.4818
베토벤 뮤지컬,197,95,0.4822
duet,159,77,0.4843
roses,233,113,0.485
wave,408,198,0.4853
녹아 버려요,1008,490,0.4861
중드,109,53,0.4862
perfume,226,110,0.4867
motion,872,426,0.4885
nuki & kokk,278,136,0.4892
디기디기,1036,507,0.4894
수평선,376,184,0.4894
fantasy,265,130,0.4906
slow,106,52,0.4906
what you want,110,54,0.4909
rock with you,120,59,0.4917
스테이시,124,61,0.4919
잡아가세요,204,101,0.4951
do,210,104,0.4952
burning friday night,115,57,0.4957
dear,123,61,0.4959
4242,278,138,0.4964
about you,235,117,0.4979
서울,273,136,0.4982
슈슈,424,212,0.5
wonder,232,116,0.5
magic,172,86,0.5
ivy,104,52,0.5
mondegreen,100,50,0.5
유부녀킬러,305,153,0.5016
하니,171,86,0.5029
seoul,145,73,0.5034
여름밤에 우린,288,145,0.5035
마음짓기,113,57,0.5044
초록을거머쥔우리는,202,102,0.505
together,101,51,0.505
미안한 사람,582,295,0.5069
love letter,467,237,0.5075
let go,264,134,0.5076
질주,189,96,0.5079
이해할 수 없는 것들을 이해해야 하는 이 세상에서,112,57,0.5089
사랑병동,163,83,0.5092
reason,106,54,0.5094
한,365,186,0.5096
come again,102,52,0.5098
요즘,145,74,0.5103
날씨가 미쳤어,133,68,0.5113
shut the door,952,487,0.5116
롤,166,85,0.512
아이,539,276,0.5121
그냥 해,246,126,0.5122
paradise,558,286,0.5125
eum,107,55,0.514
love me,709,366,0.5162
서현진,153,79,0.5163
i wonder,180,93,0.5167
west coast love,120,62,0.5167
stupid song,147,76,0.517
home,1046,542,0.5182
ling ling,805,418,0.5193
카페에서,129,67,0.5194
안개꽃,200,104,0.52
놀이,119,62,0.521
안지영,589,307,0.5212
1999,165,86,0.5212
i,625,326,0.5216
dawn,113,59,0.5221
oh yeah?,381,199,0.5223
fly,369,193,0.523
남자의 인생,130,68,0.5231
mine,128,67,0.5234
별이 빛나는 밤,399,209,0.5238
big void,103,54,0.5243
꿈과 책과 힘과 벽,162,85,0.5247
남자,141,74,0.5248
한번만,163,86,0.5276
마치,161,85,0.528
butterflies,161,85,0.528
soda soda,666,353,0.53
아카시아,100,53,0.53
내 전부였던 너,297,158,0.532
flirt,233,124,0.5322
차쿤,340,181,0.5324
love,8496,4524,0.5325
move,154,82,0.5325
놓아줘,332,177,0.5331
날씨의 요정,165,88,0.5333
뜬소문,120,64,0.5333
문어,105,56,0.5333
월드컵 응원가,316,169,0.5348
혼잣말,228,122,0.5351
해피엔딩,114,61,0.5351
그대 작은 나의 세상이 되어,211,113,0.5355
something,147,79,0.5374
kyle hume,119,64,0.5378
no.1,210,113,0.5381
thursday,312,168,0.5385
la la la,115,62,0.5391
less,115,62,0.5391
pinball,330,178,0.5394
wings,241,130,0.5394
two,139,75,0.5396
엘도라도,189,102,0.5397
savage,213,115,0.5399
리멤버,100,54,0.54
너의 차선,174,94,0.5402
내 눈을 보고 말해요,211,114,0.5403
가족,135,73,0.5407
poison,122,66,0.541
권정열,109,59,0.5413
오늘 뭐 했는지 말해봐,107,58,0.5421
paul,142,77,0.5423
괜찮아 사랑이니까,105,57,0.5429
쇼미,803,436,0.543
color,103,56,0.5437
살아가는 거야,180,98,0.5444
all night,143,78,0.5455
shining road,132,72,0.5455
선,234,128,0.547
david,126,69,0.5476
nuki kokk,135,74,0.5481
summer love,175,96,0.5486
빙수,111,61,0.5495
마지막 장면,111,61,0.5495
s,462,254,0.5498
시발,140,77,0.55
런,125,69,0.552
2017,134,74,0.5522
레드벨벳 psycho,143,79,0.5524
残酷な天使のテーゼ,168,93,0.5536
뉴질랜드,184,102,0.5543
샤넬,117,65,0.5556
사랑이란,250,139,0.556
아가씨,115,64,0.5565
문학소녀,106,59,0.5566
한결,397,221,0.5567
solo,282,157,0.5567
kids,163,91,0.5583
사랑하지마요,673,376,0.5587
임영웅 우리들의 블루스,134,75,0.5597
i do,393,220,0.5598
ghost,346,194,0.5607
54321,221,124,0.5611
으쌰으쌰,228,128,0.5614
good goodbye,130,73,0.5615
외딴섬 로맨틱,146,82,0.5616
함께,199,112,0.5628
추억은 한 편의 산문집 되어,103,58,0.5631
그림자,103,58,0.5631
soda,431,243,0.5638
목소리,335,189,0.5642
log,108,61,0.5648
beachfront,421,238,0.5653
이음,122,69,0.5656
fever,159,90,0.566
해무,106,60,0.566
bmk 꽃피는 봄이 오면,1105,626,0.5665
멸종,180,102,0.5667
like it,231,131,0.5671
who are you,104,59,0.5673
그 여름밤,104,59,0.5673
favorite,141,80,0.5674
girlfriend,118,67,0.5678
녹아내려요,294,167,0.568
tattoo,271,154,0.5683
소다소다,540,307,0.5685
삐에로,100,57,0.57
if i die tomorrow,100,57,0.57
가,249,142,0.5703
bloom,285,163,0.5719
babyy,236,135,0.572
good night,166,95,0.5723
let it be summer,185,106,0.573
새로운 시작,150,86,0.5733
진심이었던 사람만 바보가 돼,129,74,0.5736
wow,122,70,0.5738
바이 썸머,291,167,0.5739
journey,148,85,0.5743
i like it,254,146,0.5748
pov,205,118,0.5756
이지,144,83,0.5764
like that,279,161,0.5771
수영,116,67,0.5776
always been you,199,115,0.5779
소년,166,96,0.5783
괜찮아,619,358,0.5784
주시고,102,59,0.5784
오래오래,178,103,0.5787
나나,126,73,0.5794
야야야,157,91,0.5796
자처,231,134,0.5801
boss,105,61,0.581
cosmos,325,189,0.5815
아직도,165,96,0.5818
automatic,103,60,0.5825
있는 모습 그대로,103,60,0.5825
waves,161,94,0.5839
salty,149,87,0.5839
김필 기댈곳,101,59,0.5842
오로라핑,111,65,0.5856
rover,210,123,0.5857
유다이,957,561,0.5862
freak,305,179,0.5869
nothing,356,209,0.5871
쉴 곳,109,64,0.5872
rose day,131,77,0.5878
거울,119,70,0.5882
리쌍 눈물,175,103,0.5886
aliens,331,195,0.5891
사랑의 미학,178,105,0.5899
kiss n tell,305,180,0.5902
마시멜로,105,62,0.5905
jump,259,153,0.5907
without you,567,335,0.5908
try everthing,132,78,0.5909
타타타,147,87,0.5918
someday,383,227,0.5927
이사,118,70,0.5932
봄,448,266,0.5938
아빠,101,60,0.5941
나랑 아니면,333,198,0.5946
yellow pvnk,242,144,0.595
high,364,217,0.5962
love is all,213,127,0.5962
다시 난 여기,104,62,0.5962
so hot,161,96,0.5963
hero,1066,636,0.5966
그리워서,102,61,0.598
카드 (kard),172,103,0.5988
no make up,160,96,0.6
별은,155,93,0.6
백상아리 청상아리,135,81,0.6
pretty,135,81,0.6
heartfall,125,75,0.6
영화처럼,120,72,0.6
틀린그림찾기,115,69,0.6
가가가,100,60,0.6
abg,193,116,0.601
friends,341,205,0.6012
시가 될 이야기,128,77,0.6016
bang,221,133,0.6018
다이아나핑,113,68,0.6018
break,171,103,0.6023
혼술,817,493,0.6034
블랙,111,67,0.6036
cosmic,164,99,0.6037
love ya,154,93,0.6039
where you at,101,61,0.604
아무래도,119,72,0.605
summer baby,312,189,0.6058
택시,104,63,0.6058
moon,790,479,0.6063
영케이 shut the door,535,325,0.6075
펜타포트,158,96,0.6076
어른이 되어버린 소년은,232,141,0.6078
sweet dream,526,320,0.6084
fallin,276,168,0.6087
여전히,225,137,0.6089
dream,857,522,0.6091
text me,110,67,0.6091
fashion,128,78,0.6094
smile,269,164,0.6097
3am,141,86,0.6099
처음,1272,776,0.6101
집,590,360,0.6102
천년지애,118,72,0.6102
끝,439,268,0.6105
number one girl,131,80,0.6107
brain rot,167,102,0.6108
i am,306,187,0.6111
터틀맨,126,77,0.6111
한 여름 밤의 꿈,602,368,0.6113
함께라면요,652,399,0.612
이젠,111,68,0.6126
내가 웃는게 아니야,106,65,0.6132
hate that i made you love me,512,314,0.6133
심해,181,111,0.6133
good day,670,411,0.6134
싸이 기댈곳,282,173,0.6135
adios,282,173,0.6135
정승환 언제라도 어디에서라도,101,62,0.6139
smoking dreams,187,115,0.615
t,234,144,0.6154
destiny,143,88,0.6154
도망가,117,72,0.6154
엔플라잉 4242,138,85,0.6159
드로잉,211,130,0.6161
잘가,172,106,0.6163
please,180,111,0.6167
lady,476,294,0.6176
간다 간다,102,63,0.6176
흔들리는 시간 속에,123,76,0.6179
300,131,81,0.6183
사계절,249,154,0.6185
0+0,811,502,0.619
소녀a,373,231,0.6193
happy day,108,67,0.6204
부재중,124,77,0.621
fine,441,274,0.6213
fancy,103,64,0.6214
tomorrow,193,120,0.6218
가비,127,79,0.622
비행,270,168,0.6222
널 떠올리는 중이야,228,142,0.6228
퇴근길,175,109,0.6229
polo,117,73,0.6239
사랑의 멜로디,181,113,0.6243
열대야,200,125,0.625
영웅본색 ost,112,70,0.625
일말의 가능성,324,203,0.6265
kiiikiii (키키),563,353,0.627
today,169,106,0.6272
siren,110,69,0.6273
better,298,187,0.6275
gosu,102,64,0.6275
끝나지 않은 얘기,102,64,0.6275
last day,333,209,0.6276
멍청이,129,81,0.6279
우리서로사랑하지는말자,242,152,0.6281
정국 still with you,105,66,0.6286
행운을 빌어요,202,127,0.6287
hollywood,329,207,0.6292
wish,634,399,0.6293
far away,125,79,0.632
heaven,802,507,0.6322
임영웅 순간을 영원처럼,541,342,0.6322
slide,136,86,0.6324
줄리엣,166,105,0.6325
hot summer,746,472,0.6327
go baby,158,100,0.6329
라디오,150,95,0.6333
brave,104,66,0.6346
ai,532,338,0.6353
changes,214,136,0.6355
난,140,89,0.6357
슈퍼심플송,173,110,0.6358
neo,110,70,0.6364
영광의 순간,102,65,0.6373
네가 좋아,378,241,0.6376
말해주라,116,74,0.6379
love me more,105,67,0.6381
paranoid,272,174,0.6397
세상아 동화처럼,114,73,0.6404
luv,256,164,0.6406
유다빈,103,66,0.6408
rule,103,66,0.6408
나빠,117,75,0.641
tik tok,365,234,0.6411
베이비,131,84,0.6412
인생영화,184,118,0.6413
무,636,408,0.6415
money,176,113,0.642
ray,123,79,0.6423
링링,688,442,0.6424
shooting star,263,169,0.6426
왜 나만,532,342,0.6429
서핀보이,308,198,0.6429
너의 바다,157,101,0.6433
브레인워시,143,92,0.6434
여름날 우리,115,74,0.6435
살아보니,2096,1349,0.6436
막사랑,817,526,0.6438
먹구름,104,67,0.6442
joyride,211,136,0.6445
끊었어,169,109,0.645
영카이,124,80,0.6452
아멜리에,172,111,0.6453
술,158,102,0.6456
명반,223,144,0.6457
상상,175,113,0.6457
everything,842,544,0.6461
놀아보세,385,249,0.6468
나란한 밤,306,198,0.6471
드림,221,143,0.6471
언코,102,66,0.6471
영화 속에 나오는 주인공처럼,105,68,0.6476
흑백영화,262,170,0.6489
초록빛,188,122,0.6489
나의 마음에,134,87,0.6493
별이 쏟아지는 밤,1023,665,0.65
달,472,307,0.6504
love attack,870,566,0.6506
샤이닝,149,97,0.651
널 사랑해,129,84,0.6512
higher,233,152,0.6524
seasons,564,368,0.6525
핑,118,77,0.6525
사람들은 다 그래 맛있는 걸 먹을 때와 여름의 바닷가에서는,147,96,0.6531
별 헤는 밤,104,68,0.6538
sad,159,104,0.6541
hello,790,517,0.6544
run it,165,108,0.6545
로미오,333,218,0.6547
about love,197,129,0.6548
green,186,122,0.6559
어푸,131,86,0.6565
21,364,239,0.6566
stuck,207,136,0.657
only one,216,142,0.6574
kiss kiss kiss,441,290,0.6576
테두리,114,75,0.6579
원피스 ost,533,351,0.6585
외쳐 사랑을,164,108,0.6585
vitamin me,495,326,0.6586
프로포즈,501,330,0.6587
복숭아,176,116,0.6591
vampire,132,87,0.6591
플라네타리움,138,91,0.6594
긴 꿈,100,66,0.66
