search_keyword,search_cnt,click_cnt,click_rate,is_typo,corrected_keyword,description,category,confidence
사람이 지쳤잖아,544,19,0.0349,false,,"아티스트 223.32가 2026년 발매한 싱글 곡 제목으로, 스포티파이 등 음원 플랫폼에서 확인됩니다.",음원,high
해지,532,0,0,false,,"멜론 이용권(구독) 해지, 즉 결제 취소 메뉴를 가리키는 앱 서비스 관련 검색어입니다.",앱기능/서비스,high
세드레인,488,0,0,true,새드레인,,,medium
음만노,488,1,0.002,false,,"음악 아티스트, 곡, 신조어 등 어느 쪽으로도 명확히 확인되지 않는 미상의 검색어로 추정됨.",기타,low
퍼피구조대,473,0,0,false,,"캐나다 니켈로디언 애니메이션 'PAW Patrol'의 한국어 제목으로, 음악 아티스트나 곡이 아닌 키즈 애니메이션 IP를 가리킴.",지식,high
성리 그대는 미운사람,457,0,0,false,,"'그대는 미운사람'은 1986년 김범룡이 발표한 발라드곡이며, 앞의 '성리'는 트로트 가수 성리를 지칭하는 것으로 보이나 실제 원곡 가수는 아님.",음원,medium
ㅇ,454,6,0.0132,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
이런 여유,431,19,0.0441,true,이런 여유 너무 좋고,,,medium
성리 세드레인,412,0,0,true,성리 새드레인,,,high
녹는가슴,410,7,0.0171,false,,"정확히 일치하는 곡은 확인되지 않으며, 발음이 유사한 트로트곡 '녹슨가슴'과 혼동되었을 가능성이 있으나 확실하지 않음.",기타,low
mellozen,385,0,0,false,,"2026년경 활동을 시작한 것으로 보이는 한국 인디 음악 아티스트로, '너랑 있는 지금', '이 순간이 소중해' 등의 곡을 발표함.",아티스트,high
무엇이든해낼당신에게,378,0,0,true,무엇이든 해낼 당신에게,,,medium
먼작귀,365,0,0,false,,"일본 캐릭터 IP '치이카와'를 가리키는 한국 팬덤 애칭이며, 관련 애니메이션 엔딩곡이 실제 음원으로 존재해 음악 검색으로 유입된 것으로 보임.",밈/트렌드,high
ㄱ,364,10,0.0275,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
빅뱡,354,1,0.0028,true,빅뱅,,,high
고고프렌즈,331,12,0.0363,false,,"유튜버가 결성한 로블록스/유튜브 크루 '고고프렌즈'를 가리키며, 이들이 발표한 노래가 밈으로 유행하면서 음악 검색으로 유입된 것으로 보임.",밈/트렌드,medium
soonflow,330,0,0,false,,"2026년 다수의 싱글을 발표한 인디/팝 음악 아티스트로, 스포티파이·애플뮤직 등에서 활동 중임.",아티스트,high
고래보석,324,2,0.0062,false,,"하츄핑 극장판 '사랑의 하츄핑: 고래보석의 전설'에 등장하는 소재/부제로, 특정 음원명이 아니라 애니메이션 영화와 관련된 키워드로 보임.",지식,medium
내정보,314,3,0.0096,false,,"멜론 앱의 '내정보' 메뉴로, 개인정보·이용권·결제 내역 등을 확인하는 화면을 가리키는 서비스 용어임.",앱기능/서비스,high
verano,310,13,0.0419,false,,"Verano는 스포티파이·애플뮤직 등에 등록된 인디 아티스트/밴드명으로, 스페인어로 '여름'을 의미함.",아티스트,medium
로린디엘,303,0,0,false,,"로린디엘(Lorindiel)은 SNS(틱톡 등)에서 화제가 된 무명 인디 보컬리스트로, 스포티파이·애플뮤직에서 활동 중인 신인 아티스트임.",아티스트,medium
이런여유,302,6,0.0199,true,이런 여유 너무 좋고,,,high
germinie,300,0,0,false,,"germinie는 스포티파이에서 약 14만 명의 월간 청취자를 보유한 아티스트로 'Too Good At This' 등의 곡을 발표했으며, 실체(가상 아티스트 여부)에 대한 의문도 제기된 바 있음.",아티스트,medium
34xp,299,0,0,false,,"34XP는 애플뮤직 등에 등록된 아티스트로 'beachfront', 'work of art' 등의 곡을 발표함.",아티스트,medium
맛뮤직,294,9,0.0306,false,,"맛뮤직(FLAVOR MUSIC)은 감성적인 한국 힙합/칠 음악을 다루는 유튜브 음악 채널(레이블)로, 가사영상 콘텐츠를 주로 제공함.",아티스트,medium
이런게행복이지뭐,285,9,0.0316,false,,"'행복 뭐 별거 있습니까, 이게 행복이지'라는 유행어(먹방 등 콘텐츠의 클로징 멘트)의 변형 문구로, 특정 음원과 직접 매칭되지는 않음.",밈/트렌드,low
성리 바람의 노래,270,5,0.0185,false,,"성리는 트로트 오디션 '무명전설' 출신 가수로 '바람바람바람' 무대로 화제가 되었으며, '바람의 노래'는 다른 가수들이 부른 동명곡과 혼동되어 결합된 검색어로 추정됨.",아티스트,medium
ivana june,267,12,0.0449,false,,"Ivana June은 런던 출신의 네오소울/인디 성향 싱어송라이터로, 'Peppermint Tea', 'Around' 등의 곡을 발표한 신인 아티스트임.",아티스트,high
외톨이에게,234,3,0.0128,false,,"'외톨이'라는 단어가 포함된 검색어로, 아웃사이더의 '외톨이'나 씨엔블루의 '외톨이야'처럼 외로움을 주제로 한 곡의 가사·제목 일부를 찾으려던 검색으로 추정됨.",음원,low
ㅈ,230,9,0.0391,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
장한별 인생이란,226,0,0,false,,"장한별은 트로트 오디션 '무명전설'에서 3위를 차지한 가수로, '그대는 나의 별이오' 등이 대표곡이며, '인생이란'이라는 제목의 공식 곡은 확인되지 않아 인생을 주제로 한 곡을 찾으려던 검색으로 보임.",아티스트,medium
anoufie,225,0,0,false,,anoufie는 벨라루스 민스크 기반의 신인 아티스트로 스포티파이·틱톡 등에서 활동하며 'Noir' 등의 곡을 발표함.,아티스트,medium
캐시충전,221,0,0,false,,멜론 앱에서 이용권 구매 등에 사용하는 캐시(포인트)를 충전하는 기능/메뉴를 가리키는 용어입니다.,앱기능/서비스,high
verano!,217,6,0.0276,false,,"스페인어로 '여름'을 뜻하는 단어이며, 여러 아티스트(Valen, Ridsa, Karol G & Feid의 'Verano Rosa' 등)가 발표한 동명 곡 제목으로도 쓰입니다.",음원,low
좋아 좋아,216,9,0.0417,false,,"1996년 그룹 일기예보가 발표해 히트한 곡으로, 이후 서영은, 조정석(병원선 OST) 등 여러 아티스트가 커버했습니다.",음원,high
난홍,214,10,0.0467,false,,"'난홍(难哄)'은 배경정 주연의 중국 드라마 제목으로, 2025년 넷플릭스에서 인기를 얻은 로맨스 작품이며 음악과 직접적 관련은 확인되지 않습니다.",지식,medium
rover is,208,4,0.0192,false,,"'Rover'는 카이(EXO)가 2023년 발표한 동명 EP의 타이틀곡이며 S1mba, BlocBoy JB 등도 같은 제목의 곡을 냈지만, 'rover is'와 정확히 일치하는 곡은 확인되지 않습니다.",음원,low
헬로핑,208,7,0.0337,false,,"'헬로핑'은 '인생 뭐 있나'라는 곡으로 화제가 된 신인 아티스트로, AI가 만든 곡인지 인디 창작자의 곡인지를 둘러싼 논쟁이 SNS에서 있었습니다.",아티스트,medium
lovixx,205,0,0,false,,"LOVIXX는 Apple Music, Spotify, SoundCloud 등에 곡을 발표한 아티스트로, LOVIXX STOSLIV와의 협업곡 등이 있습니다.",아티스트,medium
성리 그대는미운사람,204,0,0,false,,"'그대는 미운사람'은 1986년 김범룡의 원곡이며, 오디션 프로그램 '전설의 사내' 출신 가수 성리가 이 곡을 커버해 화제가 되었습니다.",음원,medium
정승환 입춘,197,6,0.0305,false,,"'입춘'은 한로로의 원곡으로, 가수 정승환이 'Project PRANK 2'에서 커버해 부른 곡입니다.",음원,high
니썬뮤직,197,9,0.0457,false,,"니썬뮤직은 '슬프지 않아', '바람' 등의 곡을 Spotify, Apple Music 등에 발표한 국내 뮤지션입니다.",아티스트,medium
김버거,192,9,0.0469,false,,"김버거는 Spotify, Apple Music, YouTube Music 등에서 활동하는 아티스트로, AI 생성 여부를 둘러싼 논란이 있는 신곡들을 발표하고 있습니다.",아티스트,medium
보디가드 빈첸,190,3,0.0158,false,,"'BODY GUARD(보디가드)'는 래퍼 빈첸(VINXEN)이 발표한 곡으로, 틱톡 등 SNS에서 인용되며 인기를 얻었습니다.",음원,high
빅벵,185,0,0,true,빅뱅,,,high
빅쟁,180,0,0,false,,"'빅쟁'은 K-pop 그룹 빅뱅(BIGBANG)을 가리키는 팬들 사이의 비공식 애칭/은어로, SNS에서 관련 해시태그(#빅쟁)로 사용됩니다.",밈/트렌드,medium
이용권,180,5,0.0278,false,,멜론에서 음원 감상 등을 위해 결제하는 정기/기간제 구독 상품(이용권)을 가리키는 메뉴 용어입니다.,앱기능/서비스,high
8월의여름,178,6,0.0337,false,,"특정 곡이나 아티스트로 명확히 매칭되는 정보를 찾지 못했으며, '8월의 여름'이라는 일반적인 문구로 추정됨.",기타,low
이,178,7,0.0393,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
잘지내 겜작,177,0,0,false,,"'잘지내'는 흔한 노래 제목 문구이고 '겜작'은 게임 커뮤니티에서 스탯 파밍(노가다)을 뜻하는 슬랭으로, 서로 무관한 단어가 결합된 형태로 보임.",기타,low
주간인기상,175,1,0.0057,false,,"멜론 뮤직 어워드의 주간 인기 투표 코너로, 유료·무료 이용자가 매일 투표하여 주차별 트로피를 수여하는 멜론 앱 내 투표 기능임.",앱기능/서비스,high
안녕 겜작,168,0,0,false,,"'안녕'은 흔한 인사말이고 '겜작'은 게임 커뮤니티에서 스탯 파밍(노가다)을 뜻하는 슬랭으로, 서로 무관한 단어가 결합된 형태로 보임.",기타,low
박뱅,164,4,0.0244,true,빅뱅,,,medium
치하,162,1,0.0062,false,,"중국 드라마 '치하'를 가리키는 것으로 보이며, 해당 드라마의 OST가 음원 사이트에서 검색되는 사례가 있음.",지식,medium
생각을 멈추다 보면 진영,159,5,0.0314,false,,최유리의 곡 '생각을 멈추다 보면'을 GOT7 진영이 협업해 부른 라이브 버전('들어봐! 유리의 숲2')을 찾는 검색으로 보임.,음원,high
serinwave,158,0,0,false,,"스포티파이, 유튜브 뮤직 등에서 활동하는 인디 아티스트로 'Close', 'Not Mine' 등의 곡을 발표함.",아티스트,high
삼일후,156,0,0,false,,특정 곡이나 아티스트로 명확히 매칭되는 정보를 찾지 못한 일반적인 문구로 추정됨.,기타,low
녹는 가슴,156,0,0,true,녹슨 가슴,,,medium
쿠폰,155,0,0,false,,멜론 이용권 할인 쿠폰 등록 등 앱 내 쿠폰 사용 기능을 가리키는 검색으로 보임.,앱기능/서비스,high
빈첸 보디가드,154,6,0.039,false,,래퍼 빈첸(VINXEN)의 곡 'BODY GUARD'를 가리키는 검색임.,음원,high
허걱,150,7,0.0467,false,,"놀라움을 표현하는 감탄사이자 인터넷 밈으로, 과거 광고에서 유래해 최근에도 커뮤니티·방송에서 쓰이는 표현임.",밈/트렌드,high
보넷도,148,1,0.0068,false,,보이그룹 '보이넥스트도어(BOYNEXTDOOR)'를 가리키는 팬덤 줄임말임.,아티스트,high
방금 그 노래,148,3,0.0203,false,,"멜론 앱의 실시간 방송 음악 인식 기능인 '방금그곡'을 지칭하는 검색어로 보이며, 해당 기능은 2025년 3월경 서비스가 종료되어 검색 결과가 나오지 않는 것으로 추정됨.",앱기능/서비스,high
mellow zen,142,2,0.0141,false,,"차분하고 명상적인 분위기의 음악을 뜻하는 무드 태그로, 해외 스트리밍 서비스에서 흔히 쓰이는 'Mellow Zen' 계열 플레이리스트/채널을 찾으려는 검색으로 추정됨.",앱기능/서비스,medium
하이웨이의 타천사,141,0,0,false,,"명탐정 코난 극장판 '하이웨이의 타천사'의 제목으로, 해당 영화의 주제가(OST)를 찾기 위해 검색한 것으로 추정됨.",음원,low
ㅁ,140,4,0.0286,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
ㄷ,140,5,0.0357,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
인생은 서툰 여행이래,139,0,0,false,,2026년 발매된 가수 헬로핑(HELLOPING)의 싱글 곡 제목.,음원,high
meet my girls,139,1,0.0072,false,,2026년 데뷔한 신인 그룹 튜이드(TUIDE)의 데뷔 EP 'TUNE & PLAY' 수록곡 제목.,음원,high
아이릿,139,3,0.0216,true,아일릿 (ILLIT),,,medium
리샌느,138,3,0.0217,true,리센느 (RESCENE),,,medium
갬작,138,4,0.029,false,,"'갬성'(감성의 변형 표현)과 '작품'의 합성어로, 감성적이고 분위기 있는 음악·영상 등을 가리키는 팬덤·인터넷 신조어.",밈/트렌드,medium
ㅣ,138,5,0.0362,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
l,138,5,0.0362,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
서핑보이,136,0,0,false,,레드벨벳(Red Velvet)이 2026년 발표한 곡 'Surfin' Boy'를 한글로 표기한 검색어.,음원,high
빅뱅 언제까지,135,3,0.0222,false,,"데뷔 20주년을 맞아 활동 중인 그룹 빅뱅(BIGBANG)이 언제까지 활동을 이어갈지를 묻는 팬들의 궁금증에서 비롯된 검색어로, 특정 곡을 가리키는 것은 아닌 것으로 추정됨.",아티스트,medium
붓꽃잎편지,134,0,0,false,,가수 홍지윤이 발표한 트로트 곡 '붓꽃잎 편지'의 제목.,음원,high
사람이지쳤잖아,134,4,0.0299,true,사람이 지쳤잖아,,,high
국어 별동대,132,0,0,false,,"국어별동대는 유튜버 백앤아와 고고프렌즈가 만든 국어 학습용 웹툰·콘텐츠 시리즈로, 동명의 노래도 함께 발매되어 뮤직비디오로 공개되었다.",음원,medium
cherry flavoured,132,0,0,false,,"슬로베니아 첼레 출신의 록 밴드 Cherry Flavoured로, Prince와 Red Hot Chili Peppers의 영향을 받은 펑키한 하이에너지 록 사운드를 구사한다.",아티스트,medium
ej,131,3,0.0229,false,,"케이팝 그룹 &TEAM의 멤버 EJ(변의주)를 비롯해 EJel, EJAE 등 여러 음악 아티스트를 지칭할 수 있는 약칭으로 보인다.",아티스트,low
myofeel,130,0,0,false,,"""Good Day Energy"" 등을 발매하고 Spotify, Shazam 등에서 활동하는 인디 뮤지션이다.",아티스트,medium
muse petal,129,6,0.0465,false,,"Spotify에서 활동하며 ""It's a Vibe"", ""busy doing nothing"" 등의 곡을 발매한 팝 아티스트이다.",아티스트,medium
elise noiret,128,0,0,false,,"프랑스어권 싱어송라이터 Élise Noiret로, ""Les Fleurs Sous les Pavés"" 등의 앨범과 싱글을 발매했다.",아티스트,medium
빗뱅,128,0,0,true,빅뱅,,,high
괜히비가오니까,128,1,0.0078,false,,"특정 곡의 정식 제목과 일치하지 않으며, 비 오는 날의 감정을 표현한 노래 가사 구절을 검색한 것으로 추정된다.",기타,low
파데코,126,1,0.0079,true,파테코,,,medium
",",126,3,0.0238,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
헬스키친,126,4,0.0317,false,,"앨리샤 키스의 음악을 바탕으로 만든 브로드웨이 뮤지컬로, 뉴욕 헬스키친 지역을 배경으로 한 소녀의 성장기를 다룬다.",지식,medium
이용권해지,124,0,0,false,,멜론 이용권(구독) 해지 절차를 가리키는 서비스 메뉴 관련 용어이다.,앱기능/서비스,high
zinaflow,123,0,0,false,,AI를 활용한 이미지·음원 제작으로 감성적인 힙합/R&B 음악을 발매하며 Spotify 등에서 활동하는 아티스트이다.,아티스트,medium
래몬탱,120,0,0,false,,"케이팝 그룹 하츠투하츠(Hearts2Hearts)의 두 번째 미니앨범 타이틀곡으로, 'Lemon'과 'Tang'을 결합한 청량한 여름 콘셉트의 댄스팝 곡이다.",음원,high
성리세드레인,118,0,0,true,성리 새드레인,,,high
breath,118,2,0.0169,false,,"영단어 'breath/breathe'는 GOT7의 'Breath', AB6IX의 'BREATHE', G-DRAGON의 'Breathe' 등 여러 아티스트의 동명 곡 제목으로 쓰여 검색 결과가 여러 곡으로 분산된 것으로 보인다.",음원,medium
잘 지내 겜작,117,0,0,false,,"'겜작'은 게임 내 특정 능력치를 반복 작업으로 올리는 것을 뜻하는 게임 커뮤니티 은어이며, 인사말 '잘 지내'와 결합된 이 문구가 특정 곡·아티스트·채널과 연결된다는 근거는 찾지 못했다.",기타,low
국민딴따라,116,0,0,false,,"KBS 2TV 오디션 프로그램 '더 딴따라'와 관련된 표현으로, '딴따라'는 가수·배우 등 만능 엔터테이너를 뜻하는 속어이며 '국민딴따라'는 전 국민에게 인정받는 차세대 딴따라를 찾는 해당 방송 콘셉트와 관련된 검색어로 추정된다.",지식,medium
맞게살아온걸까,114,0,0,false,,"'내가 옳게 살아왔는가'를 자문하는 자기반성적 문구로, 유사한 제목·가사의 곡은 있으나 이 표현과 정확히 일치하는 특정 원곡이나 아티스트를 특정할 근거는 찾지 못했다.",기타,low
uyoung wave,113,0,0,false,,"Uyoung Wave(유영)는 Spotify·Apple Music 등에 'Uyoung Wave' 시리즈 앨범을 발매한 인디/팝 성향의 음악 프로젝트로, 국내 스트리밍 플랫폼에 다수의 자작곡을 등록한 아티스트이다.",아티스트,high
맞게 살아온 걸까,111,2,0.018,false,,"'내가 옳게 살아왔는가'를 자문하는 자기반성적 문구로, 유사한 제목·가사의 곡은 있으나 이 표현과 정확히 일치하는 특정 원곡이나 아티스트를 특정할 근거는 찾지 못했다.",기타,low
소문난목소리,108,0,0,false,,"'소문난 목소리'는 '화제가 된 목소리'라는 뜻의 일반적인 한국어 문구로, 이와 정확히 일치하는 가수·앨범·방송 프로그램 등 특정 실체를 웹 검색으로 확인할 수 없었다.",기타,low
차쿤에네스,108,0,0,false,,"'차쿤&에네스'가 발표한 '눈물'이라는 곡으로, 실화를 소재로 만들어져 유튜브·사운드클라우드 등에서 커버·가사 영상이 다수 제작되며 화제가 된 창작곡이다.",음원,high
분주한결,108,4,0.037,false,,"분주한결은 '차라리 나를 미워해', '시간은 금' 등의 곡을 Apple Music·Shazam 등에 발매한 국내 신인/인디 음악 아티스트이다.",아티스트,high
이런 여유 너무,107,2,0.0187,false,,"가수 E:um(이음)의 곡 '이런 여유 너무 좋고'의 제목 앞부분만 입력된 것으로 보이며, 해당 곡을 찾으려는 검색으로 추정된다.",음원,medium
사람이 힘들잖아,107,3,0.028,false,,"아티스트 223.32의 곡 '사람이 지쳤잖아'의 가사 구절과 유사한 문구로, SNS에서 화제가 된 해당 곡을 찾으려 한 검색으로 추정된다.",음원,medium
afterroom,107,5,0.0467,false,,"Afterroom은 소규모 음악 프로젝트 또는 레이블·팟캐스트 명칭과 연관된 것으로 보이나, 국내에 널리 알려진 특정 아티스트로는 확인되지 않는다.",아티스트,low
빅뱉,105,0,0,true,빅뱅,,,high
장한별인생이란,105,0,0,false,,"장한별은 레드애플 출신으로 현재 발라드·트롯 크로스오버 가수로 활동 중이며, '인생이란'은 윤시내의 유명곡으로 장한별이 무대에서 부른 곡을 찾으려는 검색으로 추정된다.",음원,medium
마유미,104,1,0.0096,false,,"마유미는 1987년 대한항공 858편 폭파 사건의 범인 김현희가 일본인으로 위장하기 위해 사용한 가명(하치야 마유미)이며, 이를 소재로 한 1990년 한국 영화 '마유미'의 제목이기도 합니다.",지식,medium
써이,104,1,0.0096,true,서이(H1-KEY),,,medium
파자마파티즈,103,0,0,true,파자마 파티즈,,,medium
열,102,3,0.0294,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
인생은 서툰,102,3,0.0294,true,인생은 서툰 여행이래 (HELLOPING),,,medium
무엇이든 해낼당신에게,101,0,0,true,무엇이든 해낼 당신에게,,,medium
윈위,101,0,0,true,윈윈(WinWin),,,medium
jerome timu,100,0,0,false,,"Jerome Timu는 Spotify, Apple Music 등에서 활동 중인 R&B 아티스트로, 'You', 'Green notes', 'Always Will' 등의 곡과 2026년 앨범 'Black rose'를 발표했습니다.",아티스트,high
