search_keyword,search_cnt,click_cnt,click_rate
맛뮤직,715,6,0.0084
투표,343,3,0.0087
인생은 서툰,115,1,0.0087
0+0=1,114,1,0.0088
어짜피 한번,112,1,0.0089
김버거,215,2,0.0093
맞게살아,106,1,0.0094
먼작귀,207,2,0.0097
제발 잊혀져,600,7,0.0117
겜작,3230,40,0.0124
뮤직웨이브,1752,23,0.0131
방금 그 노래,142,2,0.0141
입춘 정승환,141,2,0.0142
제발잊혀져,138,2,0.0145
끝이 안보여도,133,2,0.015
이창섭 잔소리,131,2,0.0153
잔울,2070,32,0.0155
래드벨벳,186,3,0.0161
하추핑,124,2,0.0161
니 이상형은,365,6,0.0164
사람이지쳤잖아,122,2,0.0164
ㅅ,294,5,0.017
이용권,176,3,0.017
이런 여유 너무,116,2,0.0172
열,226,4,0.0177
너애플리,108,2,0.0185
쿠폰,159,3,0.0189
제,105,2,0.019
",",156,3,0.0192
맞게 살아온 걸까,567,11,0.0194
나도 같은 일년,205,4,0.0195
rover is,537,11,0.0205
정승환 입춘,283,6,0.0212
효리수,2319,51,0.022
ej,135,3,0.0222
이런여유,391,9,0.023
잔율,167,4,0.024
pop off,118,3,0.0254
할걸,157,4,0.0255
나도같은일년,380,10,0.0263
맞게 살아온,293,8,0.0273
nothingz,110,3,0.0273
this and that,219,6,0.0274
니썬뮤직,146,4,0.0274
아이릿,176,5,0.0284
꽃처럼 아름답게 살아,101,3,0.0297
무엇이든해낼,267,8,0.03
더위가 사람,229,7,0.0306
씨앤블루,261,8,0.0307
a20,490,16,0.0327
circle for you,119,4,0.0336
분주한결,288,10,0.0347
생각을 멈추다 보면 진영,222,8,0.036
마음탓,111,4,0.036
한그루비,166,6,0.0361
ㄱ,368,14,0.038
무엇이든,470,18,0.0383
조선힙합 살아보니 그렇더라,129,5,0.0388
볼빨간,256,10,0.0391
난홍,178,7,0.0393
r,100,4,0.04
에스피,116,5,0.0431
다시 만날 수 있을까 린,135,6,0.0444
고고프렌즈,356,16,0.0449
이,200,9,0.045
ㅂ,282,13,0.0461
mellow zen,129,6,0.0465
ㅁ,149,7,0.047
이런 여유,502,24,0.0478
to,125,6,0.048
ㅈ,184,9,0.0489
meet my girl,201,10,0.0498
pop off pop off,299,15,0.0502
ㅣ,119,6,0.0504
김치여자,156,8,0.0513
장한별 하늘아,194,10,0.0515
이런 여유 너무 좋고,775,40,0.0516
무엇이든 해낼,809,42,0.0519
이런여유너무좋고,576,30,0.0521
아사히,112,6,0.0536
사랑 사랑 사랑,149,8,0.0537
사람이 지쳤잖아,576,31,0.0538
아,130,7,0.0538
야코,179,10,0.0559
헬스키친,125,7,0.056
없어,214,12,0.0561
afterroom,123,7,0.0569
ㅇ,509,29,0.057
헬로핑,223,13,0.0583
리듬세상,103,6,0.0583
멜론차트,108,7,0.0648
angle,198,13,0.0657
yararara,182,12,0.0659
ㄴ,197,13,0.066
빗물아,119,8,0.0672
kelly is green,177,12,0.0678
l,131,9,0.0687
tatoo,200,14,0.07
불량연애,292,21,0.0719
카라차,108,8,0.0741
빗물아부탁해,846,64,0.0757
빗물아 부탁해,967,74,0.0765
임영웅 거리에서,220,17,0.0773
off the feed,103,8,0.0777
다줄게,100,8,0.08
그냥 해야돼,112,9,0.0804
리샌느,131,11,0.084
ㅎ,129,11,0.0853
지지,104,9,0.0865
갠 아니야,102,9,0.0882
my boy,124,11,0.0887
하트시그널5,144,13,0.0903
summer!,118,11,0.0932
ㄹ,104,10,0.0962
프나,101,10,0.099
hula hoop,196,20,0.102
ㅌ,107,11,0.1028
b,133,14,0.1053
.,100,11,0.11
시발 존나 덥다,225,25,0.1111
my,185,21,0.1135
the night,104,12,0.1154
f world,121,14,0.1157
sun,203,25,0.1232
나,137,17,0.1241
no doubt,298,37,0.1242
winner cypher,104,13,0.125
괜찮을거에요,157,20,0.1274
돈,164,21,0.128
fresh energy anthem,108,14,0.1296
helloping,293,38,0.1297
성리보금자리,100,13,0.13
i love,129,17,0.1318
보고 싶어서,121,16,0.1322
ㄷ,188,25,0.133
치이카와,267,36,0.1348
걱정,718,97,0.1351
my stupid heart,103,14,0.1359
손빈아 삼백초,147,20,0.1361
love(feat.sole),131,18,0.1374
다윗ost,314,44,0.1401
나에게는 너가 없다면,121,17,0.1405
i will be there,103,15,0.1456
전설의사내,438,64,0.1461
성리 방황,130,19,0.1462
f,122,18,0.1475
사람이 힘들잖아,128,19,0.1484
peder elias,229,34,0.1485
come on,180,27,0.15
잘했고,120,18,0.15
what,111,17,0.1532
베인,189,29,0.1534
hawaii,130,20,0.1538
we can be runaway,103,16,0.1553
티켓,267,42,0.1573
kiss and tell,181,29,0.1602
너는내게첫사랑,310,50,0.1613
luv town,124,20,0.1613
나 아직도,135,22,0.163
today lover,196,32,0.1633
ㅋ,318,52,0.1635
lovix,128,21,0.1641
kiki,207,34,0.1643
손빈아 찐이야,139,23,0.1655
happy feelings,139,23,0.1655
너는 내게 첫사랑,498,83,0.1667
체인지,178,30,0.1685
wish you 행복,106,18,0.1698
활,135,23,0.1704
courage,246,42,0.1707
꽃처럼 아름답게,133,23,0.1729
모르고,318,55,0.173
널 지워야해,121,21,0.1736
kids,143,25,0.1748
프로미스,114,20,0.1754
이영진,199,35,0.1759
music,102,18,0.1765
sweet,179,32,0.1788
k,123,22,0.1789
사람,173,31,0.1792
로또,106,19,0.1792
멜론,315,57,0.181
time,218,40,0.1835
hyang,179,33,0.1844
20,151,28,0.1854
red,456,85,0.1864
보낵도,107,20,0.1869
sea,117,22,0.188
프미나,356,67,0.1882
bed,269,51,0.1896
레드,232,44,0.1897
사랑이,126,24,0.1905
me you,131,25,0.1908
8,185,36,0.1946
하지마하지마,133,26,0.1955
w,138,27,0.1957
jenny,188,37,0.1968
큰거온다,217,43,0.1982
girl,129,26,0.2016
love3,207,42,0.2029
두근두근,401,82,0.2045
like you,102,21,0.2059
사이,131,27,0.2061
조선힙합 살아보니,223,46,0.2063
딥상어,189,39,0.2063
say,125,26,0.208
유희승,173,36,0.2081
change,220,46,0.2091
더워,105,22,0.2095
you & i,162,34,0.2099
2,100,21,0.21
after you,119,25,0.2101
예쁜바람,427,90,0.2108
연화스님,108,23,0.213
성리 미련의 부르스,112,24,0.2143
다윗,314,68,0.2166
금요일밤,117,26,0.2222
windburn,281,63,0.2242
from,160,36,0.225
love.,256,58,0.2266
no,197,45,0.2284
딴따라,459,105,0.2288
mia,152,35,0.2303
now,168,39,0.2321
believe,109,26,0.2385
hope,255,61,0.2392
swimming pool,163,39,0.2393
다시,284,68,0.2394
하필오늘비가와,140,34,0.2429
drawing,131,32,0.2443
london,110,27,0.2455
x,402,99,0.2463
에일리언,263,65,0.2471
계속 가,263,65,0.2471
thinking about you,190,47,0.2474
집 home,137,34,0.2482
레오,417,104,0.2494
midnight,196,49,0.25
감다살,160,40,0.25
candyrella,108,27,0.25
내사랑,131,33,0.2519
violet,115,29,0.2522
the day,122,31,0.2541
수현,149,38,0.255
boy,141,36,0.2553
city,121,31,0.2562
babo,464,119,0.2565
에네스,101,26,0.2574
0,132,34,0.2576
grrr,285,74,0.2596
love me love me,177,46,0.2599
그대,149,39,0.2617
for you,477,125,0.2621
푸름과 여름,122,32,0.2623
me,155,41,0.2645
성리 보금자리,434,115,0.265
신의악단,117,31,0.265
who knows,139,37,0.2662
j,221,59,0.267
우리,338,91,0.2692
friend,125,34,0.272
내가,238,65,0.2731
steeeam,258,71,0.2752
my girl,138,38,0.2754
zero,105,29,0.2762
orchestra,137,38,0.2774
circle,108,30,0.2778
베드,296,83,0.2804
행복하지마요,335,94,0.2806
train,121,34,0.281
지,103,29,0.2816
island,184,52,0.2826
다큐멘터리,400,114,0.285
손빈아 돌아와요 부산항에,231,66,0.2857
gold,129,37,0.2868
you and me,108,31,0.287
숱한 밤들,257,74,0.2879
high high,104,30,0.2885
0%,104,30,0.2885
난,173,50,0.289
웃어라 친구야,214,62,0.2897
뮤직비디오,148,43,0.2905
어제도 너였고 오늘도 너여서,253,74,0.2925
캐러밴,106,31,0.2925
그러니까 사랑해,160,47,0.2938
don`t tell your dreams,206,61,0.2961
baby baby,215,64,0.2977
하늘이 예뻐서,225,67,0.2978
josee,137,41,0.2993
상하이로맨스,130,39,0.3
러브,293,88,0.3003
feathers,319,96,0.3009
사랑하지 말아요,548,165,0.3011
feather,232,70,0.3017
볼빤간사춘기,149,45,0.302
19,109,33,0.3028
on & on,145,44,0.3034
26,108,33,0.3056
김돈규 단,157,48,0.3057
진영 최유리,248,76,0.3065
재니,124,38,0.3065
do,215,66,0.307
woman,114,35,0.307
all in,117,36,0.3077
ㅋㅋ,110,34,0.3091
secret,152,47,0.3092
우리들의블루스,171,53,0.3099
valentine,103,32,0.3107
superpower,122,38,0.3115
아침에,356,111,0.3118
우리는 된다니까,246,77,0.313
fly high,115,36,0.313
행복 하지 마요,498,156,0.3133
너를,159,50,0.3145
radio,273,86,0.315
유리,196,62,0.3163
우리 다시  만날 수 있을까,107,34,0.3178
random switch,289,92,0.3183
최유리 진영,317,101,0.3186
remember,250,80,0.32
your eyes,100,32,0.32
준,280,90,0.3214
오빠나빠,143,46,0.3217
발묘,536,173,0.3228
gost town,192,62,0.3229
if,209,68,0.3254
fantasy,257,84,0.3268
cherry,116,38,0.3276
young kai,131,43,0.3282
좋아 좋아,215,71,0.3302
서울의 밤,112,37,0.3304
less than a lover,821,272,0.3313
이 별,169,56,0.3314
살다보니 그렇더라,336,112,0.3333
사진,1240,417,0.3363
i wish,124,42,0.3387
보고싶어서,124,42,0.3387
24,135,46,0.3407
혼자,139,48,0.3453
touch you,110,38,0.3455
our own summer,231,80,0.3463
headlock,227,79,0.348
help,114,40,0.3509
magic,164,58,0.3537
star,467,166,0.3555
true,118,42,0.3559
쏠 love,470,168,0.3574
여름이였다,135,49,0.363
letter,173,63,0.3642
네 생각,148,54,0.3649
cinema,115,42,0.3652
dear,115,42,0.3652
가비앤제이,205,75,0.3659
amazing,164,60,0.3659
love sole,3135,1149,0.3665
lovers,147,54,0.3673
lollipop,144,53,0.3681
the feeling,100,37,0.37
heart,154,57,0.3701
cxm,124,46,0.371
big love,124,46,0.371
애쉬,129,48,0.3721
memory,149,56,0.3758
wind,149,56,0.3758
틱탁,476,180,0.3782
서현진,145,55,0.3793
firefly,311,118,0.3794
백일,184,70,0.3804
breath,105,40,0.381
can,123,47,0.3821
color,107,41,0.3832
stars,120,46,0.3833
still,114,44,0.386
요술왕자,101,39,0.3861
노창,204,79,0.3873
내 사랑,134,52,0.3881
사랑바보,152,59,0.3882
국악,1210,471,0.3893
덥다,100,39,0.39
wonder,223,87,0.3901
dreams,143,56,0.3916
lost,313,123,0.393
stressed,145,57,0.3931
surfin,145,57,0.3931
rainbow,189,75,0.3968
ocean,131,52,0.3969
10,113,45,0.3982
alright,128,51,0.3984
wonderland,123,49,0.3984
사랑의 멜로디,148,59,0.3986
여름은 돌아와,140,56,0.4
가요가요,120,48,0.4
daisy,197,79,0.401
surfin` boy,1845,741,0.4016
e:um,316,127,0.4019
화,345,139,0.4029
promise,258,104,0.4031
금수저,440,178,0.4045
goodbye summer,121,49,0.405
이윽고,237,96,0.4051
mr,153,62,0.4052
브레인롯,101,41,0.4059
be my worst,115,47,0.4087
who,144,59,0.4097
이해할 수 없는 것들을 이해해야 하는 이 세상에서,122,50,0.4098
질주,200,82,0.41
이 노래가,285,117,0.4105
dreaming,170,70,0.4118
sole love,1139,470,0.4126
달빛,125,52,0.416
계속가,365,152,0.4164
stardust,180,75,0.4167
so bad,180,75,0.4167
오정세,187,78,0.4171
xoxo,182,76,0.4176
sos,353,148,0.4193
love 쏠,616,259,0.4205
3am,142,60,0.4225
move,137,58,0.4234
백상아리,278,118,0.4245
monopoly,195,83,0.4256
살아보니  그렇더라,260,111,0.4269
call it the end,110,47,0.4273
아직도,133,57,0.4286
리킹 더 스카이,100,43,0.43
차우차우,387,167,0.4315
shining road,139,60,0.4317
쿠키,444,193,0.4347
i like you,108,47,0.4352
the one,108,47,0.4352
mirror,101,44,0.4356
잘자,117,51,0.4359
주,110,48,0.4364
이지,137,60,0.438
love,12539,5505,0.439
kinji,132,58,0.4394
로미오와 줄리엣,236,104,0.4407
晩餐歌,542,239,0.441
날씨가 미쳤어,145,64,0.4414
우린,147,65,0.4422
1999,151,67,0.4437
whatever,180,80,0.4444
stupid song,110,49,0.4455
escape,101,45,0.4455
somebody,186,83,0.4462
shine,190,85,0.4474
그림자,107,48,0.4486
드로잉,167,75,0.4491
alive,149,67,0.4497
에필로그,240,108,0.45
조지,472,213,0.4513
살아보니그렇더라,478,216,0.4519
유정,159,72,0.4528
diverseddie,417,189,0.4532
씨아,161,73,0.4534
bad girl,143,65,0.4545
our summer,110,50,0.4545
레드벨벳 surfin,189,86,0.455
抜錨,101,46,0.4554
last night,101,46,0.4554
bottoms up,439,200,0.4556
fall in love,228,104,0.4561
디기디기,850,388,0.4565
joy,162,74,0.4568
with you,538,246,0.4572
강동원,247,113,0.4575
지금,120,55,0.4583
마지막 장면,109,50,0.4587
시간을 달리네,226,104,0.4602
어떤 모습입니까,128,59,0.4609
duet,171,79,0.462
down,188,87,0.4628
love letter,369,172,0.4661
별 보러 갈래,171,80,0.4678
베베,218,102,0.4679
별은,158,74,0.4684
o,339,159,0.469
눈물 리쌍,151,71,0.4702
superpowers,148,70,0.473
together,112,53,0.4732
west coast love,114,54,0.4737
myself,114,54,0.4737
자유,158,75,0.4747
해피엔딩,103,49,0.4757
뜬소문,111,53,0.4775
하니,182,87,0.478
favorite,121,58,0.4793
pink,225,108,0.48
스테이시,125,60,0.48
stranger,104,50,0.4808
롤,164,79,0.4817
please,169,82,0.4852
쉬어,204,99,0.4853
lose love,103,50,0.4854
싹스리,174,85,0.4885
i,667,326,0.4888
something,143,70,0.4895
run,848,416,0.4906
사랑 그리고 사랑,232,114,0.4914
beautiful,1383,680,0.4917
시발,122,60,0.4918
오로라,132,65,0.4924
fein,336,166,0.494
big void,113,56,0.4956
eum,117,58,0.4957
꿈과 책과 힘과 벽,163,81,0.4969
good bye,187,93,0.4973
54321,203,101,0.4975
지니,197,98,0.4975
그대 작은 나의 세상이 되어,230,115,0.5
tomorrow,204,102,0.5
less,108,54,0.5
00,100,50,0.5
바이 썸머,333,167,0.5015
이노래가,177,89,0.5028
celebration,147,74,0.5034
잡아가세요,254,128,0.5039
sunset,230,116,0.5043
런,113,57,0.5044
옛날 발라드,105,53,0.5048
우리는,196,99,0.5051
멸종,162,82,0.5062
yellow pvnk,144,73,0.5069
always been you,209,106,0.5072
only you,406,206,0.5074
노라우타,481,245,0.5094
그대 그대 그대,151,77,0.5099
photograph,200,102,0.51
줄리앙,100,51,0.51
나랑 아니면,294,150,0.5102
so good,180,92,0.5111
로미오,178,91,0.5112
레드벨벳 psycho,189,97,0.5132
mercy,111,57,0.5135
gone gone gone,251,129,0.5139
mine,212,109,0.5142
feel good,105,54,0.5143
wings,239,123,0.5146
ego,101,52,0.5149
life is good,101,52,0.5149
그냥 해,262,135,0.5153
신기루,279,144,0.5161
pray,122,63,0.5164
paradise,497,257,0.5171
123,114,59,0.5175
sunshine,284,147,0.5176
여름밤에 우린,309,160,0.5178
happiness,104,54,0.5192
멜로우,154,80,0.5195
중드,100,52,0.52
wave,448,233,0.5201
in my head,148,77,0.5203
perfume,192,100,0.5208
사계절,142,74,0.5211
랜덤 플레이,161,84,0.5217
잊혀지지 못할 언어,113,59,0.5221
no.1,180,94,0.5222
클라우드 쿠쿠 랜드,111,58,0.5225
한번만,149,78,0.5235
we are,274,144,0.5255
아이,452,238,0.5265
루카루카,150,79,0.5267
ling ling,759,400,0.527
사랑병동,129,68,0.5271
nuki & kokk,250,132,0.528
tattoo,420,222,0.5286
영카이,104,55,0.5288
라디오,151,80,0.5298
roses,232,123,0.5302
classic,284,151,0.5317
플라네타리움,107,57,0.5327
heartfall,107,57,0.5327
nothing,349,186,0.533
녹아 버려요,935,499,0.5337
가지마,241,129,0.5353
반딧불이,224,120,0.5357
liar,112,60,0.5357
too much,306,164,0.5359
여보세요,138,74,0.5362
poison,147,79,0.5374
다니엘,106,57,0.5377
나나나,106,57,0.5377
stand by you,132,71,0.5379
i do,342,184,0.538
매직,117,63,0.5385
s,440,237,0.5386
like it,245,132,0.5388
내 눈을 보고 말해요,206,111,0.5388
남자,128,69,0.5391
슈슈,370,200,0.5405
여전히,203,110,0.5419
잘가,179,97,0.5419
사랑하지마요,826,448,0.5424
아일랜드,164,89,0.5427
마음짓기,103,56,0.5437
surfin boy,353,192,0.5439
shut the door,673,367,0.5453
선,176,96,0.5455
cinderella,163,89,0.546
놀이,130,71,0.5462
fly,367,201,0.5477
let it be summer,157,86,0.5478
to you,146,80,0.5479
닝닝,217,119,0.5484
서울,264,145,0.5492
사랑할거야,122,67,0.5492
bye,180,99,0.55
콜라,100,55,0.55
sweat,627,345,0.5502
0310,109,60,0.5505
slide,109,60,0.5505
최애의 사원,448,247,0.5513
요즘,136,75,0.5515
oh yeah?,417,230,0.5516
사랑이란,252,139,0.5516
오로라핑,125,69,0.552
get up,150,83,0.5533
날씨의 요정,148,82,0.5541
home,1039,577,0.5553
이음,171,95,0.5556
조깅,117,65,0.5556
한,374,208,0.5561
happy ending,115,64,0.5565
pain,219,122,0.5571
백상아리 청상아리,122,68,0.5574
녹아내려요,276,154,0.558
루비,168,94,0.5595
space,168,94,0.5595
작은 날,130,73,0.5615
한 여름 밤의 꿈,564,317,0.5621
only one,254,143,0.563
31,135,76,0.563
feeling,119,67,0.563
cosmic,186,105,0.5645
당신,170,96,0.5647
love is all,237,134,0.5654
go baby,159,90,0.566
green,166,94,0.5663
약속,459,260,0.5664
boss,113,64,0.5664
bmk 꽃피는 봄이 오면,1391,788,0.5665
컬러링,201,114,0.5672
함께라면요,326,185,0.5675
노래,347,197,0.5677
유성우,155,88,0.5677
without you,619,352,0.5687
죽지 않은 연인에게,109,62,0.5688
camp,109,62,0.5688
over you,151,86,0.5695
유다이,737,420,0.5699
my self,121,69,0.5702
steelix,198,113,0.5707
안지영,557,318,0.5709
캄캄해,119,68,0.5714
emotion,119,68,0.5714
summer hate,105,60,0.5714
별이 빛나는 밤,397,227,0.5718
smile,269,154,0.5725
소년,185,106,0.573
paul,129,74,0.5736
do it,190,109,0.5737
짧은머리,202,116,0.5743
살아가는 거야,181,104,0.5746
fancy,113,65,0.5752
새로운 시작,146,84,0.5753
기댈곳 김필,106,61,0.5755
karma,304,175,0.5757
수평선,250,144,0.576
자유비행,125,72,0.576
터틀맨,111,64,0.5766
오늘 뭐 했는지 말해봐,104,60,0.5769
everyday,265,153,0.5774
외딴섬 로맨틱,135,78,0.5778
파랑새,140,81,0.5786
살아보니 다 그렇더라,4854,2809,0.5787
놓아줘,197,114,0.5787
꿈결같아서,133,77,0.5789
pretty,107,62,0.5794
babyy,150,87,0.58
numb numb,100,58,0.58
마음대로,100,58,0.58
2017,131,76,0.5802
shelly,193,112,0.5803
진심이었던 사람만 바보가 돼,129,75,0.5814
21,356,207,0.5815
i am,299,174,0.5819
everything,859,500,0.5821
your love,149,87,0.5839
friends,351,205,0.584
가,219,128,0.5845
light,176,103,0.5852
let go,217,127,0.5853
love me,702,411,0.5855
intro,152,89,0.5855
celebrity,116,68,0.5862
better,307,180,0.5863
soda soda,845,496,0.587
문,165,97,0.5879
thank you,250,147,0.588
미스터,136,80,0.5882
50%,180,106,0.5889
butterflies,146,86,0.589
i wonder,173,102,0.5896
white,117,69,0.5897
about you,217,128,0.5899
back to you,100,59,0.59
paranoid,305,180,0.5902
about love,166,98,0.5904
money,166,98,0.5904
high,315,186,0.5905
달맞이꽃,105,62,0.5905
어푸,149,88,0.5906
finale,193,114,0.5907
네가 좋아,369,218,0.5908
ghost,294,174,0.5918
invitation,108,64,0.5926
슈퍼심플송,167,99,0.5928
너와 나,811,482,0.5943
어차피한번,217,129,0.5945
girlfriend,121,72,0.595
마치,129,77,0.5969
pov,201,120,0.597
여자,184,110,0.5978
maybe,194,116,0.5979
falling in love,102,61,0.598
나에게서 당신에게,107,64,0.5981
오렌지,192,115,0.599
차쿤,307,184,0.5993
problem,120,72,0.6
영화처럼,115,69,0.6
유다빈,105,63,0.6
하지마,937,563,0.6009
거울,123,74,0.6016
김필 기댈곳,113,68,0.6018
이젠,113,68,0.6018
으쌰으쌰,211,127,0.6019
끊었어,171,103,0.6023
0+0,702,423,0.6026
sad,146,88,0.6027
24/7,106,64,0.6038
외쳐 사랑을,149,90,0.604
deep dive,134,81,0.6045
추억의 노래,129,78,0.6047
영케이 shut the door,372,225,0.6048
혼술,1081,654,0.605
girls,299,181,0.6054
어게인,109,66,0.6055
300,127,77,0.6063
supernova,249,151,0.6064
뭐 어떡할까,117,71,0.6068
콘서트,117,71,0.6068
러브스토리,117,71,0.6068
rumble,107,65,0.6075
사랑의 미학,181,110,0.6077
two,130,79,0.6077
그녀가 웃었다,102,62,0.6078
수영,125,76,0.608
너와나,592,360,0.6081
괜찮아,610,371,0.6082
함께,240,146,0.6083
내일,120,73,0.6083
나나,115,70,0.6087
air,115,70,0.6087
막사랑,535,326,0.6093
run it,172,105,0.6105
diamond,149,91,0.6107
행운을 빌어요,203,124,0.6108
초록을거머쥔우리는,180,110,0.6111
고,121,74,0.6116
journey,121,74,0.6116
orange,304,186,0.6118
나는 나를 말하는 사람,116,71,0.6121
싸이 기댈곳,263,161,0.6122
추억은 한 편의 산문집 되어,137,84,0.6131
동그라미,287,176,0.6132
supernatural,119,73,0.6134
전설,132,81,0.6136
california,101,62,0.6139
universe,272,167,0.614
daydream,311,191,0.6141
pinball,319,196,0.6144
airplane,275,169,0.6145
미안한 사람,249,153,0.6145
abg,179,110,0.6145
solo,288,177,0.6146
savage,226,139,0.615
right here,208,128,0.6154
월드컵 응원가,276,170,0.6159
only,326,201,0.6166
flirty,167,103,0.6168
진심,175,108,0.6171
피었습니다,209,129,0.6172
블랙,102,63,0.6176
백예린 lovelovelove,102,63,0.6176
mc,144,89,0.6181
강원,165,102,0.6182
살다 보니 그렇더라,2833,1753,0.6188
드림,223,138,0.6188
t,255,158,0.6196
하루 끝,142,88,0.6197
bloom,269,167,0.6208
샤이닝,148,92,0.6216
널 사랑해,143,89,0.6224
틀린그림찾기,114,71,0.6228
파친코,122,76,0.623
행복했던 날들이었다,125,78,0.624
태풍,306,191,0.6242
브레인워시,181,113,0.6243
고마워,120,75,0.625
소녀에게,120,75,0.625
make me wonder,120,75,0.625
my everything,112,70,0.625
함지연,155,97,0.6258
너의 차선,222,139,0.6261
la la la,107,67,0.6262
sodasoda,107,67,0.6262
하늘,142,89,0.6268
지구가 태양을 네 번,169,106,0.6272
끝나지 않은 얘기,102,64,0.6275
thursday,250,157,0.628
재회,156,98,0.6282
taste,113,71,0.6283
drama,183,115,0.6284
fallin,227,143,0.63
데이비드,100,63,0.63
feel it,100,63,0.63
나란한 밤,317,200,0.6309
쉼표,133,84,0.6316
chance,163,103,0.6319
ray,125,79,0.632
all of my life,155,98,0.6323
lover,351,222,0.6325
우산 없는 밤,215,136,0.6326
hollywood,286,181,0.6329
사랑의이름으로,109,69,0.633
messy,109,69,0.633
임영웅 우리들의 블루스,169,107,0.6331
돌맹이,139,88,0.6331
보고싶어,259,164,0.6332
tonight,494,313,0.6336
프로포즈,494,313,0.6336
샤넬,112,71,0.6339
아무래도,112,71,0.6339
집,541,343,0.634
생각을멈추다보면,134,85,0.6343
kiss n tell,279,177,0.6344
love me more,118,75,0.6356
그저목소리하나,140,89,0.6357
왜 나만,206,131,0.6359
?,437,278,0.6362
sweet dream,473,301,0.6364
하나,110,70,0.6364
모래성,157,100,0.6369
lingling,102,65,0.6373
언젠가,127,81,0.6378
soda,501,320,0.6387
fire,413,264,0.6392
good goodbye,122,78,0.6393
imagine,269,172,0.6394
어른이 되어버린 소년은,200,128,0.64
seasons,664,425,0.6401
good day,701,449,0.6405
반,153,98,0.6405
we,320,205,0.6406
aliens,181,116,0.6409
눈물아 안녕,195,125,0.641
임영웅 순간을 영원처럼,538,345,0.6413
shooting star,184,118,0.6413
i swear,106,68,0.6415
끝,438,281,0.6416
wannabe,120,77,0.6417
도망가,120,77,0.6417
환절기,134,86,0.6418
easy,319,205,0.6426
쇼미,806,518,0.6427
타타타,140,90,0.6429
waves,143,92,0.6434
좋다고 말해,115,74,0.6435
happy day,107,69,0.6449
ugly,206,133,0.6456
passionfruit,127,82,0.6457
numb,209,135,0.6459
아프지 않은 이별은 없다,147,95,0.6463
adios,348,225,0.6466
365,247,160,0.6478
so what,159,103,0.6478
all night,162,105,0.6481
사랑하지 않아서 그랬니,108,70,0.6481
vitamin me,427,277,0.6487
사랑한다는 말,154,100,0.6494
아마도,117,76,0.6496
링링,604,393,0.6507
call me,335,218,0.6507
nerdy love,252,164,0.6508
tempo,126,82,0.6508
i like it,232,151,0.6509
heaven,855,557,0.6515
kiiikiii (키키),660,430,0.6515
stuck,187,122,0.6524
생존법,141,92,0.6525
complicated,118,77,0.6525
brain rot,196,128,0.6531
back to life,104,68,0.6538
최연준,110,72,0.6545
별 헤는 밤,113,74,0.6549
david,113,74,0.6549
넌 내게 특별하고,116,76,0.6552
우리서로사랑하지는말자,235,154,0.6553
capoxxo,206,135,0.6553
love hangover,273,179,0.6557
go!,186,122,0.6559
오래오래,224,147,0.6563
dream,879,577,0.6564
handlebars,204,134,0.6569
hero,963,633,0.6573
어차피 한번,321,211,0.6573
so hot,114,75,0.6579
헬로,120,79,0.6583
삐그덕,120,79,0.6583
괜찮은 척,120,79,0.6583
오웬,284,187,0.6585
생각을 멈추다보면,126,83,0.6587
joyride,220,145,0.6591
no make up,132,87,0.6591
summer night,185,122,0.6595
summer love,197,130,0.6599
replay,342,226,0.6608
