search_keyword,search_cnt,click_cnt,click_rate
체인지,130,26,0.2
캐시,130,26,0.2
김도영,105,21,0.2
꽃처럼 아름답게,108,22,0.2037
like you,132,27,0.2045
from,154,32,0.2078
ㄴ,172,36,0.2093
로또,119,25,0.2101
who knows,119,25,0.2101
전설의사내,888,189,0.2128
상하이로맨스,122,26,0.2131
엔딩노트,117,25,0.2137
유희승,149,32,0.2148
wonder,186,40,0.2151
수현,1504,326,0.2168
볼빨간,164,36,0.2195
my boy,148,33,0.223
괜히 비가 오니까,151,34,0.2252
다시,301,68,0.2259
다시와줄래,184,42,0.2283
my stupid heart,109,25,0.2294
cherry,239,55,0.2301
네 생각,120,28,0.2333
king,135,32,0.237
지하주차장,232,55,0.2371
강동원,118,28,0.2373
레드,185,44,0.2378
violet,113,27,0.2389
다큐멘터리,183,44,0.2404
82,136,33,0.2426
나,148,36,0.2432
letter,193,47,0.2435
blond,275,67,0.2436
grls,151,37,0.245
언제까지,620,154,0.2484
one day,132,33,0.25
dont tell your dream,103,26,0.2524
wind,158,40,0.2532
지지,118,30,0.2542
courage,148,38,0.2568
하늘이 예뻐서,210,54,0.2571
우리가,319,83,0.2602
두근두근,321,84,0.2617
siren,206,54,0.2621
"신나는 음악, 잘못된 인생",186,49,0.2634
train,110,29,0.2636
new day,121,32,0.2645
ocean,170,45,0.2647
to you,117,31,0.265
어제도 너였고 오늘도 너여서,177,47,0.2655
혼자,143,38,0.2657
ㅋ,287,77,0.2683
그럴일은,100,27,0.27
change,211,57,0.2701
zero,111,30,0.2703
백일,159,43,0.2704
e,107,29,0.271
e:um,575,156,0.2713
멜론,368,100,0.2717
school boy,103,28,0.2718
sweet sour,224,61,0.2723
light,146,40,0.274
bye bye,101,28,0.2772
보고싶어서,115,32,0.2783
green,140,39,0.2786
예쁜바람,222,62,0.2793
midnight,199,56,0.2814
diamond,156,44,0.2821
noir,173,49,0.2832
지니,176,50,0.2841
감다살,101,29,0.2871
내가,191,55,0.288
7월의 여름,107,31,0.2897
그대,176,51,0.2898
불행했으면,131,38,0.2901
우하이,124,36,0.2903
hyang,199,58,0.2915
my,164,48,0.2927
안녕이란 슬픈 말,232,68,0.2931
20,133,39,0.2932
godspeed,825,242,0.2933
evergreen love,102,30,0.2941
너는 내게 첫사랑,163,48,0.2945
베베,200,59,0.295
널 사랑해,159,47,0.2956
i like you,117,35,0.2991
help,137,41,0.2993
for you,497,149,0.2998
안식처,193,58,0.3005
f,119,36,0.3025
이름,135,41,0.3037
i wish,115,35,0.3043
이윽고,163,50,0.3067
cinema,101,31,0.3069
문,143,44,0.3077
our own summer,185,57,0.3081
계속 가,138,43,0.3116
with you,408,128,0.3137
sad rain 성리,556,175,0.3147
틱탁,377,119,0.3156
kiki,285,90,0.3158
김돈규 단,151,48,0.3179
하트어택,110,35,0.3182
이영진,213,68,0.3192
다윗,144,46,0.3194
sweet,197,63,0.3198
friend,150,48,0.32
sea,109,35,0.3211
사랑하지 말아요,343,111,0.3236
결의온도,398,129,0.3241
thinking about you,114,37,0.3246
promise,217,71,0.3272
계속가,216,71,0.3287
사람,222,73,0.3288
josee,158,52,0.3291
no,218,72,0.3303
lck,151,50,0.3311
불행했음 좋겠다,253,84,0.332
bed,289,96,0.3322
오로라,216,72,0.3333
빅뱅신곡,138,46,0.3333
kiss kiss,135,45,0.3333
london,102,34,0.3333
kids,161,54,0.3354
heart,122,41,0.3361
웃어라 친구야,314,106,0.3376
girl,198,67,0.3384
down,236,80,0.339
play,150,51,0.34
dreams,155,53,0.3419
j,210,72,0.3429
q,137,47,0.3431
remember,246,85,0.3455
the day,107,37,0.3458
혁오 godspeed!,187,65,0.3476
my girl,138,48,0.3478
magic,178,62,0.3483
less than a lover,388,136,0.3505
아이,405,142,0.3506
보디가드,382,134,0.3508
emotion,116,41,0.3534
grrr,282,100,0.3546
don`t tell your dreams,225,80,0.3556
태이,101,36,0.3564
청춘일기,244,87,0.3566
kiss and tell,134,48,0.3582
처음,173,62,0.3584
진영 최유리,220,79,0.3591
레오,270,97,0.3593
노래,303,109,0.3597
mirror,111,40,0.3604
random switch,240,87,0.3625
baby baby,164,60,0.3659
wave,417,153,0.3669
없어 demo,109,40,0.367
valentine,136,50,0.3676
오빠나빠,220,81,0.3682
fantasy,224,83,0.3705
살아보니 다 그렇더라,151,56,0.3709
베드,461,172,0.3731
행복 하지 마요,241,90,0.3734
자유,115,43,0.3739
drop,112,42,0.375
손빈아 인생이란 꿈이라오,270,103,0.3815
행복하지마요,207,79,0.3816
별이 빛나는 밤,387,148,0.3824
color,114,44,0.386
날씨의 요정,145,56,0.3862
diverseddie,455,176,0.3868
city,129,50,0.3876
stranger,121,47,0.3884
pray,131,51,0.3893
stars,151,59,0.3907
금수저,299,117,0.3913
jenny,148,58,0.3919
주,127,50,0.3937
memory,170,67,0.3941
eum,180,71,0.3944
최유리 진영,289,114,0.3945
새드레인 성리,273,108,0.3956
the night,101,40,0.396
로미오,165,66,0.4
stressed,150,60,0.4
유리,234,94,0.4017
골짜기,102,41,0.402
can,104,42,0.4038
루카루카,121,49,0.405
so good,133,54,0.406
silence,115,47,0.4087
t,269,110,0.4089
do,188,77,0.4096
bgf,339,140,0.413
남자의 인생,116,48,0.4138
like this,106,44,0.4151
bad for you,221,92,0.4163
what you want,108,45,0.4167
bye,211,88,0.4171
love letter,321,134,0.4174
가비앤제이,206,86,0.4175
抜錨,122,51,0.418
loving you,165,69,0.4182
ㅋㅋ,110,46,0.4182
하늘,141,59,0.4184
cry,112,47,0.4196
circle,121,51,0.4215
서울,275,116,0.4218
질주,211,89,0.4218
butterflies,156,66,0.4231
star,463,196,0.4233
without you,868,369,0.4251
something,169,72,0.426
face,129,55,0.4264
뮤직비디오,143,61,0.4266
stardust,105,45,0.4286
if,240,103,0.4292
이런 게 행복이지,158,68,0.4304
우리는,216,93,0.4306
오로라핑,120,52,0.4333
say,129,56,0.4341
bad girl,122,53,0.4344
디기디기,504,219,0.4345
숱한 밤들,138,60,0.4348
지,138,60,0.4348
firefly,117,51,0.4359
여름의 끝자락,130,57,0.4385
그대는미운사람,141,62,0.4397
돌맹이,116,51,0.4397
gold,116,51,0.4397
노창,625,275,0.44
mia,177,78,0.4407
라도,111,49,0.4414
monopoly,120,53,0.4417
dreaming,138,61,0.442
it was in shiraz,124,55,0.4435
이 별,180,80,0.4444
바람이 다시 불면,236,105,0.4449
i know,101,45,0.4455
you & i,157,70,0.4459
starry night,177,79,0.4463
러브레터,235,105,0.4468
아가씨,141,63,0.4468
boom boom bass,273,122,0.4469
babo,250,112,0.448
music,125,56,0.448
차우차우,308,139,0.4513
seoul,104,47,0.4519
love.,232,105,0.4526
sunshine,203,92,0.4532
신기루,311,141,0.4534
beautiful,1227,557,0.454
별이 쏟아지는 밤,1067,485,0.4545
그냥 해,176,80,0.4545
headlock,145,66,0.4552
perfume,147,67,0.4558
러브스토리,228,104,0.4561
somebody,151,69,0.457
로미오와 줄리엣,223,102,0.4574
slow,131,60,0.458
feathers,172,79,0.4593
tokyo,148,68,0.4595
푸른,104,48,0.4615
lover boy,106,49,0.4623
no.1,147,68,0.4626
기댈곳 김필,108,50,0.463
unhappy,161,75,0.4658
so bad,180,84,0.4667
향,139,65,0.4676
시간은 흐르고,109,51,0.4679
again,287,135,0.4704
wings,280,132,0.4714
sad,123,58,0.4715
fly,441,208,0.4717
재니,108,51,0.4722
추억은 한 편의 산문집 되어,114,54,0.4737
together,116,55,0.4741
소풍한그릇,2098,995,0.4743
love song,590,280,0.4746
같이,257,122,0.4747
함께라면요,141,67,0.4752
바이 썸머,627,298,0.4753
사랑 그리고 사랑,566,269,0.4753
shadow,105,50,0.4762
move,149,71,0.4765
girls,480,229,0.4771
이런게 행복이지,1345,642,0.4773
highlight,155,74,0.4774
daisy,157,75,0.4777
moment,123,59,0.4797
sober,181,87,0.4807
smile,237,114,0.481
슈슈,297,143,0.4815
peder elias,205,99,0.4829
sky,178,86,0.4831
스물여덟,186,90,0.4839
네가 좋아,190,92,0.4842
내 눈을 보고 말해요,591,288,0.4873
다영 (dayoung),121,59,0.4876
아카시아,100,49,0.49
00,114,56,0.4912
sunday,162,80,0.4938
i wash,170,84,0.4941
better,291,144,0.4948
0%,325,161,0.4954
i wonder,111,55,0.4955
waves,121,60,0.4959
메들리,131,65,0.4962
발묘,652,324,0.4969
please,165,82,0.497
한,370,184,0.4973
home,949,474,0.4995
love is all,218,109,0.5
joy,136,68,0.5
전설,100,50,0.5
shut the door,271,136,0.5018
daydream,284,143,0.5035
paul,107,54,0.5047
number one girl,105,53,0.5048
잘 하고 있어,166,84,0.506
시간을 달리네,221,112,0.5068
서현진,148,75,0.5068
poison,134,68,0.5075
작은 날,132,67,0.5076
back to you,126,64,0.5079
we are,244,124,0.5082
이제,106,54,0.5094
안녕이라는 말,104,53,0.5096
fein,251,128,0.51
씨아,145,74,0.5103
화,338,173,0.5118
fly high,127,65,0.5118
island,123,63,0.5122
everything,1107,569,0.514
흐르는 강물처럼,136,70,0.5147
dopamine,126,65,0.5159
pain,151,78,0.5166
west coast love,120,62,0.5167
nostalgia,143,74,0.5175
o,335,174,0.5194
apple,102,53,0.5196
진심이었던 사람만 바보가 돼,102,53,0.5196
롤,146,76,0.5205
마가렛,132,69,0.5227
사랑이 아닌 단어로 사랑을 말해요,132,69,0.5227
going home,275,144,0.5236
only one,244,128,0.5246
드림,221,116,0.5249
let it be summer,137,72,0.5255
colors,194,102,0.5258
쿠키,363,191,0.5262
bmk 꽃피는 봄이 오면,266,140,0.5263
빅뱅콘서트,112,59,0.5268
ur:l,165,87,0.5273
바람이 참 좋은 날에,110,58,0.5273
mondegreen,250,132,0.528
나라는 것,104,55,0.5288
마치,104,55,0.5288
stuck,572,303,0.5297
나이트,117,62,0.5299
cold,228,121,0.5307
내가 없어도,128,68,0.5313
only you,474,252,0.5316
꿈과 책과 힘과 벽,165,88,0.5333
satellite,135,72,0.5333
once,118,63,0.5339
celebrity,103,55,0.534
백상아리,183,98,0.5355
줄리엣,155,83,0.5355
microdose,250,134,0.536
we don`t talk together,110,59,0.5364
사랑해 사랑해,110,59,0.5364
러브 스토리,341,183,0.5367
miss you,190,102,0.5368
easy,368,198,0.538
tattoo,273,147,0.5385
your love,130,70,0.5385
bottoms up,104,56,0.5385
break,126,68,0.5397
루비,126,68,0.5397
그저목소리하나,111,60,0.5405
boom boom boom,1807,977,0.5407
소녀a,172,93,0.5407
우린,268,145,0.541
핑,133,72,0.5414
너라서,107,58,0.5421
believe,105,57,0.5429
i remember,105,57,0.5429
왜,446,243,0.5448
leave your mark,279,152,0.5448
dear,134,73,0.5448
rover,154,84,0.5455
handlebars,161,88,0.5466
indecision,398,218,0.5477
볼빨간사춘기 여름아 부탁해,124,68,0.5484
성시경 나의 하루처럼,102,56,0.549
녹아 버려요,971,535,0.551
고래의 꿈,225,124,0.5511
2 soon,107,59,0.5514
gee,533,294,0.5516
멍청이,116,64,0.5517
반딧불이,202,112,0.5545
생존법,110,61,0.5545
김철수 씨 이야기,101,56,0.5545
프로포즈,427,237,0.555
lovers,171,95,0.5556
유성우,106,59,0.5566
amazing,122,68,0.5574
let go,165,92,0.5576
유다이,493,275,0.5578
차쿤,258,144,0.5581
나랑 아니면,240,134,0.5583
space,179,100,0.5587
폭죽과 풍선들,220,123,0.5591
우리서로사랑하지는말자,236,132,0.5593
지구가 태양을 네 번,118,66,0.5593
destiny,157,88,0.5605
soda soda,139,78,0.5612
연극이 끝나고 난 뒤,130,73,0.5615
jump,194,109,0.5619
starlight,208,117,0.5625
apocalypse,103,58,0.5631
딸기게임,103,58,0.5631
보기 드문 여자,165,93,0.5636
하트 투 하트,172,97,0.564
pink,278,157,0.5647
아무튼,161,91,0.5652
버드나무,115,65,0.5652
준,115,65,0.5652
about you,214,121,0.5654
잊혀지지 못할 언어,104,59,0.5673
컬러링,178,101,0.5674
ye,148,84,0.5676
goodbye summer,197,112,0.5685
없던일,116,66,0.569
사랑한다 할 수 있기에,479,273,0.5699
polo,126,72,0.5714
checkmate,117,67,0.5726
야다 (yada),157,90,0.5732
catch catch,150,86,0.5733
dj,204,117,0.5735
rain,1135,651,0.5736
happy ending,101,58,0.5743
rose day,101,58,0.5743
봄,419,241,0.5752
joyride,205,118,0.5756
pop off,132,76,0.5758
눈꽃,125,72,0.576
땡스투,144,83,0.5764
fallen angel,123,71,0.5772
nothing,498,288,0.5783
matsuri,140,81,0.5786
어른이,126,73,0.5794
이지,107,62,0.5794
?,421,244,0.5796
임영웅 순간을 영원처럼,493,286,0.5801
그리워서,143,83,0.5804
초록을거머쥔우리는,167,97,0.5808
high,330,192,0.5818
wonderful,122,71,0.582
바람이 되어,115,67,0.5826
조지,381,222,0.5827
too much,168,98,0.5833
콜라,221,129,0.5837
hollywood,262,153,0.584
너 없인 안 된다,101,59,0.5842
사랑하지마요,320,187,0.5844
막사랑,366,214,0.5847
happy end,111,65,0.5856
마지막 장면,111,65,0.5856
애열,273,160,0.5861
love attack,609,357,0.5862
사랑한다는 말,104,61,0.5865
한그루,179,105,0.5866
after hours,109,64,0.5872
오래오래,182,107,0.5879
아름다운 지느러미,233,137,0.588
lost,253,149,0.5889
do it,146,86,0.589
tomorrow,263,155,0.5894
재,100,59,0.59
안지영,393,232,0.5903
moon,420,248,0.5905
54321,191,113,0.5916
행,103,61,0.5922
alien,113,67,0.5929
chance,177,105,0.5932
on my mind,118,70,0.5932
bloom,332,197,0.5934
celebration,182,108,0.5934
선,133,79,0.594
새끼손가락 걸고,101,60,0.5941
thanks to,106,63,0.5943
22,148,88,0.5946
wonderland,111,66,0.5946
thank you,242,144,0.595
혼잣말,645,384,0.5953
김필 기댈곳,146,87,0.5959
paper plane,114,68,0.5965
어차피한번,114,68,0.5965
bad habits,253,151,0.5968
mc상놈,144,86,0.5972
술,149,89,0.5973
dangerous,169,101,0.5976
i,572,342,0.5979
circles,189,113,0.5979
running,187,112,0.5989
duet,227,136,0.5991
3am,338,203,0.6006
너에게,1376,828,0.6017
언젠가 너와 나,103,62,0.6019
수평선,410,247,0.6024
seasons,560,338,0.6036
죽어도 난 좋아,139,84,0.6043
짧은머리,177,107,0.6045
love me,664,402,0.6054
to die for,104,63,0.6058
luv town,104,63,0.6058
수영,132,80,0.6061
빅뱅 콘서트,257,156,0.607
어차피 한번,140,85,0.6071
꿈을 향해,102,62,0.6078
after,151,92,0.6093
now,100,61,0.61
darling,257,157,0.6109
ling ling,972,594,0.6111
19,108,66,0.6111
괜찮아,559,342,0.6118
surfin` boy,348,213,0.6121
i do,258,158,0.6124
run,869,533,0.6133
true,114,70,0.614
새벽별,109,67,0.6147
먹구름,109,67,0.6147
overdrive,169,104,0.6154
lovesick,143,88,0.6154
하나님이 너를 엄청 사랑하신대,120,74,0.6167
사랑해,1417,874,0.6168
태풍,236,146,0.6186
my everything,160,99,0.6188
sweat,368,228,0.6196
wait,390,242,0.6205
snooze,224,139,0.6205
쇼미,775,481,0.6206
레너드,161,100,0.6211
푸르던,132,82,0.6212
슬픔이여 안녕,288,179,0.6215
liar,119,74,0.6218
놀이터,106,66,0.6226
다니엘,122,76,0.623
아프지 않은 이별은 없다,130,81,0.6231
=love,130,81,0.6231
21,369,230,0.6233
우산 없는 밤,162,101,0.6235
dream,797,497,0.6236
어른이 되어버린 소년은,202,126,0.6238
luv,226,141,0.6239
뷰티풀,152,95,0.625
금붕어,179,112,0.6257
그대 작은 나의 세상이 되어,222,139,0.6261
드로잉,193,121,0.6269
운다,126,79,0.627
랜덤 플레이,153,96,0.6275
적당히 그리워,102,64,0.6275
시나리오,239,150,0.6276
everyday,258,162,0.6279
adios,215,135,0.6279
hold on,191,120,0.6283
la la la,113,71,0.6283
지금이대로,159,100,0.6289
24/7,116,73,0.6293
know me,176,111,0.6307
섬,279,176,0.6308
august,298,188,0.6309
하마노 하루키,206,130,0.6311
love ya,133,84,0.6316
러브,239,151,0.6318
interlude,117,74,0.6325
이건 사랑과는 멀어,128,81,0.6328
good night,139,88,0.6331
다비치 너에게 못했던 내 마지막 말은,101,64,0.6337
소녀에게,112,71,0.6339
slowly,115,73,0.6348
salty,140,89,0.6357
supersonic,143,91,0.6364
orange,289,184,0.6367
drunk text,373,238,0.6381
무,589,376,0.6384
speed,224,143,0.6384
friends,341,218,0.6393
열대야,128,82,0.6406
make up,117,75,0.641
numb,170,109,0.6412
first and last,131,84,0.6412
영케이 shut the door,159,102,0.6415
wake up,321,206,0.6417
베이베,109,70,0.6422
우리는 된다니까,386,248,0.6425
because,101,65,0.6436
tim,101,65,0.6436
가면무도회,121,78,0.6446
오렌지,209,135,0.6459
0+0,715,462,0.6462
save me,212,137,0.6462
slide,116,75,0.6466
so hot,116,75,0.6466
어떻게 너를 사랑하지 않을 수가 있겠어,150,97,0.6467
찾았다 내 사랑,150,97,0.6467
전화걸어,102,66,0.6471
잡아가세요,105,68,0.6476
거울,128,83,0.6484
smoking dreams,171,111,0.6491
하지마하지마,114,74,0.6491
사랑만 해두자,157,102,0.6497
헌터헌터,160,104,0.65
어제보다 오늘 더,100,65,0.65
karma,343,223,0.6501
date night,764,497,0.6505
one more night,103,67,0.6505
우리 사랑은,212,138,0.6509
thursday,172,112,0.6512
지금,118,77,0.6525
s,429,280,0.6527
heartbeat,170,111,0.6529
that`s hilarious,101,66,0.6535
가,208,136,0.6538
겨울잠,156,102,0.6538
이해할 수 없는 것들을 이해해야 하는 이 세상에서,130,85,0.6538
finale,211,138,0.654
pov,185,121,0.6541
before you,107,70,0.6542
in my head,110,72,0.6545
plimate,113,74,0.6549
ride,348,228,0.6552
summer night,119,78,0.6555
cosmos,511,335,0.6556
기대해,122,80,0.6557
여름아,314,206,0.6561
뉴질랜드,195,128,0.6564
성리sad rain,169,111,0.6568
mine,169,111,0.6568
what do i do,102,67,0.6569
슬픈 혼잣말,1222,803,0.6571
good bye,175,115,0.6571
그저 목소리 하나,359,236,0.6574
여보세요,155,102,0.6581
whatever,202,133,0.6584
레인,123,81,0.6585
koi,188,124,0.6596
ufo,188,124,0.6596
한시 오분,714,471,0.6597
귀여워,194,128,0.6598
holy,103,68,0.6602
run to you,109,72,0.6606
바이썸머,112,74,0.6607
so cute,112,74,0.6607
marigold,112,74,0.6607
oh yeah?,233,154,0.6609
라이브,115,76,0.6609
강남,711,470,0.661
성리 sad  rain,118,78,0.661
보고 싶어질 때면,375,248,0.6613
we,269,178,0.6617
파랑,133,88,0.6617
diamonds,145,96,0.6621
소년,160,106,0.6625
아침에,412,273,0.6626
사랑한다는 말로는,169,112,0.6627
란 어쩌다가,119,79,0.6639
일말의 가능성,313,208,0.6645
acai,188,125,0.6649
good day,675,450,0.6667
little bit,150,100,0.6667
mad,135,90,0.6667
우리 다투게 돼도 이것만 기억해 줄래,105,70,0.6667
어쩌다 보니,102,68,0.6667
넌 나의 전부,102,68,0.6667
everytime,208,139,0.6683
365,199,133,0.6683
엘도라도,166,111,0.6687
으쌰으쌰,121,81,0.6694
에필로그,209,140,0.6699
세상아 동화처럼,103,69,0.6699
flower,1404,941,0.6702
someday,473,317,0.6702
money,170,114,0.6706
자처,240,161,0.6708
돌멩이,304,204,0.6711
소희,149,100,0.6711
이 순간이 소중해,1101,740,0.6721
대충 입고 나와,116,78,0.6724
feel special,649,437,0.6733
daddy,101,68,0.6733
이음,279,188,0.6738
영원히,460,310,0.6739
아파,503,339,0.674
가지마,399,269,0.6742
흔들리는 시간 속에,132,89,0.6742
반,169,114,0.6746
popcorn,169,114,0.6746
all night,160,108,0.675
느낌,117,79,0.6752
꿈꾸던 어른이 되었나요,2908,1964,0.6754
bad habit,114,77,0.6754
lollipop,188,127,0.6755
향기,518,350,0.6757
bang,222,150,0.6757
right here,293,198,0.6758
kiss,648,438,0.6759
boyfriend,216,146,0.6759
넘버원,108,73,0.6759
open arms,321,217,0.676
테두리,105,71,0.6762
힘들었지,139,94,0.6763
하늘색 꿈,238,161,0.6765
지금이대로만,170,115,0.6765
영웅본색 ost,133,90,0.6767
d,625,423,0.6768
abg,195,132,0.6769
setsuna hanabi,130,88,0.6769
kirara,130,88,0.6769
300,124,84,0.6774
forever,851,577,0.678
야야야,115,78,0.6783
하루살이,168,114,0.6786
그대는 미운사람,595,404,0.679
환절기,106,72,0.6792
capoxxo,184,125,0.6793
lion,103,70,0.6796
