search_keyword,search_cnt,click_cnt,click_rate
손빈아 여보,116,12,0.1034
우하이,105,11,0.1048
유희승,148,16,0.1081
레드,157,17,0.1083
red,343,38,0.1108
지나간 시간보다 다가올,134,15,0.1119
8,272,31,0.114
mellow zen,111,13,0.1171
i wash,313,37,0.1182
임영웅 거리에서,226,28,0.1239
나,161,20,0.1242
helloping,376,47,0.125
스키비디,214,27,0.1262
manphasickzuck,108,14,0.1296
빅뱅 언제까지,329,43,0.1307
에네스,166,22,0.1325
love3,142,19,0.1338
재니,140,19,0.1357
ㄴ,182,25,0.1374
딴따라,159,22,0.1384
boy,101,14,0.1386
me you,114,16,0.1404
jenny,158,23,0.1456
체인지,123,18,0.1463
secret,271,41,0.1513
no doubt,230,35,0.1522
티켓,156,24,0.1538
speed of summer,240,37,0.1542
돈,123,19,0.1545
b,116,18,0.1552
예쁜바람,199,31,0.1558
성리 둠바둠바,448,70,0.1563
다윗,107,17,0.1589
야코,130,21,0.1615
언제까지 빅뱅,297,48,0.1616
붉은백합,146,24,0.1644
the star,103,17,0.165
sun,120,20,0.1667
lck,218,37,0.1697
언제까지나,100,17,0.17
me,129,22,0.1705
violet,192,33,0.1719
drawing,116,20,0.1724
이영진,169,30,0.1775
radio,286,51,0.1783
like you,139,25,0.1799
너는내게첫사랑,105,19,0.181
girl,325,59,0.1815
그냥갑자기,321,60,0.1869
8월의 여름,930,174,0.1871
또,101,19,0.1881
see you later,101,19,0.1881
손빈아 박하사탕,153,29,0.1895
what,218,42,0.1927
k,114,22,0.193
w,136,27,0.1985
두근두근,332,66,0.1988
peder elias,204,41,0.201
계속 가,136,28,0.2059
train,125,26,0.208
rover is,139,29,0.2086
그냥 갑자기,709,148,0.2087
from,129,27,0.2093
딥상어,143,30,0.2098
프미나,262,55,0.2099
베인,176,37,0.2102
하필오늘비가와,156,33,0.2115
kids,137,29,0.2117
생각을 멈추다 보면 진영,151,32,0.2119
그대,165,35,0.2121
ㄹ,121,26,0.2149
사랑 사랑 사랑,148,32,0.2162
웃어라 친구야,253,55,0.2174
change,182,40,0.2198
who knows,113,25,0.2212
still,126,28,0.2222
전설의사내,655,146,0.2229
to,129,29,0.2248
ㅎ,136,31,0.2279
난,161,37,0.2298
my,177,41,0.2316
하지마하지마,151,35,0.2318
로또,112,26,0.2321
memory,162,38,0.2346
사랑이,110,26,0.2364
상하이 로맨스,101,24,0.2376
bgf,185,44,0.2378
우리,336,80,0.2381
이런게 행복이지뭐,132,32,0.2424
kiki,250,61,0.244
star,810,198,0.2444
my girl,110,27,0.2455
wonder,197,49,0.2487
zero,132,33,0.25
0,128,32,0.25
sweet sour,112,28,0.25
my stupid heart,115,29,0.2522
나 아직도,111,28,0.2523
소풍한그릇,1312,333,0.2538
two fools,224,57,0.2545
수현,863,220,0.2549
멜론차트,129,33,0.2558
sweet,182,47,0.2582
다큐멘터리,201,52,0.2587
결의온도,216,56,0.2593
김돈규 단,123,32,0.2602
green,141,37,0.2624
푸름과 여름,175,46,0.2629
저스티스,105,28,0.2667
모르고,148,41,0.277
수고했어 여름,115,32,0.2783
20,129,36,0.2791
cherry,204,57,0.2794
light,136,38,0.2794
틱탁,288,81,0.2813
큰거온다,110,31,0.2818
play,127,36,0.2835
x,333,95,0.2853
씨아,135,39,0.2889
감다살,114,33,0.2895
courage,100,29,0.29
24,162,47,0.2901
춤추는기억,182,53,0.2912
can,116,34,0.2931
계속가,167,49,0.2934
e:um,630,185,0.2937
one day,129,38,0.2946
gold,112,33,0.2946
color,105,31,0.2952
트위드,176,52,0.2955
라디오,145,43,0.2966
10,116,35,0.3017
to you,116,35,0.3017
하늘이 예뻐서,175,53,0.3029
our own summer,125,38,0.304
노스텔지아,4477,1368,0.3056
dear,121,37,0.3058
상하이로맨스,147,45,0.3061
stars,114,35,0.307
island,120,37,0.3083
우리는 된다니까,233,72,0.309
백일,195,61,0.3128
별이 빛나는 밤,645,202,0.3132
favorite,146,46,0.3151
지금,136,43,0.3162
사랑의 멜로디,101,32,0.3168
nostalgia,639,203,0.3177
행복 하지 마요,258,82,0.3178
city,132,42,0.3182
살다보니 그렇더라,160,51,0.3188
midnight,185,59,0.3189
차분한마음,119,38,0.3193
no,234,75,0.3205
big love,118,38,0.322
mia,149,48,0.3221
girls,1134,368,0.3245
잘 하고 있어,123,40,0.3252
you & i,147,48,0.3265
그림자,110,36,0.3273
wave,413,136,0.3293
내가,209,69,0.3301
love.,231,77,0.3333
금요일밤,123,41,0.3333
promise,251,84,0.3347
sumin (수민),143,48,0.3357
stranger,133,45,0.3383
남자의 인생,102,35,0.3431
bed,251,87,0.3466
녹아버려요,196,68,0.3469
진영 최유리,193,67,0.3472
19,118,41,0.3475
손빈아 달도 밝은데,187,65,0.3476
"신나는 음악, 잘못된 인생",132,46,0.3485
hyang,146,51,0.3493
걸스,151,53,0.351
다시,299,105,0.3512
poison,122,43,0.3525
127 million miles,330,117,0.3545
mr,172,61,0.3547
너는 내게 첫사랑,169,60,0.355
문,107,38,0.3551
내 사랑,166,59,0.3554
이 별,163,58,0.3558
서울의 밤,132,47,0.3561
abd,129,46,0.3566
sunburn,126,45,0.3571
태이,112,40,0.3571
grrr,276,99,0.3587
베드,438,158,0.3607
king,130,47,0.3615
박지현 무,384,139,0.362
어제도 너였고 오늘도 너여서,273,99,0.3626
차우차우,344,125,0.3634
별이쏟아지는밤,115,42,0.3652
해피엔딩,123,45,0.3659
down,172,63,0.3663
오빠나빠,120,44,0.3667
잘했고,119,44,0.3697
eum,216,80,0.3704
아줌마,108,40,0.3704
indecision,148,55,0.3716
아이,363,135,0.3719
rainbow,196,73,0.3724
less than a lover,381,142,0.3727
josee,139,52,0.3741
베베,195,73,0.3744
cinema,104,39,0.375
thinking about you,141,53,0.3759
smile,215,81,0.3767
don`t tell your dreams,167,63,0.3772
달빛,135,51,0.3778
고막남친,200,76,0.38
feathers,113,43,0.3805
i wish,118,45,0.3814
무,898,343,0.382
사랑하지 말아요,298,114,0.3826
나는 최강,107,41,0.3832
friend,153,59,0.3856
처음,240,93,0.3875
금수저,227,88,0.3877
신기루,277,108,0.3899
mine,141,55,0.3901
쇼미,736,288,0.3913
국악 딴따라,138,54,0.3913
주,135,53,0.3926
true,117,46,0.3932
바람분적없고,114,45,0.3947
life,119,47,0.395
아미,324,128,0.3951
let go,192,76,0.3958
아침에,394,156,0.3959
우리가,145,58,0.4
딜레마,120,48,0.4
화,364,146,0.4011
q,127,51,0.4016
혼자,164,66,0.4024
fantasy,260,105,0.4038
chanel,104,42,0.4038
remember,245,99,0.4041
shooting star,126,51,0.4048
서현진,148,60,0.4054
valentine,133,54,0.406
로미오,140,57,0.4071
우리는,166,68,0.4096
better,329,135,0.4103
random switch,246,101,0.4106
조선힙합 비가,591,244,0.4129
good bye,155,64,0.4129
돌맹이,130,54,0.4154
최유리 진영,276,115,0.4167
paradise,374,156,0.4171
fein,218,91,0.4174
so good,160,67,0.4188
because,105,44,0.419
조선,231,97,0.4199
apple,107,45,0.4206
날씨의 요정,128,54,0.4219
with you,514,217,0.4222
now,104,44,0.4231
about you,196,83,0.4235
ye,106,45,0.4245
차쿤 눈물,101,43,0.4257
행복하지마요,169,72,0.426
love letter,284,121,0.4261
without you,792,338,0.4268
somebody,227,97,0.4273
new day,105,45,0.4286
抜錨,100,43,0.43
시간을 달리네,179,77,0.4302
toko toko,346,149,0.4306
레오,253,109,0.4308
siren,174,75,0.431
diamond,167,72,0.4311
사람,197,85,0.4315
이런 게 행복이지,141,61,0.4326
언제까지,1047,453,0.4327
treesh,134,58,0.4328
highlight,129,56,0.4341
for you,520,226,0.4346
face,108,47,0.4352
로미오와 줄리엣,218,95,0.4358
루카루카,105,46,0.4381
22,130,57,0.4385
널 지워야해,139,61,0.4388
o,296,130,0.4392
언젠가,125,55,0.44
이름,125,55,0.44
바람이 다시 불면,534,235,0.4401
handlebars,113,50,0.4425
beautiful,1168,517,0.4426
paul,122,54,0.4426
sunshine,300,133,0.4433
가비앤제이,212,94,0.4434
이런게 행복이지,902,401,0.4446
fallen angel,831,370,0.4452
cosmic,159,71,0.4465
if,226,101,0.4469
rewind,167,75,0.4491
shine,167,75,0.4491
불행했음 좋겠다,178,80,0.4494
merry go round,109,49,0.4495
별 보러 갈래,149,67,0.4497
magic,149,67,0.4497
thank you,253,114,0.4506
shut the door,195,88,0.4513
money,345,156,0.4522
circle,126,57,0.4524
wind,181,82,0.453
alright,108,49,0.4537
디기디기,489,222,0.454
롤,134,61,0.4552
전설,101,46,0.4554
뮤직비디오,125,57,0.456
쿠키,337,154,0.457
소녀에게,105,48,0.4571
숱한 밤들,109,50,0.4587
voyage,122,56,0.459
iii,148,68,0.4595
ocean,137,63,0.4599
diverseddie,332,153,0.4608
우리 다시,102,47,0.4608
pretty,102,47,0.4608
이별 후에,128,59,0.4609
something,149,69,0.4631
home,984,456,0.4634
lost,266,124,0.4662
네 생각,120,56,0.4667
bye,182,85,0.467
사랑 그리고 사랑,324,152,0.4691
노창,390,183,0.4692
your love,134,63,0.4701
발묘,593,279,0.4705
바이 썸머,460,217,0.4717
반딧불이,201,95,0.4726
잘살지마,148,70,0.473
드로잉,167,79,0.4731
살아보니 다 그렇더라,2472,1170,0.4733
별이 쏟아지는 밤,2066,978,0.4734
amazing,171,81,0.4737
수영,175,83,0.4743
easy,324,154,0.4753
유리,269,128,0.4758
time,216,103,0.4769
love is all,222,106,0.4775
마가렛,157,75,0.4777
향,113,54,0.4779
50%,123,59,0.4797
그대 작은 나의 세상이 되어,235,113,0.4809
headlock,212,102,0.4811
pray,141,68,0.4823
프로포즈,429,208,0.4848
sunday,142,69,0.4859
랜덤 플레이,152,74,0.4868
선,115,56,0.487
fly,417,205,0.4916
가족,146,72,0.4932
fate,101,50,0.495
고,101,50,0.495
firefly,101,50,0.495
maybe,111,55,0.4955
수평선,506,251,0.496
세이렌,143,71,0.4965
질주,215,107,0.4977
3am,224,112,0.5
pack it up,126,63,0.5
러브,219,110,0.5023
여전히,159,80,0.5031
기븐,135,68,0.5037
salty,133,67,0.5038
러브레터,220,111,0.5045
stardust,103,52,0.5049
dance,103,52,0.5049
liar,142,72,0.507
dawn,134,68,0.5075
녹아 버려요,1265,643,0.5083
마치,110,56,0.5091
the feeling,104,53,0.5096
지,100,51,0.51
샤넬,131,67,0.5115
한,381,195,0.5118
54321,183,94,0.5137
intro,140,72,0.5143
신곡,163,84,0.5153
please,190,98,0.5158
조지,306,158,0.5163
슈퍼심플송,151,78,0.5166
21,358,185,0.5168
number one girl,166,86,0.5181
everything,909,471,0.5182
00,106,55,0.5189
김철수 씨 이야기,106,55,0.5189
마음짓기,129,67,0.5194
지니,173,90,0.5202
1000,136,71,0.5221
기댈곳 김필,136,71,0.5221
glass,105,55,0.5238
myself,103,54,0.5243
move,139,73,0.5252
melody,173,91,0.526
kok,283,149,0.5265
소연 star,404,213,0.5272
grls,377,199,0.5279
destiny,157,83,0.5287
나는 보기 원하네,168,89,0.5298
space,151,80,0.5298
살아보니,700,371,0.53
godspeed,222,118,0.5315
여름의속도,143,76,0.5315
i like you,109,58,0.5321
thursday,139,74,0.5324
시간은 흐르고,107,57,0.5327
내 눈을 보고 말해요,624,333,0.5337
0+0,575,307,0.5339
nothing,412,220,0.534
노래,359,192,0.5348
high,299,160,0.5351
마음대로,114,61,0.5351
heart,125,67,0.536
레너드,166,89,0.5361
흐르는 강물처럼,115,62,0.5391
rock with you,102,55,0.5392
오렌지,191,103,0.5393
지구가 태양을 네 번,126,68,0.5397
high high,126,68,0.5397
tomorrow,257,139,0.5409
good night,159,86,0.5409
over you,177,96,0.5424
생각을멈추다보면,105,57,0.5429
perfume,171,93,0.5439
bmk 꽃피는 봄이 오면,167,91,0.5449
airplane,242,132,0.5455
champagne supernova,143,78,0.5455
이윽고,141,77,0.5461
하늘,137,75,0.5474
pain,135,74,0.5481
눈물 차쿤,104,57,0.5481
microdose,127,70,0.5512
요즘,107,59,0.5514
mad,107,59,0.5514
꿈과 책과 힘과 벽,246,136,0.5528
we don`t talk together,112,62,0.5536
이제,137,76,0.5547
사랑이란,288,160,0.5556
보고 싶어서,162,90,0.5556
in my head,106,59,0.5566
rave mozart,264,147,0.5568
잘 살지마,246,137,0.5569
babo,280,156,0.5571
우산 없는 밤,122,68,0.5574
do,165,92,0.5576
happy ending,104,58,0.5577
fever,190,106,0.5579
신의악단,138,77,0.558
아직도,138,77,0.558
love song,510,285,0.5588
s,429,240,0.5594
막사랑,227,127,0.5595
재생목록,105,59,0.5619
journey,137,77,0.562
슈슈,206,116,0.5631
슬픔이여 안녕,158,89,0.5633
위키드 ost,126,71,0.5635
get up,149,84,0.5638
youth,360,203,0.5639
once,179,101,0.5642
그리워,140,79,0.5643
baby baby,186,105,0.5645
what you got,237,134,0.5654
celebration,173,98,0.5665
bloom,250,142,0.568
=love,153,87,0.5686
고마워요,142,81,0.5704
하지 못한 말,142,81,0.5704
what you want,135,77,0.5704
그럼에도,112,64,0.5714
heaven,1377,787,0.5715
왜,388,222,0.5722
party,166,95,0.5723
no.1,145,83,0.5724
레인,110,63,0.5727
date night,192,110,0.5729
sunkiss,670,384,0.5731
하이브,171,98,0.5731
ai,628,360,0.5732
heartbeat,122,70,0.5738
cry,108,62,0.5741
love ya,127,73,0.5748
daisy,153,88,0.5752
쉬어,179,103,0.5754
애열,238,137,0.5756
lover boy,111,64,0.5766
west coast love,116,67,0.5776
또사랑이라니,353,204,0.5779
goodbye summer,166,96,0.5783
moment,209,121,0.5789
all night,133,77,0.5789
surfin` boy,214,124,0.5794
run away,107,62,0.5794
자유비행,119,69,0.5798
we,231,134,0.5801
too much,136,79,0.5809
unhappy,210,122,0.581
집,475,276,0.5811
i wonder,110,64,0.5818
집으로 가는 길,110,64,0.5818
freedom,103,60,0.5825
butterflies,151,88,0.5828
let it be summer,108,63,0.5833
차쿤,454,265,0.5837
돈키호테,149,87,0.5839
wings,226,132,0.5841
보고싶어서,101,59,0.5842
hold on,195,114,0.5846
solo,335,196,0.5851
celebrity,123,72,0.5854
sun kiss,379,222,0.5858
i,533,313,0.5872
black swan,109,64,0.5872
jump,211,124,0.5877
far away,131,77,0.5878
ego,102,60,0.5882
영화처럼,100,59,0.59
직항,100,59,0.59
너라서,100,59,0.59
lollipop,144,85,0.5903
noir,171,101,0.5906
스물여덟,243,144,0.5926
서울,349,207,0.5931
loving you,177,105,0.5932
renegade,133,79,0.594
별이 빛나는 밤에,303,180,0.5941
종이비행기,101,60,0.5941
letter,313,186,0.5942
pink,227,135,0.5947
자처,210,125,0.5952
gone,505,301,0.596
underwater,104,62,0.5962
stupid love,109,65,0.5963
leave,119,71,0.5966
0310,122,73,0.5984
finale,212,127,0.5991
some day,145,87,0.6
motion,110,66,0.6
플라네타리움,110,66,0.6
핑,100,60,0.6
ling ling,878,527,0.6002
slowly,128,77,0.6016
대충 입고 나와,103,62,0.6019
starlight,249,150,0.6024
wonderful,121,73,0.6033
등산,116,70,0.6034
하니,212,128,0.6038
trouble,167,101,0.6048
stuck,441,267,0.6054
feeling,165,100,0.6061
너와 나,292,177,0.6062
사계절,117,71,0.6068
nothing on you,140,85,0.6071
링링,696,423,0.6078
생각을 멈추다보면,120,73,0.6083
all of my life,113,69,0.6106
살다 보니 그렇더라,1633,998,0.6111
비가,1536,939,0.6113
friends,440,269,0.6114
이코러브,139,85,0.6115
얄미운 사람,353,216,0.6119
echo,405,248,0.6123
unlove,160,98,0.6125
네가 좋아,173,106,0.6127
i remember,150,92,0.6133
baby blue,101,62,0.6139
샤이보이,153,94,0.6144
그건 아마 우리의 잘못은 아닐 거야,156,96,0.6154
dreaming,177,109,0.6158
dreams,164,101,0.6159
everyday,233,144,0.618
사랑한다는 말로는,202,125,0.6188
tokyo,160,99,0.6188
샤이닝,134,83,0.6194
사랑이야,297,184,0.6195
백예린 lovelovelove,113,70,0.6195
슬픈 혼잣말,991,614,0.6196
ride,371,230,0.6199
삐그덕,171,106,0.6199
하늘색 꿈,208,129,0.6202
봄,503,312,0.6203
혼자 걷지 않을 거예요,158,98,0.6203
16,103,64,0.6214
boss,103,64,0.6214
태풍,265,165,0.6226
like this,114,71,0.6228
j,175,109,0.6229
tattoo,231,144,0.6234
adios,170,106,0.6235
하나님이 너를 엄청 사랑하신대,117,73,0.6239
lose love,117,73,0.6239
날 살피시는 주,133,83,0.6241
we go,165,103,0.6242
seasons,413,258,0.6247
understand,120,75,0.625
폭죽과 풍선들,174,109,0.6264
running,174,109,0.6264
도망,110,69,0.6273
작은 날,110,69,0.6273
hollywood,263,165,0.6274
레이나,231,145,0.6277
이 순간이 소중해,806,506,0.6278
이창섭 또 사랑이라니,309,194,0.6278
sos,258,162,0.6279
universe,328,206,0.628
멜론,323,203,0.6285
whatever,175,110,0.6286
ashtray,105,66,0.6286
너의 차선,367,231,0.6294
mc,127,80,0.6299
fiction,173,109,0.6301
123,111,70,0.6306
rose day,149,94,0.6309
니가 돌아올 희망은 없다는 걸 알아,122,77,0.6311
come on,122,77,0.6311
진심이었던 사람만 바보가 돼,114,72,0.6316
kiss and tell,117,74,0.6325
like that,286,181,0.6329
그저목소리하나,109,69,0.633
연극이 끝나고 난 뒤,109,69,0.633
vampire,101,64,0.6337
with me,142,90,0.6338
talk,183,116,0.6339
인생영화,194,123,0.634
그냥,556,353,0.6349
ray,159,101,0.6352
boyfriend,187,119,0.6364
너의 바다,171,109,0.6374
잘자,149,95,0.6376
xoxo,138,88,0.6377
괜찮아,566,361,0.6378
flirt,163,104,0.638
lovesick,119,76,0.6387
란 어쩌다가,108,69,0.6389
darling,233,149,0.6395
줄리엣,128,82,0.6406
everglow,117,75,0.641
lover,326,209,0.6411
dream,834,535,0.6415
error,134,86,0.6418
찾았다 내 사랑,148,95,0.6419
너 없인 안 된다,126,81,0.6429
생존법,112,72,0.6429
15-love,227,146,0.6432
소풍,115,74,0.6435
cold,191,123,0.644
가을밤에 든 생각,228,147,0.6447
moneymoneymoney,330,213,0.6455
사랑한 마음엔 죄가 없다,220,142,0.6455
이해할 수 없는 것들을 이해해야 하는 이 세상에서,158,102,0.6456
국악딴따라,12763,8246,0.6461
나랑 아니면,212,137,0.6462
매일매일,116,75,0.6466
fine,224,145,0.6473
어른이 되어버린 소년은,250,162,0.648
하마노 하루키,233,151,0.6481
outta space,108,70,0.6481
tempo,131,85,0.6489
다신 사랑하지 않을 다짐,151,98,0.649
mona lisa,114,74,0.6491
d,576,374,0.6493
이음,294,191,0.6497
capoxxo,120,78,0.65
오래오래,212,138,0.6509
히어로,235,153,0.6511
하지마,803,523,0.6513
강아지,241,157,0.6515
kiss kiss kiss,359,234,0.6518
안녕이라는 말,112,73,0.6518
aqua man,138,90,0.6522
하긴,115,75,0.6522
kiss,613,401,0.6542
오션,200,131,0.655
killer,119,78,0.6555
내일,119,78,0.6555
파이브,125,82,0.656
코르티스 go,192,126,0.6563
so easy,105,69,0.6571
가,231,152,0.658
soda soda,120,79,0.6583
i like it,161,106,0.6584
반,129,85,0.6589
멸종,173,114,0.659
눈꽃,132,87,0.6591
cosmos,502,331,0.6594
gee,529,349,0.6597
나쁜여자,103,68,0.6602
포에버,103,68,0.6602
can`t stop,159,105,0.6604
뷰티풀,159,105,0.6604
lovers,127,84,0.6614
괜찮다고 말해줄걸 그랬어,308,204,0.6623
너에게,1123,744,0.6625
소리,110,73,0.6636
어차피 한번,116,77,0.6638
200,116,77,0.6638
ok,244,162,0.6639
성탄절 장미,119,79,0.6639
취하고 싶다,140,93,0.6643
roses,149,99,0.6644
내사랑,158,105,0.6646
best friend,185,123,0.6649
rose,1653,1100,0.6655
pinball,372,248,0.6667
abg,276,184,0.6667
청춘일기,243,162,0.6667
vitamin me,219,146,0.6667
higher,171,114,0.6667
1999,144,96,0.6667
푸르던,132,88,0.6667
pink blush,123,82,0.6667
시가 될 이야기,111,74,0.6667
feel good,111,74,0.6667
바이썸머,108,72,0.6667
savage,169,113,0.6686
별이 떨어질때,800,535,0.6688
러닝메이트,157,105,0.6688
보기 드문 여자,590,395,0.6695
가지마,348,233,0.6695
hello,775,519,0.6697
sweat,215,144,0.6698
좋다고 말해,103,69,0.6699
?,446,299,0.6704
캄캄해,179,120,0.6704
너와나,258,173,0.6705
rollin,134,90,0.6716
wild,131,88,0.6718
레퀴엠,125,84,0.672
머니,165,111,0.6727
emotion,104,70,0.6731
night letter,104,70,0.6731
상상,205,138,0.6732
orange,300,202,0.6733
what do i do,101,68,0.6733
mmm,144,97,0.6736
u & i,141,95,0.6738
after,138,93,0.6739
약속,457,308,0.674
옛날노래,181,122,0.674
puzzle,221,149,0.6742
dangerous,178,120,0.6742
꺼져 줄게 잘 살아,237,160,0.6751
duet,157,106,0.6752
작은날,108,73,0.6759
i do,284,192,0.6761
lion,105,71,0.6762
일상,105,71,0.6762
패션,105,71,0.6762
사랑이 아닌 단어로 사랑을 말해요,139,94,0.6763
우리아픈이야기,371,251,0.6765
ordinary,158,107,0.6772
flower,1371,929,0.6776
길,1200,814,0.6783
goodbye,1045,709,0.6785
taste,112,76,0.6786
한시 오분,657,446,0.6788
우리 둘만 아는,106,72,0.6792
재회,181,123,0.6796
run,872,593,0.68
popcorn,150,102,0.68
검정색하트,322,219,0.6801
xo,138,94,0.6812
여정,182,124,0.6813
supernatural,135,92,0.6815
너랑 나,154,105,0.6818
bolero,305,208,0.682
twin,261,178,0.682
free,217,148,0.682
connor price,302,206,0.6821
멜론티켓,151,103,0.6821
니가 모르게,107,73,0.6822
pov,170,116,0.6824
시간의 바깥,104,71,0.6827
행복해,142,97,0.6831
한 여름 밤의 꿈,370,253,0.6838
베이비,117,80,0.6838
사랑은 마치,117,80,0.6838
그랬구나,269,184,0.684
leave your mark,396,271,0.6843
tonight,564,386,0.6844
one life,244,167,0.6844
보고 싶어질 때면,352,241,0.6847
금붕어,162,111,0.6852
play pretend,121,83,0.686
here,223,153,0.6861
초록,322,221,0.6863
4u,102,70,0.6863
superstar,220,151,0.6864
함께,201,138,0.6866
love me more,134,92,0.6866
열대야,131,90,0.687
딸기게임,115,79,0.687
tik tok,294,202,0.6871
어쩌다,368,253,0.6875
난춘,381,262,0.6877
never not,362,249,0.6878
사랑의 미학,125,86,0.688
죠지 바라봐줘요,109,75,0.6881
open arms,260,179,0.6885
daisies,241,166,0.6888
비가 내리는 날에는,196,135,0.6888
numb,193,133,0.6891
forever,779,537,0.6893
please please please,103,71,0.6893
아멜리에,161,111,0.6894
flashlight,174,120,0.6897
클라우드 쿠쿠 랜드,100,69,0.69
같이,184,127,0.6902
bad habits,223,154,0.6906
낙화,236,163,0.6907
diamonds,165,114,0.6909
bubble,217,150,0.6912
밖에 비온다 주룩주룩,136,94,0.6912
bad for you,136,94,0.6912
show,269,186,0.6914
니 생각,107,74,0.6916
