search_keyword,search_cnt,click_cnt,click_rate,is_typo,corrected_keyword,description,category,confidence
이영진,216,2,0.0093,false,,"Apple Music에 아티스트 프로필이 존재하는 뮤지션 '이영진'을 가리키는 것으로 보이나, 동명이인(배우 등)이 다수 존재해 특정이 어렵다.",아티스트,low
주간인기상,210,3,0.0143,false,,멜론에서 발매 28일 이내 신곡을 대상으로 음원 성적과 이용자 투표를 합산해 매주 시상하는 '멜론 주간인기상' 서비스/이벤트를 의미한다.,앱기능/서비스,high
lovixx,205,0,0,false,,클라우드랩·일렉트로닉·힙합 사운드를 구사하는 해외 음악 아티스트 LOVIXX를 가리킨다.,아티스트,high
서핑보이,203,2,0.0099,false,,레드벨벳이 2026년 8월 발매한 신곡 'Surfin' Boy(서핑보이)'를 가리킨다.,음원,high
아이릿,195,4,0.0205,true,아일릿 (ILLIT),,,high
국민딴따라,193,2,0.0104,false,,"'국민적으로 사랑받는 만능 연예인'을 뜻하는 표현으로, 딴따라 서바이벌 프로그램류(KBS '더 딴따라' 등)와 연관된 표현으로 보이나 특정 인물이나 곡으로는 확인되지 않는다.",기타,low
하이웨이의 타천사,192,0,0,false,,"2026년 개봉한 극장판 애니메이션 <명탐정 코난: 하이웨이의 타천사>의 부제로, 오토바이 폭주 사건을 소재로 한 코난 시리즈 29번째 극장판이다.",지식,high
myofeel,189,0,0,false,,"샤잠과 유튜브에 프로필이 있는 뮤지션으로, 음원을 발매한 아티스트로 확인되나 상세 정보는 제한적이다.",아티스트,low
soonflow,186,0,0,false,,"스포티파이와 샤잠 등에서 활동하는 팝 아티스트로, 'Ocean on Your Lips', 'The Best Is Yet to Come' 등의 음원을 발매했다.",아티스트,medium
래몬탱,182,0,0,true,레몬탱 (Lemon Tang - 하츠투하츠),,,high
생각을 멈추다 보면 진영,182,6,0.033,false,,"최유리의 곡 '생각을 멈추다 보면'을 진영과 함께 부른 버전으로, 유튜브 콘텐츠 '들어봐! 유리의 숲'을 통해 공개된 음원이다.",음원,high
분주한결,179,5,0.0279,false,,"'차라리 나를 미워해', '매미', 'Blue Lemonade' 등을 발표한 인디 뮤지션으로 2026년 다수의 음원을 발매했다.",아티스트,medium
이용권,173,4,0.0231,false,,"무제한 듣기, MP3 다운로드 등 멜론의 유료 구독·결제 상품을 가리키는 서비스 메뉴 용어이다.",앱기능/서비스,high
허걱,170,3,0.0176,false,,"놀라거나 당황했을 때 내는 감탄사로, 인터넷 방송·SNS에서 반응 표현으로 널리 쓰이는 유행어이다.",밈/트렌드,medium
yararara,169,7,0.0414,false,,한국의 보컬로이드 프로듀서 ABM(뭐든지모에화)이 카사네 테토 보이스로 발표한 곡 '야라라라(YARARARA)'이다.,음원,high
녹는가슴,164,6,0.0366,false,,'녹는 가슴'이라는 표현과 정확히 일치하는 특정 음원이나 아티스트를 찾기 어려워 의미를 특정하기 힘든 검색어이다.,기타,low
빅,162,6,0.037,true,빅뱅 (BIGBANG),,,medium
mylo morrow,161,0,0,false,,"'mylo morrow'라는 이름의 특정 아티스트나 음원을 확인할 수 없었으며, 유사한 이름의 스코틀랜드 일렉트로닉 뮤지션 'Mylo'와는 다른 인물로 보인다.",기타,low
국어 별동대,159,0,0,false,,"유튜버 백앤아가 고고프렌즈와 함께 만든 국어 학습 웹툰/콘텐츠로, 국어 성적이 낮은 학생들이 평행세계에서 국어 문제를 풀며 모험하는 이야기이다.",지식,high
kelly is green,155,2,0.0129,false,,"Apple Music과 샤잠에 등록된 아티스트로 'SO BAD', 'Can I Text You?' 등의 곡을 발매했으며, 동명의 재즈 뮤지션 Kelly Green과는 별개 인물이다.",아티스트,medium
헬스키친,155,6,0.0387,false,,"그래미 수상 아티스트 앨리샤 키스의 히트곡들을 바탕으로 만든 브로드웨이 뮤지컬로, 2026년 한국에서도 공연되었다.",음원,medium
소문난목소리,154,7,0.0455,true,소문난 목소리,,,medium
ej,152,4,0.0263,false,,"EJAE(이재)는 SM 연습생 출신 싱어송라이터 겸 프로듀서로 Red Velvet, aespa, NMIXX 등과 협업했으며, 넷플릭스 애니메이션 'K팝 데몬 헌터스' 주인공 루미의 노래를 부르고 2025년 솔로곡 'In Another World'로 데뷔했다.",아티스트,high
리샌느,152,6,0.0395,true,리센느(RESCENE),,,medium
수고했어 여름,148,4,0.027,false,,"일본 듀오 HALCALI의 곡 '수고했어, 여름(おつかれSUMMER)'으로, 여름을 마무리하는 노래인데 최근 틱톡 챌린지를 타고 다시 화제가 되며 역주행한 곡이다.",음원,high
보넷도,146,0,0,true,보넥도(BOYNEXTDOOR),,,medium
열,146,6,0.0411,false,,의미 파악이 어려운 단문 입력으로 추정,기타,low
plimate,145,0,0,false,,"plimate는 2026년 'Golden Weekend', 'Right Before It Clicked' 등의 앨범과 'Lucky to Be Here' 트랙을 발표한 로파이/칠(chill) 성향의 해외 뮤지션이다.",아티스트,medium
mellow zen,145,6,0.0414,false,,"특정 곡이나 아티스트명이 아니라, 잔잔하고 편안한 칠아웃/앰비언트 음악을 가리킬 때 쓰이는 무드-장르 조합 표현으로 여러 스트리밍 플랫폼의 릴렉스 플레이리스트 이름에 흔히 사용된다.",기타,low
아름다운 지느러미,144,2,0.0139,false,,"일본 밴드 스핏츠(Spitz)의 곡 '아름다운 지느러미(美しい鰭)'로, 극장판 명탐정 코난 '흑철의 어영' 주제가이며 빌보드재팬에서 스트리밍 3억 회를 돌파한 히트곡이다.",음원,high
사람이지쳤잖아,144,5,0.0347,true,사람이 지쳤잖아,,,medium
summer loveline,143,5,0.035,false,,"일본 시티팝 감성의 유닛 Hazy Streets가 발표한 곡 'サマー・ラブライン(Summer Loveline)'으로, 'Tokyo REFLECTIONS 80s City Pop Nostalgic Mix' 앨범에 수록되어 있다.",음원,medium
눈물로는 눈물로도,139,3,0.0216,false,,특정 곡을 확인하지 못한 가사 조각으로 추정됨,기타,low
인생은 서툰 여행이래,137,0,0,false,,"뮤지션 HELLOPING이 발표한 곡 '인생은 서툰 여행이래'로, 인생을 여행에 비유한 감성적 문구가 틱톡·릴스 등 숏폼에서 화제가 된 노래다.",음원,medium
영기스트,137,2,0.0146,false,,"'YOUNGEST(영기스트)'는 4DLABLE 소속의 5인조 힙합/댄스 성향 K팝 그룹으로, 'young'에 최상급 접미사 '-est'를 붙인 이름이며 '나이트 롱' 등의 곡으로 활동 중이다.",아티스트,medium
b,137,6,0.0438,false,,의미 파악이 어려운 단문 입력으로 추정,기타,low
맞게 살아온,135,3,0.0222,false,,"특정 노래 제목이나 가사와 정확히 일치하는 음원을 찾을 수 없었으며, '(올바르게) 살아온'이라는 뜻의 문구로 의미가 불분명한 검색어로 추정됨.",기타,low
cherry flavoured,135,5,0.037,true,Cherry Flavoured Love Inside Your Heart (wave to earth),,,medium
다나카 레이나,135,6,0.0444,false,,"일본의 여성 솔로 가수이자 록밴드 LoVendoЯ의 리더로, 모닝구무스메 6기 출신 멤버(田中れいな)를 가리킴.",아티스트,high
dinaflow,134,1,0.0075,false,,Dina Flow(dinaflow)는 애플뮤직·아마존뮤직 등에 앨범을 낸 레게톤/우르바노 계열 뮤지션의 아티스트명임.,아티스트,medium
얼데이드립,133,0,0,false,,ERRDAY DRIP(얼데이드립)은 유로비트·트로트 등을 AI로 커버·믹스한 콘텐츠로 화제가 된 국내 유튜브 채널명임.,밈/트렌드,medium
써이,133,2,0.015,false,,"동명의 뚜렷한 가수·음원을 특정할 수 없었으며, 음악 관련 검색어로서의 정확한 대상이 불분명함.",기타,low
playcoa,131,0,0,false,,"관련된 아티스트나 음원 정보를 찾을 수 없었던 검색어로, 의미가 불분명함.",기타,low
우리가 시작이던 날,131,0,0,false,,"정확히 일치하는 음원을 확인하지 못했으나, 유사한 제목(예: '우리가 처음 만난 날', '우리가 사랑했던 날')의 사례로 볼 때 노래 제목이나 가사 소절로 추정됨.",음원,low
아이우,130,0,0,true,아이유,,,high
dasies,130,2,0.0154,true,daisies,,,high
발랃,128,0,0,true,발라드,,,medium
진울,128,1,0.0078,true,진욱,,,medium
",",128,2,0.0156,false,,의미 파악이 어려운 단순 기호 입력으로 추정됨.,기타,low
s0rrow,127,0,0,false,,s0rrow는 2025년 말 'very sorrow days' 앨범으로 등장해 스포티파이 월간 청취자 320만 명을 기록한 인디/얼터너티브 아티스트명(스타일화된 표기)임.,아티스트,high
우리가 시작이던날,127,1,0.0079,false,,"정확히 일치하는 음원을 확인하지 못했으나, 유사한 제목(예: '우리가 처음 만난 날', '우리가 사랑했던 날')의 사례로 볼 때 노래 제목이나 가사 소절로 추정됨.",음원,low
나도같은일년,127,3,0.0236,true,나도 같은 일년,,,medium
신지향,126,0,0,false,,"아티스트/곡 등 음악 관련 검색어로도, 다른 분야로도 정확히 일치하는 대상을 찾을 수 없는 식별 불가 검색어입니다.",기타,low
ㅁ,126,3,0.0238,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
가스인간,125,0,0,false,,"2026년 넷플릭스에서 공개된 한일 합작 SF·범죄 스릴러 드라마로, 연상호 감독이 각본과 총괄 프로듀서를 맡았고 오구리 슌·아오이 유우가 주연을 맡았습니다.",지식,high
너애플리,124,4,0.0323,true,너에플리,,,medium
wave to earth love,124,6,0.0484,false,,한국 밴드 wave to earth(웨이브 투 어스)가 2023년 발매한 앨범 '0.1 flaws and all'에 수록된 곡 'love.(사랑으로)'를 가리킵니다.,음원,high
삼일후,123,0,0,true,3일 후,,,medium
소문난 목소리,123,1,0.0081,false,,"특정 곡, 아티스트, 방송 프로그램 등과 명확히 일치하는 대상을 검색에서 찾지 못한 모호한 문구입니다.",기타,low
파데코,122,0,0,false,,"PATEKO(파데코)는 Ash Island, Lillermarz, Hash Swan 등과 작업해온 한국 힙합/알앤비 프로듀서입니다.",아티스트,medium
어땟을까,122,6,0.0492,true,어땠을까,,,high
방금 그 노래,120,6,0.05,false,,"가수 김완준이 2018년 발표한 곡 '방금 그 노래'를 가리키는 것으로 보이며, 방송에서 방금 나온 곡을 찾는다는 의미의 일반적 문구로도 쓰입니다.",음원,medium
레이와의 레이나,119,0,0,false,,일본 모닝구무스메 출신 아이돌 다나카 레이나(田中れいな)의 곡 '레이와의 레이나(令和のれいな)'를 가리킵니다.,음원,high
쿠폰,118,0,0,false,,멜론 앱 내에서 이용권 할인 등에 사용하는 쿠폰 등록/사용 기능을 가리킵니다.,앱기능/서비스,high
리센ㄴ,117,0,0,true,리센느,,,medium
지드래곤 로제,117,4,0.0342,false,,지드래곤의 2012년 미니앨범 'One Of A Kind' 수록곡 '결국(feat. 로제 of BLACKPINK)' 등 두 아티스트의 협업을 가리킵니다.,음원,medium
하추핑,116,3,0.0259,true,하츄핑,,,high
차쿤 에네스,115,0,0,false,,"차쿤과 에네스는 2000년대 중반 활동한 인터넷 가수 듀오로, 대표곡 '눈물'로 알려져 있다.",아티스트,medium
빅뱡,114,1,0.0088,true,빅뱅,,,high
한그루비,114,2,0.0175,true,한그루브,,,medium
신의악단,113,5,0.0442,false,,신의악단은 북한의 가짜 찬양단을 소재로 한 2025년 개봉 한국 영화이다.,지식,high
투표,111,0,0,false,,멜론 앱 내 뮤직어워즈 등 각종 음악 투표 참여 메뉴를 가리키는 일반 용어이다.,앱기능/서비스,high
uyoung wave,111,0,0,false,,UYoung Wave는 스포티파이·애플뮤직 등에서 활동하는 무드/플레이리스트형 음악 아티스트 채널이다.,아티스트,medium
피냐타,111,2,0.018,true,피냐타와 나,,,medium
어스 지금이대로,110,0,0,true,어스 - 지금 이대로,,,high
잘지내 겜작,109,0,0,false,,"'겜작'은 게임에서 반복 작업을 뜻하는 은어로, '잘지내'와 결합된 이 검색어는 특정 곡이나 아티스트를 특정하기 어려운 조합으로 보인다.",기타,low
조선나비,109,4,0.0367,false,,검색을 통해 관련된 명확한 아티스트나 음원 정보를 찾지 못했다.,기타,low
라스트 댄스를 그대와,108,0,0,false,,"일본 가수 MISIA가 부른 곡으로, 극장판 명탐정 코난 '하이웨이의 타천사'의 주제가이다.",음원,high
엘리스신드롬,108,0,0,false,,"엘리스신드롬(ALICE SYNDROME)은 디네이션엔터테인먼트 소속 4인조 여성 밴드로, 2026년 7월 'Deep Dive'로 데뷔했다.",아티스트,high
잔율,108,1,0.0093,false,,검색을 통해 관련된 명확한 아티스트나 음원 정보를 찾지 못했다.,기타,low
입춘 정승환,107,2,0.0187,false,,가수 정승환이 한로로의 곡 '입춘'을 커버한 무대/음원을 가리킨다.,음원,high
차가운도시,106,4,0.0377,true,차가운 도시,,,medium
차쿤에네스,105,0,0,true,차쿤 & 에네스,,,medium
elise noiret,104,0,0,false,,"Élise Noiret는 프랑스어로 노래하는 음악 아티스트로, 'Les Heures Couleur Ambre', 'Une Chanson Pour l'Hiver' 등의 앨범과 곡을 스포티파이·아마존뮤직 등에 발표했습니다.",아티스트,high
이용권해지,104,0,0,false,,멜론 서비스 내 정기 결제 이용권을 해지하는 메뉴/기능을 가리키는 검색어입니다.,앱기능/서비스,high
치하,103,1,0.0097,false,,"'치하'는 중국 드라마 제목으로, 극 중 삽입곡과 오리지널 사운드트랙(OST) 때문에 음악 검색으로 이어지는 것으로 보입니다.",음원,medium
r,103,2,0.0194,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
지디 로제,102,2,0.0196,false,,"지드래곤(GD)과 블랙핑크 로제를 함께 검색한 것으로, 지드래곤의 곡 '결국(Feat. 로제)' 등 두 아티스트의 협업 관련 검색으로 보입니다.",아티스트,high
니 이상형은,101,1,0.0099,false,,'니 이상형이 나였음 좋겠어'라는 문구로 SNS(틱톡 등)에서 유행하는 노래/밈 관련 검색어로 추정되나 정확한 곡·아티스트는 확인되지 않았습니다.,밈/트렌드,low
리센,101,5,0.0495,true,리센느(RESCENE),,,medium
사랑ㅇ,100,0,0,true,사랑,,,high
다윗 ost,100,3,0.03,false,,"애니메이션 영화 '다윗'의 OST로, '샬롬', '빛을 따라' 등의 곡이 포함되며 박보검 등이 참여했습니다.",음원,high
룰루레몬,100,5,0.05,false,,"쇼미더머니12에서 트레이비가 개코, 지코와 함께 선보인 곡 'LLLM(Lululemon)'을 가리키는 것으로 보입니다.",음원,medium
