search_keyword,search_cnt,click_cnt,click_rate
호랑이기세,432,21,0.0486
어땟을까,122,6,0.0492
니썬뮤직,344,17,0.0494
리센,101,5,0.0495
방금 그 노래,120,6,0.05
룰루레몬,100,5,0.05
ㅌ,117,6,0.0513
사람이 지쳤잖아,544,28,0.0515
저스트뮤직 더,155,8,0.0516
고고프렌즈,308,16,0.0519
이런게 행복이지 뭐,152,8,0.0526
멜로를 본대,358,19,0.0531
날씨가 좋고,169,9,0.0533
muse petal,131,7,0.0534
ㄱ,392,21,0.0536
불행했으면 해,4280,233,0.0544
사람이 힘들잖아,127,7,0.0551
이런 여유,444,25,0.0563
ㅣ,160,9,0.0563
무엇이든 해낼,763,43,0.0564
야코,156,9,0.0577
레드북,154,9,0.0584
무엇이든해낼,217,13,0.0599
see you later,178,11,0.0618
너에플리 해운대,125,8,0.064
ㅎ,154,10,0.0649
빗물아 부탁해,815,53,0.065
to,137,9,0.0657
이런여유너무좋고,483,32,0.0663
meet my girl,211,14,0.0664
우리가,179,12,0.067
함수,104,7,0.0673
candy pink,282,19,0.0674
빗물아부탁해,744,51,0.0685
씨앤블루,233,16,0.0687
난홍,200,14,0.07
red,438,31,0.0708
8월의여름,212,15,0.0708
사랑 사랑 사랑,141,10,0.0709
멜로를본대,125,9,0.072
ever2late,165,12,0.0727
널 지워야해,120,9,0.075
just music 더,211,16,0.0758
이런 여유 너무 좋고,678,52,0.0767
호랑이 기세,208,16,0.0769
winner cypher,163,13,0.0798
나나호시,149,12,0.0805
성리 동전인생,111,9,0.0811
ㄹ,121,10,0.0826
걱정,391,33,0.0844
날씨가좋고,104,9,0.0865
유희승,150,13,0.0867
l,149,13,0.0872
꽃처럼 아름답게 살아,114,10,0.0877
i don`t play bout you,114,10,0.0877
i don`t play `bout you,170,15,0.0882
없어,312,28,0.0897
ㅅ,275,25,0.0909
my,152,14,0.0921
좋아 좋아,206,19,0.0922
ㅂ,312,29,0.0929
아,138,13,0.0942
다윗ost,116,11,0.0948
dance,103,10,0.0971
a20,307,32,0.1042
티켓,163,17,0.1043
빗물아,105,11,0.1048
모호함,112,12,0.1071
ㅈ,206,23,0.1117
f,125,14,0.112
프로미스,107,12,0.1121
more,159,18,0.1132
tatoo,207,24,0.1159
괜히 비가 오니까,138,16,0.1159
성리 다함께 차차차,112,13,0.1161
the night,100,12,0.12
손빈아 추억,108,13,0.1204
hey hi,123,16,0.1301
jenny,144,19,0.1319
school boy,128,17,0.1328
hazy streets,135,18,0.1333
ㄴ,213,29,0.1362
불행했음해,198,27,0.1364
애쉬,130,18,0.1385
come on,170,24,0.1412
프미나,315,45,0.1429
볼빤간사춘기,112,16,0.1429
ㅋ,324,47,0.1451
휜,109,16,0.1468
sweet sour,318,47,0.1478
레드,189,28,0.1481
손빈아 고향이 남쪽이랬지,101,15,0.1485
치이카와,464,69,0.1487
mia,146,22,0.1507
하연우,106,16,0.1509
돈,158,24,0.1519
너는내게첫사랑,138,21,0.1522
19,110,17,0.1545
babby,187,29,0.1551
스토리,569,90,0.1582
멜론차트,138,22,0.1594
wish you 행복,125,20,0.16
볼빨간,236,38,0.161
체인지,154,25,0.1623
지지,116,19,0.1638
angle,122,20,0.1639
전설의사내,326,54,0.1656
하필오늘비가와,137,23,0.1679
bloody paradise,129,22,0.1705
girl,174,30,0.1724
m,115,20,0.1739
사랑이,155,27,0.1742
my stupid heart,120,21,0.175
sweet,249,44,0.1767
8,192,34,0.1771
꽃처럼 아름답게,146,26,0.1781
베인,207,37,0.1787
로또,117,21,0.1795
두근두근,358,65,0.1816
i love,110,20,0.1818
82,142,26,0.1831
helloping,289,53,0.1834
my boy,168,31,0.1845
thinking about you,130,24,0.1846
결의온도,129,24,0.186
소풍한그릇,274,51,0.1861
luv town,112,21,0.1875
불행했음 해,369,70,0.1897
지하주차장,184,35,0.1902
딴따라,147,28,0.1905
다윗,208,40,0.1923
k,103,20,0.1942
하지마하지마,144,28,0.1944
no doubt,221,43,0.1946
gost town,113,22,0.1947
x,354,71,0.2006
w,164,33,0.2012
me,159,32,0.2013
나 아직도,149,30,0.2013
8월의 여름,1651,337,0.2041
change,220,45,0.2045
say,122,25,0.2049
네 생각,161,33,0.205
한잔하러갑시다,165,34,0.2061
계속 가,144,30,0.2083
예쁜바람,275,58,0.2109
결국혼자더라,180,38,0.2111
courage,230,49,0.213
케치케치,117,25,0.2137
큰거온다,173,37,0.2139
난,176,38,0.2159
푸름과 여름,137,30,0.219
날씨가 좋고 바람도 좋아,177,39,0.2203
sea,145,32,0.2207
i know,122,27,0.2213
0,135,30,0.2222
나이트,121,27,0.2231
7월의 여름,111,25,0.2252
be,136,31,0.2279
우리 다시,127,29,0.2283
붐붐붐,109,25,0.2294
너를,148,34,0.2297
love3,187,43,0.2299
feather,169,39,0.2308
train,130,30,0.2308
나,181,42,0.232
secret,158,37,0.2342
잘했고,115,27,0.2348
ㄷ,161,38,0.236
딥상어,152,36,0.2368
"신나는 음악, 잘못된 인생",270,64,0.237
who knows,126,30,0.2381
다큐멘터리,243,58,0.2387
night,113,27,0.2389
lol,112,27,0.2411
다시,257,62,0.2412
구마,116,28,0.2414
불행했음 좋겠다,854,207,0.2424
king,136,33,0.2426
cherry,173,42,0.2428
살아보니 다 그렇더라,251,61,0.243
김돈규 단,195,48,0.2462
radio,264,66,0.25
broken,124,31,0.25
time,235,59,0.2511
유리,223,56,0.2511
알고리즘,209,53,0.2536
like you,130,33,0.2538
boom boom boom,286,73,0.2552
kiki,407,104,0.2555
down,176,45,0.2557
grls,132,34,0.2576
유비스,178,46,0.2584
이 별,165,43,0.2606
burn,102,27,0.2647
상하이로맨스,131,35,0.2672
the day,116,31,0.2672
차가운 도시,405,109,0.2691
kids,141,38,0.2695
hyang,279,76,0.2724
for you,498,137,0.2751
now,149,41,0.2752
수현,451,125,0.2772
행복 하지 마요,331,92,0.2779
결국 혼자더라,133,37,0.2782
believe,104,29,0.2788
steeeam,100,28,0.28
from,160,45,0.2813
hope,241,68,0.2822
진영 최유리,258,73,0.2829
our own summer,222,63,0.2838
자유,162,46,0.284
island,158,45,0.2848
내가,266,76,0.2857
20,147,42,0.2857
my self,108,31,0.287
breath,139,40,0.2878
혜원,104,30,0.2885
불행했으면,339,98,0.2891
욕망의덫,114,33,0.2895
태이,127,37,0.2913
별의전설,137,40,0.292
안식처,106,31,0.2925
보고싶어서,115,34,0.2957
love.,256,76,0.2969
베드,434,129,0.2972
eum,168,50,0.2976
sun,149,45,0.302
help,112,34,0.3036
활,141,43,0.305
스테이시,114,35,0.307
friend,133,41,0.3083
i like you,120,37,0.3083
wonder,191,59,0.3089
bed,310,96,0.3097
my girl,125,39,0.312
남자의 인생,115,36,0.313
stuck!,102,32,0.3137
let there be love,127,40,0.315
on & on,152,48,0.3158
틱탁,442,140,0.3167
stardust,200,64,0.32
24,134,43,0.3209
화,355,114,0.3211
그대,168,54,0.3214
violet,112,36,0.3214
우리,362,117,0.3232
웃어라 친구야,133,43,0.3233
ye,102,33,0.3235
jeebanoff,102,33,0.3235
memory,184,60,0.3261
우하이,187,61,0.3262
josee,147,48,0.3265
baby baby,205,67,0.3268
two,107,35,0.3271
사랑하지 말아요,437,143,0.3272
50%,119,39,0.3277
color,115,38,0.3304
보디가드,217,72,0.3318
you & i,156,52,0.3333
욕망의 덫,108,36,0.3333
레오,347,116,0.3343
zero,110,37,0.3364
다줄게,101,34,0.3366
sole love,130,44,0.3385
백일,168,57,0.3393
우리는,197,67,0.3401
달빛,126,43,0.3413
e:um,556,190,0.3417
still,225,77,0.3422
one day,137,47,0.3431
금수저,337,116,0.3442
remember,257,89,0.3463
계속가,179,62,0.3464
아침에,418,146,0.3493
아이,409,143,0.3496
light,157,55,0.3503
thank you,214,75,0.3505
집 home,111,39,0.3514
손빈아 내 마음 당신 곁으로,179,63,0.352
이윽고,176,62,0.3523
love me love me,133,47,0.3534
최유리 진영,240,85,0.3542
gold,107,38,0.3551
감다살,132,47,0.3561
heart,146,52,0.3562
0%,106,38,0.3585
me you,100,36,0.36
don`t tell your dreams,186,67,0.3602
노창,685,247,0.3606
melody,144,52,0.3611
사이,113,41,0.3628
지니,173,63,0.3642
sunshine,257,94,0.3658
serenade diverseddie,101,37,0.3663
who,171,63,0.3684
라도,122,45,0.3689
노스텔지아,103,38,0.3689
뮤직비디오,119,44,0.3697
stranger,154,57,0.3701
불행,216,80,0.3704
smile,267,99,0.3708
지,105,39,0.3714
주,118,44,0.3729
mc,158,59,0.3734
q,152,57,0.375
내 사랑,112,42,0.375
어제도 너였고 오늘도 너여서,514,193,0.3755
제이플로라,716,269,0.3757
콩그레츄레이션,109,41,0.3761
숱한 밤들,178,67,0.3764
너는 내게 첫사랑,225,85,0.3778
랜덤 플레이,180,68,0.3778
러브,262,99,0.3779
stressed,153,58,0.3791
j,250,95,0.38
살다보니 그렇더라,162,62,0.3827
시간을 달리네,182,70,0.3846
woman,104,40,0.3846
오빠나빠,148,57,0.3851
텐텐,101,39,0.3861
bye,230,89,0.387
수평선,259,101,0.39
new day,138,54,0.3913
fantasy,232,91,0.3922
오로라,181,71,0.3923
babo,484,190,0.3926
발묘,771,303,0.393
가비앤제이,231,91,0.3939
alive,177,70,0.3955
신예은,103,41,0.3981
행복하지마요,261,104,0.3985
no,223,89,0.3991
big love,120,48,0.4
amazing,105,42,0.4
해운대,1007,403,0.4002
without you,1159,465,0.4012
grrr,334,134,0.4012
베베,167,67,0.4012
아직도,162,65,0.4012
bad girl,127,51,0.4016
diamond,144,58,0.4028
back to you,124,50,0.4032
feeling,106,43,0.4057
괜찮다고 말해줄게,179,73,0.4078
with you,467,191,0.409
하늘이 예뻐서,263,108,0.4106
재니,112,46,0.4107
플라네타리움,107,44,0.4112
ㅋㅋ,133,55,0.4135
내사랑,162,67,0.4136
letter,181,75,0.4144
less than a lover,500,208,0.416
moment,125,52,0.416
peder elias,240,100,0.4167
do,199,83,0.4171
diverseddie,517,216,0.4178
강동원,138,58,0.4203
love letter,333,140,0.4204
dreams,147,62,0.4218
kiss and tell,165,70,0.4242
헤이,113,48,0.4248
rewind,148,63,0.4257
내 눈을 보고 말해요,159,68,0.4277
준,147,63,0.4286
루카루카,141,61,0.4326
beautiful,1321,572,0.433
snow,106,46,0.434
airplane,301,131,0.4352
저스티스,101,44,0.4356
we are,266,117,0.4398
신기루,336,148,0.4405
stars,152,67,0.4408
하늘이예뻐서,102,45,0.4412
스마일,129,57,0.4419
you and me,113,50,0.4425
로미오,160,71,0.4438
everyday,245,109,0.4449
so bad,209,93,0.445
널 사랑해,155,69,0.4452
iii,101,45,0.4455
00,112,50,0.4464
space,150,67,0.4467
favorite,125,56,0.448
celebration,183,82,0.4481
go go,361,162,0.4488
낭랑 18세,369,166,0.4499
i wonder,120,54,0.45
wonderland,128,58,0.4531
아미,139,63,0.4532
외딴섬 로맨틱,143,65,0.4545
지금,123,56,0.4553
carnival gang,147,67,0.4558
抜錨,138,63,0.4565
move,151,69,0.457
멜론,322,148,0.4596
voyage,150,69,0.46
loving you,141,65,0.461
백상아리,221,102,0.4615
good night,156,72,0.4615
girls,475,220,0.4632
굿바이 썸머,110,51,0.4636
pray,138,64,0.4638
feel good,125,58,0.464
today lover,153,71,0.4641
도,122,57,0.4672
play,188,88,0.4681
perfume,177,83,0.4689
circle,145,68,0.469
midnight,198,93,0.4697
54321,189,89,0.4709
마음대로,108,51,0.4722
maybe,148,70,0.473
microdose,240,114,0.475
러브레터,261,124,0.4751
시간은 흐르고,115,55,0.4783
dear,117,56,0.4786
one,808,388,0.4802
2000/90,106,51,0.4811
running,239,115,0.4812
우리의 계절,114,55,0.4825
firefly,213,103,0.4836
bottoms up,128,62,0.4844
celebrate,103,50,0.4854
쿠키,461,224,0.4859
김철수 씨 이야기,107,52,0.486
intro,148,72,0.4865
liar,119,58,0.4874
서현진,162,79,0.4877
wave,417,204,0.4892
feathers,214,105,0.4907
꿈과 책과 힘과 벽,165,81,0.4909
i wish,110,54,0.4909
what is,110,54,0.4909
shine,181,89,0.4917
돌맹이,138,68,0.4928
daisy,188,93,0.4947
music,115,57,0.4957
슈슈,324,162,0.5
love is all,200,100,0.5
happy ending,116,58,0.5
what you want,102,51,0.5
lost,279,140,0.5018
녹아 버려요,976,490,0.502
tattoo,400,201,0.5025
city,137,69,0.5036
where you at,117,59,0.5043
sober,109,55,0.5046
노래,334,169,0.506
something,162,82,0.5062
晩餐歌,304,154,0.5066
처음,189,96,0.5079
한여름밤의 꿈,120,61,0.5083
white,116,59,0.5086
fly,408,208,0.5098
you gon need it,162,83,0.5123
headlock,238,122,0.5126
롤,154,79,0.513
블랙,136,70,0.5147
wind,169,87,0.5148
promise,273,141,0.5165
journey,145,75,0.5172
혼자,139,72,0.518
destiny,158,82,0.519
차쿤,285,148,0.5193
be i,129,67,0.5194
waves,102,53,0.5196
이지,102,53,0.5196
하트 투 하트,123,64,0.5203
i,655,341,0.5206
에일리언,119,62,0.521
butterflies,113,59,0.5221
love song,572,299,0.5227
knock knock,109,57,0.5229
레이나,208,109,0.524
bmk 꽃피는 봄이 오면,353,185,0.5241
고마워,122,64,0.5246
slow,114,60,0.5263
금붕어,169,89,0.5266
paul,112,59,0.5268
프로포즈,539,285,0.5288
goodbye summer,204,108,0.5294
surfin` boy,610,323,0.5295
cinema,100,53,0.53
crossfade,100,53,0.53
싹스리,132,70,0.5303
thanks to,245,130,0.5306
about you,209,111,0.5311
레너드,190,101,0.5316
디기디기,735,391,0.532
별이 빛나는 밤,370,197,0.5324
진심이었던 사람만 바보가 돼,139,74,0.5324
speed,169,90,0.5325
마치,135,72,0.5333
happiness,105,56,0.5333
사랑 그리고 사랑,671,358,0.5335
정은지 파도,159,85,0.5346
이해할 수 없는 것들을 이해해야 하는 이 세상에서,129,69,0.5349
home,1122,601,0.5357
dreaming,140,75,0.5357
사랑하지마요,489,262,0.5358
함께라면요,147,79,0.5374
내일이면,186,100,0.5376
sunday,173,93,0.5376
summer love,117,63,0.5385
어른이,104,56,0.5385
선,152,82,0.5395
쉬어,211,114,0.5403
지구가 태양을 네 번,148,80,0.5405
monopoly,314,170,0.5414
안녕이란 슬픈 말,583,316,0.542
타타타,140,76,0.5429
노래하는 곳에,105,57,0.5429
흐르는 강물처럼,151,82,0.543
이럴 거면 우리,116,63,0.5431
o,370,201,0.5432
finale,160,87,0.5438
paradise,481,262,0.5447
so hot,123,67,0.5447
hold on,211,115,0.545
애열,244,133,0.5451
wings,231,126,0.5455
apple,141,77,0.5461
tokyo,130,71,0.5462
오정세,119,65,0.5462
21,307,168,0.5472
everything,811,444,0.5475
your love,126,69,0.5476
안녕이란  슬픈 말,157,86,0.5478
우린,208,114,0.5481
아따맘마,104,57,0.5481
soda soda,175,96,0.5486
celebrity,102,56,0.549
오렌지,244,135,0.5533
good goodbye,103,57,0.5534
love me,784,434,0.5536
작은 날,130,72,0.5538
same blue,139,77,0.554
소년,193,107,0.5544
true,110,61,0.5545
오로라핑,128,71,0.5547
바이 썸머,1045,580,0.555
right here,254,141,0.5551
추억은 한 편의 산문집 되어,126,70,0.5556
unhappy,219,122,0.5571
adrenaline,122,68,0.5574
그대 작은 나의 세상이 되어,217,121,0.5576
daydream,292,163,0.5582
season,206,115,0.5583
열대야,120,67,0.5583
high high,118,66,0.5593
그냥 해,198,111,0.5606
아가씨,137,77,0.562
we like 2 party,112,63,0.5625
i got you,103,58,0.5631
유사연애,142,80,0.5634
잊혀지지 못할 언어,101,57,0.5644
로미오와 줄리엣,228,129,0.5658
초우초우,129,73,0.5659
mr,159,90,0.566
rainbow,219,124,0.5662
seoul,127,72,0.5669
paranoid,211,120,0.5687
random switch,193,110,0.5699
새로운 시작,107,61,0.5701
pop off,168,96,0.5714
향,145,83,0.5724
love ya,138,79,0.5725
레이,124,71,0.5726
사랑은 마치,136,78,0.5735
so good,162,93,0.5741
115万キロのフィルム,141,81,0.5745
popo,113,65,0.5752
rock with you,106,61,0.5755
거울,165,95,0.5758
burning,125,72,0.576
another day,111,64,0.5766
라면인건가,530,306,0.5774
california,100,58,0.58
woo,193,112,0.5803
하니,143,83,0.5804
freedom,112,65,0.5804
bad habit,117,68,0.5812
far away,122,71,0.582
salty,170,99,0.5824
땡스투,230,134,0.5826
the wave,115,67,0.5826
닝닝,326,190,0.5828
too much,180,105,0.5833
전설,120,70,0.5833
파이브,108,63,0.5833
죽지 않은 연인에게,118,69,0.5847
생존법,106,62,0.5849
시간과 흔적,116,68,0.5862
난 널 사랑하나봐,114,67,0.5877
당신을사랑해요,199,117,0.5879
cinderella,182,107,0.5879
질주,238,140,0.5882
가,253,149,0.5889
하루살이,185,109,0.5892
핑,161,95,0.5901
스물아홉,247,146,0.5911
better,311,184,0.5916
thursday,262,155,0.5916
장미,174,103,0.592
용의자,103,61,0.5922
집으로 가는 길,113,67,0.5929
joyride,236,140,0.5932
그저 목소리 하나,438,260,0.5936
seasons,694,412,0.5937
rover,197,117,0.5939
돈키호테,163,97,0.5951
we don`t talk together,104,62,0.5962
let go,211,126,0.5972
do it,174,104,0.5977
call me,316,189,0.5981
폭죽과 풍선들,239,143,0.5983
뭣 같아,117,70,0.5983
gee,645,386,0.5984
sorrow,127,76,0.5984
서울,294,176,0.5986
막사랑,344,206,0.5988
shut the door,492,295,0.5996
only one,265,159,0.6
please,175,105,0.6
miracle,170,102,0.6
grace,110,66,0.6
이젠,100,60,0.6
31,100,60,0.6
mine,218,131,0.6009
으쌰으쌰,133,80,0.6015
베이비,133,80,0.6015
나랑 아니면,251,151,0.6016
tell me why,108,65,0.6019
polo,108,65,0.6019
lollipop,262,158,0.6031
love tonight,172,104,0.6047
just,129,78,0.6047
slowly,124,75,0.6048
드로잉,200,121,0.605
sad,114,69,0.6053
로이킴 잘 지내자 우리,104,63,0.6058
하늘,165,100,0.6061
달맞이꽃,127,77,0.6063
soda,188,114,0.6064
문,155,94,0.6065
놓아줘,122,74,0.6066
we,275,167,0.6073
너와 나,423,257,0.6076
혼술,528,321,0.608
유다이,631,385,0.6101
한번만,177,108,0.6102
끝이라고 말하지 마,108,66,0.6111
그냥,610,373,0.6115
참 아름다운,121,74,0.6116
잔나비 뜨거운 여름밤은 가고 남은 건 볼품없지만,103,63,0.6117
friends,340,208,0.6118
high,351,215,0.6125
step,194,119,0.6134
pink,264,162,0.6136
let there be light again,233,143,0.6137
그저목소리하나,145,89,0.6138
by my side,101,62,0.6139
handlebars,205,126,0.6146
don`t start now,109,67,0.6147
한그루,221,136,0.6154
lovely,130,80,0.6154
가을밤에 든 생각,268,165,0.6157
poison,151,93,0.6159
ufo,193,119,0.6166
언젠가 너와 나,136,84,0.6176
눈꽃,110,68,0.6182
yellow,444,275,0.6194
?,452,280,0.6195
지난 여름 바닷가,100,62,0.62
lovesick,174,108,0.6207
before you,103,64,0.6214
pov,177,110,0.6215
take a chance,318,198,0.6226
marigold,159,99,0.6226
run,1050,654,0.6229
링링,825,514,0.623
골짜기,305,190,0.623
터틀맨,141,88,0.6241
이제,133,83,0.6241
차우차우,341,213,0.6246
t,317,198,0.6246
전화걸어,136,85,0.625
트로트가 나는 좋아요,120,75,0.625
only you,451,282,0.6253
키스,147,92,0.6259
all night,147,92,0.6259
짧은머리,182,114,0.6264
supernatural,158,99,0.6266
darling,236,148,0.6271
나란한 밤,333,209,0.6276
luv,223,140,0.6278
웃는남자,140,88,0.6286
good day,690,434,0.629
face,124,78,0.629
hollywood,259,163,0.6293
안지영,386,243,0.6295
glow up,108,68,0.6296
사계절,108,68,0.6296
투게더,289,182,0.6298
살아가는 거야,208,131,0.6298
너 없인 안 된다,127,80,0.6299
쇼미,861,543,0.6307
슈퍼심플송,130,82,0.6308
sky,223,141,0.6323
stuck,888,562,0.6329
youth,395,250,0.6329
아카시아,109,69,0.633
다시 봄바람,120,76,0.6333
어쩌다,393,249,0.6336
볼빨간사춘기 여름아 부탁해,142,90,0.6338
2017,112,71,0.6339
어른이 되어버린 소년은,216,137,0.6343
snooze,216,137,0.6343
nothing,435,276,0.6345
garden,156,99,0.6346
if i die tomorrow,104,66,0.6346
i do,277,176,0.6354
레드벨벳 psycho,129,82,0.6357
circles,250,159,0.636
줄리엣,154,98,0.6364
시가 될 이야기,121,77,0.6364
사랑한다는 말로는,234,149,0.6368
back to life,124,79,0.6371
우리 사랑은,215,137,0.6372
out of my sight,102,65,0.6373
기댈곳 김필,171,109,0.6374
소녀에게,141,90,0.6383
네가 좋아,307,196,0.6384
잘가,175,112,0.64
백예린 lovelovelove,100,64,0.64
reason,100,64,0.64
ai,616,395,0.6412
여보세요,131,84,0.6412
잡아가세요,140,90,0.6429
삐그덕,129,83,0.6434
so easy,115,74,0.6435
같이 걸을까,115,74,0.6435
성시경 나의 하루처럼,101,65,0.6436
someday,464,299,0.6444
natural,372,240,0.6452
씨아,158,102,0.6456
적당히 그리워,192,124,0.6458
왜,488,316,0.6475
cosmos,349,226,0.6476
lady,335,217,0.6478
fever,125,81,0.648
s,470,305,0.6489
마지막 장면,100,65,0.65
solo,303,197,0.6502
run away,126,82,0.6508
green,169,110,0.6509
꿈꾸던 어른이 되었나요,2215,1442,0.651
break,149,97,0.651
happy day,152,99,0.6513
mermaid,132,86,0.6515
하마노 하루키,267,174,0.6517
약속,526,343,0.6521
again,276,180,0.6522
리쌍 눈물,115,75,0.6522
카니발,219,143,0.653
아멜리에,245,160,0.6531
루비,147,96,0.6531
김필 기댈곳,222,145,0.6532
날씨의 요정,173,113,0.6532
inferno,101,66,0.6535
0310,107,70,0.6542
bad habits,255,167,0.6549
about love,200,131,0.655
초록빛,203,133,0.6552
태풍,279,183,0.6559
ghost,454,298,0.6564
fein,259,170,0.6564
여름아,341,224,0.6569
레제,102,67,0.6569
임영웅 순간을 영원처럼,516,339,0.657
너는 어땠을까,108,71,0.6574
클라우드 쿠쿠 랜드,111,73,0.6577
bloom,377,248,0.6578
샤이닝,144,95,0.6597
somebody,197,130,0.6599
bubble gum,103,68,0.6602
like it,103,68,0.6602
gogo,218,144,0.6606
summertime,109,72,0.6606
김종민,183,121,0.6612
siren,195,129,0.6615
이 순간이 소중해,1179,780,0.6616
집,553,366,0.6618
사람,207,137,0.6618
joy,136,90,0.6618
only,278,184,0.6619
멜로우,145,96,0.6621
understand,148,98,0.6622
west coast love,160,106,0.6625
유,160,106,0.6625
mondegreen,338,224,0.6627
bye bye my blue,261,173,0.6628
반딧불이,258,171,0.6628
그 사랑,175,116,0.6629
0+0,639,424,0.6635
함께,229,152,0.6638
샤넬,119,79,0.6639
love attack,771,512,0.6641
i will be missing you,143,95,0.6643
air,161,107,0.6646
wow,173,115,0.6647
money,182,121,0.6648
colors,215,143,0.6651
너에게,1539,1024,0.6654
dive,443,295,0.6659
first love,479,319,0.666
nerdy love,225,150,0.6667
roses,207,138,0.6667
no.1,156,104,0.6667
최연준,126,84,0.6667
fuck you,114,76,0.6667
사랑해,1562,1042,0.6671
pinball,395,264,0.6684
히어로,290,194,0.669
어차피한번,136,91,0.6691
play pretend,227,152,0.6696
잠시,115,77,0.6696
오래오래,194,130,0.6701
replay,349,234,0.6705
d,656,440,0.6707
tempo,143,96,0.6713
우리서로사랑하지는말자,210,141,0.6714
바이썸머,207,139,0.6715
shadow,134,90,0.6716
유성,131,88,0.6718
영웅본색 ost,128,86,0.6719
love wins all,311,209,0.672
savage,189,127,0.672
look at me,180,121,0.6722
한 여름 밤의 꿈,507,341,0.6726
안개꽃,168,113,0.6726
oh little girl,107,72,0.6729
사랑은 어쩌고,104,70,0.6731
늦은 밤 헤어지긴 너무 아쉬워,104,70,0.6731
뉴질랜드,205,138,0.6732
메밀꽃필무렵,150,101,0.6733
one more night,132,89,0.6742
number one girl,126,85,0.6746
acai,197,133,0.6751
화양연화,373,252,0.6756
초록,358,242,0.676
distance,105,71,0.6762
요즘,127,86,0.6772
몰라,180,122,0.6778
넘버원,109,74,0.6789
after,162,110,0.679
run it,106,72,0.6792
lose love,106,72,0.6792
do your dance,100,68,0.68
