search_keyword,search_cnt,click_cnt,click_rate,is_typo,corrected_keyword,description,category,confidence
음만노,246,4,0.0163,false,,"아티스트, 곡, 축약어 등과의 명확한 연관성을 검색으로 확인하지 못한 정체불명의 키워드임.",기타,low
早春晴朗,244,0,0,false,,"'早春晴朗(조춘청랑)'은 중국 드라마로, 왕수룽·류위닝 등이 참여한 OST 앨범이 존재하며 멜론에는 해당 음원이 없어 검색이 실패한 것으로 보임.",음원,medium
germinie,241,0,0,false,,"Spotify, Apple Music 등에 등록된 아티스트로 'Stay Right Here' 등의 곡을 발표했으며, 일부에서는 AI로 생성된 가상 아티스트라는 의혹도 제기됨.",아티스트,medium
효리스,240,2,0.0083,true,효리수,,,medium
행복이 그거래요,239,0,0,false,,"가수 미즈키의 곡으로 언급되는 가사 '좋아하는 사람이랑 낭비한 시간들... 행복이 그거래요'가 SNS에서 화제가 되어 검색된 것으로 보이나, 정확한 정식 곡 제목인지는 확인되지 않음.",음원,low
이런게행복이지뭐,231,7,0.0303,false,,Stray Kids 멤버 아이엔(I.N)이 SKZ-RECORD로 발표한 솔로곡 '행복 뭐 별거 없네요(The Little Things)'의 가사 중 일부 문구로 보임.,음원,medium
mellozen,221,0,0,false,,"Shazam 등 음악 플랫폼에 프로필이 등록된 아티스트이나, 구체적인 활동 이력이나 대표곡 정보는 확인되지 않는 신인/인디 아티스트로 추정됨.",아티스트,low
차쿤에네스,217,0,0,false,,"인디 뮤지션 듀오 '차쿤&에네스'를 가리키며, 줄라이(July)의 'MY SOUL'을 기반으로 한 커버곡 '눈물'로 알려져 있음.",아티스트,medium
퍼피구조대,214,0,0,false,,"'퍼피 구조대(PAW Patrol)'는 캐나다의 인기 유아용 애니메이션으로, 음악보다는 어린이 콘텐츠로 알려져 있음.",지식,medium
anoufie,204,0,0,false,,"Spotify 등에서 활동 중인 로파이/피아노 연주 아티스트로, 'Noir' 등의 곡으로 알려짐.",아티스트,medium
헬로핑,203,8,0.0394,false,,"AI 기술을 활용해 음악을 만드는 아티스트/프로젝트로 알려져 있으며, 위로가 되는 메시지를 담은 곡들을 선보임.",아티스트,low
난홍,198,5,0.0253,false,,"죽이 작가의 웹소설이 원작인 중국 드라마 '난홍'(원제 难哄, 넷플릭스 공개작)을 가리키는 것으로 보인다. 공개 당시 넷플릭스 글로벌 상위권에 들 정도로 화제를 모았고 OST 음원도 스트리밍 플랫폼에 공개되어 있다.",밈/트렌드,medium
사랑한다는 말은 오혁,197,0,0,false,,"오혁(혁오 밴드 리더의 솔로 활동명)이 부른 영화 '너와 나' 삽입곡 '사랑한다는 말은'을 가리키는 정상적인 검색어로, 오탈자가 아니라 실제 존재하는 음원명+아티스트명 조합이다.",음원,high
이영진,193,3,0.0155,false,,"동요(어린이 노래) 음원을 발매한 아티스트 '이영진'으로, 음원 플랫폼에 아티스트 페이지가 존재한다. 유명 대중가수는 아니지만 실제 음원 발매 아티스트로 확인된다.",아티스트,medium
무엇이든해낼,192,5,0.026,true,무엇이든 해낼 당신에게,,,medium
정재심,190,0,0,false,,"정재형, 정재일 등 유사한 이름의 음악가는 존재하나 '정재심'이라는 이름과 정확히 일치하는 음악 아티스트, 곡, 또는 유명 인물 정보를 찾을 수 없었다.",기타,low
김버거,189,9,0.0476,false,,"음원 플랫폼에 등록된 실제 아티스트/채널로, AI 노래·애니메이션 콘텐츠와 결합된 밈성 캐릭터 가수로 보이며 다수의 싱글을 발매함.",아티스트,medium
백강사운드,187,0,0,false,,"가수·뮤지션·레이블 등 음악 관점에서 여러 방식으로 검색했으나 '백강사운드'에 정확히 대응하는 실체(레이블, 아티스트, 스튜디오 등)를 찾지 못함.",기타,low
이용권,183,0,0,false,,"멜론 앱 내 구독/결제 관련 메뉴 용어로, 스트리밍·다운로드 등 서비스 이용을 위한 상품(이용권) 구매·변경·해지를 가리킴.",앱기능/서비스,high
인생은 서툰 여행이래,183,0,0,false,,"HELLOPING이 발매한 싱글 곡 제목으로, 음원 플랫폼에 등록되어 있고 틱톡·유튜브 쇼츠 등에서 화제가 된 곡.",음원,high
주간인기상,181,4,0.0221,false,,"멜론 뮤직 어워드의 투표 기반 주간 시상 제도로, 최근 발매곡 중 인기 아티스트를 대상으로 매주 결과가 발표되는 멜론 앱 내 투표/시상 기능.",앱기능/서비스,high
nostalgia 서동현,172,0,0,false,,"래퍼 BIG Naughty(빅나티, 본명 서동현)가 발표한 싱글 '노스탈지아(Nostalgia)'를 가리키는 검색어로, 솔로 콘서트에서 먼저 공개된 후 팬들의 요청으로 정식 음원 발매됨.",음원,high
노스,169,0,0,false,,"영어 'North'의 한글 표기로 추정되나, 음악 아티스트·뮤지션 관점에서 검색해도 뚜렷하게 대응되는 곡이나 가수를 찾지 못함. 매우 짧고 포괄적인 단어라 의미 특정이 어려움.",기타,low
맛뮤직,167,0,0,false,,"감성적인 한국 힙합·칠 음악 콘텐츠를 다루는 유튜브 채널 '맛뮤직'을 가리키는 것으로 보이며, 특정 소속 아티스트나 레이블 정보는 확인되지 않음.",기타,medium
허걱,164,0,0,true,허각,,,high
고래보석,163,0,0,false,,"티니핑 극장판 '사랑의 하츄핑: 고래보석의 전설'을 가리키는 검색어로, 해당 영화 OST가 재희(NCT WISH), 유하(Hearts2Hearts), 백지영, HYNN 등이 참여해 음원 플랫폼에 공개됨.",음원,medium
jerome timu,163,0,0,false,,"뉴질랜드/호주에서 활동하는 실존 R&B 싱어송라이터로, 스포티파이·애플뮤직 등 글로벌 스트리밍 플랫폼에서 음원을 발매하고 있다.",아티스트,medium
zinaflow,162,0,0,false,,"AI 기술을 활용해 곡을 제작하는 실존 힙합/R&B 아티스트로, 'Sweet on You' 등의 곡을 스포티파이에 발매했다.",아티스트,medium
lovixx,162,0,0,false,,"클라우드랩/힙합 장르로 활동하는 실존 아티스트로, 협업곡이 Shazam 글로벌 차트에 진입한 바 있다.",아티스트,medium
괜히 사랑해서,162,3,0.0185,false,,"사랑을 주제로 한 노래 제목으로 추정되나, 검색으로는 이 제목과 정확히 일치하는 유명 곡 정보를 확인하지 못했다.",음원,low
놋,160,0,0,false,,"놋쇠(황동)를 뜻하는 한국어 단어이며, 음악·아티스트와 관련된 의미는 검색으로 확인되지 않는 짧은 입력이다.",기타,low
방금 그 노래,155,2,0.0129,false,,"TV·라디오에서 방금 흘러나온 곡을 찾아주던 멜론의 '방금그곡' 기능을 가리키는 것으로 보이며, 해당 서비스는 2025년 3월 31일 종료되었다.",앱기능/서비스,high
zavyre,154,0,0,false,,"'Addicted To You', 'It's Only You' 등을 발표한 실존 R&B/팝 싱어송라이터 겸 프로듀서다.",아티스트,medium
오혁 사랑한다는 말은,154,2,0.013,false,,"영화 '너와 나' OST로, 혁오의 오혁이 부른 곡 '사랑한다는 말은'을 가리킨다.",음원,high
ej,153,2,0.0131,false,,"너무 짧고 흔한 조합이라 EJAE, EJel 등 동명의 여러 아티스트 중 어느 것을 의도했는지 특정하기 어렵다.",기타,low
별이 쏟아지는 밤 효리수,153,7,0.0458,false,,MBC '놀면 뭐하니?'에서 결성된 소녀시대 부속유닛 효리수(효연·유리·수영)가 부른 곡 '별이 쏟아지는 밤'을 가리킨다.,음원,high
임영웅 뮤직웨이브,151,0,0,false,,"트로트 가수 임영웅과 관련해, 멜론 아티스트 채널 내 팬 소통용 음악 채팅 기능인 '뮤직웨이브'를 검색한 것으로 보인다.",앱기능/서비스,medium
myofeel,150,0,0,false,,"'Good Day Energy' 등을 발표한 실존 음악 아티스트로, 스포티파이·Shazam 등에서 활동 중이다.",아티스트,medium
로린디엘,149,0,0,false,,"AI 딥러닝·음성합성 기술로 만들어진 대한민국의 버추얼(가상) 가수로, 유튜브와 글로벌 음원 플랫폼에서 활동하고 있다.",아티스트,high
비밀 이승기,148,1,0.0068,false,,"가수 이승기와 관련해 '비밀'이라는 곡이나 콘텐츠를 찾으려는 검색으로 보이나, 해당 제목과 정확히 일치하는 곡은 검색으로 확인되지 않았다.",음원,low
죽음의 조각,148,2,0.0135,false,,"강팀들이 한 조에 몰린 상황을 가리키는 스포츠 용어 '죽음의 조'와 관련되거나, 디아블로2·리니지 등 게임에서 쓰이는 아이템명으로 추정된다.",지식,medium
포시즈,145,5,0.0345,false,,"포시즈(FORCES)는 정영주, 김영주, 이영미, 최현주 등으로 구성된 보컬 그룹으로, KBS 열린음악회 등 방송 무대에서 '버터플라이' 같은 곡을 부르며 활동한 바 있다.",아티스트,medium
melopaper,144,0,0,false,,"'melopaper(멜로페이퍼)'라는 명칭과 명확히 일치하는 앱, 서비스, 아티스트, 곡을 찾을 수 없어 정확한 의미를 특정하기 어렵다.",기타,low
biig,143,0,0,true,Biig Piig,,,medium
노스탈,143,1,0.007,true,노스탤지어,,,high
녹는가슴,141,0,0,false,,"'녹는가슴(녹는 가슴)'이라는 표현과 정확히 일치하는 곡 제목이나 아티스트를 찾을 수 없었으며, 감성적인 가사 표현을 검색한 것으로 추정될 뿐 특정 대상을 확정하기 어렵다.",기타,low
쿠폰,141,2,0.0142,false,,멜론 앱 내에서 이용권 할인이나 무료 이용권 등을 등록/사용하는 쿠폰함 관련 메뉴를 가리키는 서비스 용어다.,앱기능/서비스,high
여자들 감성,141,6,0.0426,false,,"'여자들 감성 다 후려잡는 노래'라는 제목으로 유튜브, 스포티파이, 틱톡 등에서 유행한 감성 발라드 플레이리스트를 가리키는 트렌드성 검색어다.",밈/트렌드,medium
캐시충전,139,0,0,false,,멜론 이용권 구매나 콘텐츠 결제에 사용하는 캐시(포인트)를 충전하는 앱 내 결제 기능을 의미한다.,앱기능/서비스,high
a20,138,6,0.0435,true,A2O,,,medium
ㅣ,137,4,0.0292,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
",",136,2,0.0147,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
dasies,134,2,0.0149,true,Daisies,,,high
그냥 기다려,134,3,0.0224,false,,"'그냥 기다려'라는 제목과 정확히 일치하는 곡을 찾을 수 없었으며, 아이유 '기다려'나 김광석 '기다려줘' 등 '기다려' 계열 곡 중 하나를 의도했을 가능성이 있으나 특정하기 어렵다.",기타,low
미려적신화,133,0,0,false,,"미려적신화(美丽的神话)는 2005년 영화 '더 미스(The Myth)'의 주제곡으로, 성룡과 김희선이 함께 부른 'Endless Love'의 원제이자 한자를 한국어로 음독한 표기다.",음원,high
sueyalike,133,0,0,false,,"sueyalike는 Spotify, Apple Music, Shazam 등에 'Petals in motion', 'Blooming momentum' 등의 앨범을 발매한 인디 아티스트(계정)다.",아티스트,medium
투이드,132,0,0,true,튜이드 (TUIDE),,,high
ㅁ,131,1,0.0076,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
인생은 서툰,130,5,0.0385,true,인생은 서툰 여행이래 (HELLOPING),,,high
래퍼랑 엮지말아줘,128,0,0,false,,"틱톡 등 SNS에서 유행 중인 밈성 문구로, '나를 래퍼랑 엮지 말아줘'라는 표현이 다양한 변형과 함께 트렌드로 퍼지고 있다.",밈/트렌드,medium
paul velchev,128,0,0,false,,"Paul Velchev는 g-house, slap house, 애니 펑크(anime phonk), 트랩 비트 등의 장르 음악을 제작하는 해외 프로듀서/아티스트로, Spotify에서 5만 명 이상의 월간 청취자를 보유하고 있다.",아티스트,high
always will,127,2,0.0157,false,,"'Always Will'은 Ace of Base('Always Have, Always Will'), Hillsong Worship, Tinlicker 등 여러 아티스트가 발매한 동명 곡 제목으로, 특정 곡 하나로 특정하기 어렵다.",음원,medium
reyvi,124,0,0,false,,"ReyVi는 Spotify, Apple Music, SoundCloud 등에서 활동 중인 아티스트로 'Miss You My Love', 'Aïcha' 등의 곡을 발매했다.",아티스트,medium
이용권해지,123,0,0,false,,멜론 정기 이용권(구독) 해지 메뉴/기능을 가리키는 검색어이다.,앱기능/서비스,high
호리수,123,0,0,true,하리수,,,high
빅나티 노스텔지아,123,0,0,true,빅나티 노스탈지아 (Nostalgia),,,high
투표,123,1,0.0081,false,,멜론 뮤직어워드 등에서 제공하는 아티스트 투표 기능을 가리키는 검색어이다.,앱기능/서비스,high
pain in the dark,122,3,0.0246,false,,"Elijah Jolleyking, Brantley Breaking 등 여러 아티스트가 발매한 동명 곡 제목 'Pain in the Dark'에 해당하며, 특정 아티스트로 특정하기는 어렵다.",음원,medium
빅뱡,121,0,0,true,빅뱅 (BIGBANG),,,high
발랃,121,0,0,true,발라드,,,medium
music wave,120,2,0.0167,false,,"멜론에서 제공하는 '뮤직웨이브(MUSIC WAVE)' 서비스로, 음악을 함께 들으며 채팅하고 아티스트와 소통할 수 있는 라이브 커뮤니케이션 기능이다.",앱기능/서비스,high
비행정,119,2,0.0168,false,,"비행정(飛行艇)은 동체 자체의 부력으로 물 위에서 뜨고 이착수할 수 있는 수상 항공기를 뜻하는 일반 단어로, 관련된 음악 아티스트나 곡을 찾을 수 없어 음악과 무관한 일반 상식성 검색어로 보인다.",지식,medium
붓꽃잎편지,118,0,0,false,,붓꽃잎편지는 트로트 가수 홍지윤이 부른 서정적인 감성 트로트 곡이다.,음원,high
래몬탱,117,0,0,true,레몬탱,,,high
국민딴따라,116,2,0.0172,false,,"'국민'과 연예인을 뜻하는 속어 '딴따라'가 결합된 표현으로, 이 명칭을 제목이나 별명으로 쓰는 특정 곡이나 유명 가수를 확인하지 못했다.",기타,low
리샌느,116,5,0.0431,true,리센느,,,high
나뭇가쥐,114,0,0,true,나뭇가지,,,high
사계 그리고 너,113,2,0.0177,false,,"정확히 일치하는 곡 제목은 확인되지 않으나, '사계'라는 제목으로 태연 및 노래를 찾는 사람들이 발표한 곡들이 존재해 이와 관련된 곡을 찾으려는 음원 검색으로 추정된다.",음원,medium
빅마티,112,0,0,true,빅나티,,,medium
제,111,3,0.027,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
행복이그거래요,107,0,0,false,,"'행복이 그거래요, 좋아하는 사람이랑 낭비한 시간들'이라는 문구로, SNS(인스타그램/틱톡/스레드 등)에서 유행 중인 인용구 밈 템플릿이다.",밈/트렌드,medium
치하,107,1,0.0093,false,,"중국 후난위성TV에서 방영된 드라마 '치하(치하: 뜨거운 여름)'를 가리키며, 해당 드라마의 OST(삽입곡) 모음을 찾기 위한 검색으로 보인다.",지식,high
skidibi,104,0,0,true,skibidi,,,high
진건호,104,0,0,false,,가수/프로듀서 관련 검색을 포함해 조사했으나 해당 이름의 뚜렷한 음악 아티스트나 유명 인물을 확인할 수 없었다.,기타,low
임영웅뮤직웨이브,104,0,0,false,,"'뮤직웨이브(MUSIC WAVE)'는 멜론이 제공하는 아티스트 채널·팬 소통 플랫폼으로, 이 검색어는 트로트 가수 임영웅의 뮤직웨이브 채널을 찾기 위한 검색으로 보인다.",앱기능/서비스,high
헬스키친,104,4,0.0385,false,,"그래미 수상 싱어송라이터 앨리샤 키스의 곡들로 만든 주크박스 뮤지컬 '헬스키친(Hell's Kitchen)'을 가리키며, 관련 수록곡을 찾기 위한 검색으로 보인다.",음원,medium
하은7080,103,5,0.0485,false,,"'하은7080'은 7080세대 감성을 담은 발라드 모음곡을 다수 제작해 발매하는 뮤직 채널/아티스트로, Apple Music 등 음원 플랫폼에 여러 컴필레이션 앨범을 보유하고 있음.",아티스트,medium
스키디비,102,1,0.0098,true,스키비디,,,high
ㄹ,102,4,0.0392,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
임영웅 신곡,102,4,0.0392,false,,"임영웅은 유명 트로트 가수로, 데뷔 10주년을 맞아 신곡 6곡을 포함한 스페셜 앨범 '아임 히어로 10'을 발매했으며 타이틀곡은 '또또'임.",음원,high
해그매전,101,1,0.0099,false,,"음악 관련 검색을 포함해 여러 방식으로 조사했으나 특정 아티스트, 곡, 이벤트 등과 뚜렷하게 연결되는 근거를 찾지 못한 의미 불명확한 키워드로 추정됨.",기타,low
머므르,100,1,0.01,true,머무르,,,high
