search_keyword,search_cnt,click_cnt,click_rate,is_typo,corrected_keyword,description,category,confidence
ㄱ,368,14,0.038,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
니 이상형은,365,6,0.0164,false,,'니 이상형이 나였음 좋겠어' 등 SNS(틱톡)에서 유행 중인 노래·문구와 관련된 검색으로 보입니다.,밈/트렌드,medium
로린디엘,362,0,0,false,,감성 보컬 음악을 하는 신인 아티스트 '로린디엘(Lorindiel)'을 가리키는 검색어입니다.,아티스트,high
무엇이든해낼당신에게,358,0,0,true,무엇이든 해낼 당신에게,,,high
고고프렌즈,356,16,0.0449,false,,"유튜버 '백앤아'가 운영하는 로블록스 기반 크루 '고고프렌즈'를 가리키며, 음악과는 무관한 콘텐츠입니다.",지식,high
투표,343,3,0.0087,false,,음원/아티스트 투표 이벤트 등 멜론 앱 내 투표 기능과 관련된 검색어입니다.,앱기능/서비스,high
34xp,331,0,0,false,,"태국의 인디/얼터너티브 뮤지션 '34XP'로 추정되며, 'คนรัก (Demo)' 등의 싱글을 해외 플랫폼에 발매한 바 있다.",아티스트,medium
고래보석,314,2,0.0064,false,,"2026년 개봉한 애니메이션 영화 '사랑의 하츄핑: 고래보석의 전설'을 지칭하는 것으로 보이며, 해당 작품에는 삽입곡 '처음이라서'가 포함되어 있다.",음원,medium
국악딴다라,312,0,0,true,국민딴따라,,,medium
국민딴따라,301,1,0.0033,false,,"박진영, 차태현, 김하늘, 웬디가 다양한 장르를 아우르는 '만능 딴따라'를 찾는 KBS 2TV 오디션 프로그램 '더 딴따라'와 관련된 콘셉트 표현이다.",지식,medium
mellozen,299,0,0,false,,"AI 뮤직 프로젝트/아티스트 mellozen으로, '이 순간이 소중해' 등의 곡을 스포티파이·샤잠 등에 발매했다.",아티스트,medium
ㅅ,294,5,0.017,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
맞게 살아온,293,8,0.0273,false,,"'제대로 살아온 것인지'와 같은 삶에 대한 성찰을 담은 문구로, 특정 곡의 제목이나 가사로 명확히 특정되지 않는 단편적 표현으로 보인다.",기타,low
내정보,288,1,0.0035,false,,"멜론 앱 내 '내 정보' 메뉴로, 이용자의 계정·이용권 등 개인 정보를 확인하는 서비스 기능이다.",앱기능/서비스,high
분주한결,288,10,0.0347,false,,"싱어송라이터 '분주한결'로, '차라리 나를 미워해', '뭔가 변했어', '행복은?' 등의 곡을 애플뮤직·스포티파이 등에 발매한 아티스트이다.",아티스트,high
정승환 입춘,283,6,0.0212,false,,가수 정승환이 한로로의 원곡 '입춘'을 'Project PRANK 2'에서 커버한 무대를 가리킨다.,음원,high
ㅂ,282,13,0.0461,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
mylo morrow,279,0,0,false,,웹 검색으로도 명확히 일치하는 아티스트나 곡을 특정하지 못했다. 스코틀랜드 뮤지션 'Mylo'와 관련 있을 가능성이 있으나 'Morrow'와의 연관성은 확인되지 않는다.,기타,low
서핑보이,273,1,0.0037,false,,"레드벨벳의 타이틀곡 'Surfin' Boy'를 가리키는 것으로 보이며, 조이가 데모를 듣고 아이디어를 낸 곡으로 알려져 있다.",음원,high
무엇이든해낼,267,8,0.03,false,,"'무엇이든 해낼 수 있을 것 같은'과 같은 동기부여성 가사/문구로 보이나, 이를 제목이나 핵심 가사로 하는 특정 곡을 명확히 확인하지 못했다.",기타,low
씨앤블루,261,8,0.0307,true,씨엔블루(CNBLUE),,,high
볼빨간,256,10,0.0391,true,볼빨간사춘기,,,high
lovixx,238,0,0,false,,"lovixx는 클라우드랩·힙합·일렉트로닉 계열 음악을 만드는 인디 아티스트로, 'Millionaire', 'Dior' 등의 트랙을 발표하고 Spotify, Apple Music 등에서 활동 중이다.",아티스트,medium
zinaflow,234,0,0,false,,"zinaflow는 AI를 활용해 이미지와 음원을 제작하는 힙합/R&B 계열 아티스트로, 'Sweet on You' 등의 곡을 발표했다.",아티스트,medium
playcoa,230,0,0,false,,관련 검색에서 뚜렷하게 일치하는 아티스트·곡·서비스를 찾지 못해 의미를 특정하기 어려움,기타,low
더위가 사람,229,7,0.0306,false,,"'더위가 사람 잡겄슈'라는 문구는 폭염을 소재로 SNS(스레드·틱톡)에서 확산된 유행어이며, 이를 제목으로 한 동명의 노래(IEnvyYou, 'Melted Human')도 발매되었다.",밈/트렌드,medium
열,226,4,0.0177,false,,한 글자만으로는 특정 곡·아티스트·의미로 단정하기 어려운 단문 검색어로 추정됨,기타,low
생각을 멈추다 보면 진영,222,8,0.036,false,,"'생각을 멈추다 보면'은 최유리의 원곡을 진영(B1A4)이 함께 부른 콜라보 음원으로, '들어봐! 유리의 숲2' 프로젝트 중 한 곡이다.",음원,high
사진 겜작,221,0,0,false,,'겜작'은 특정 스탯이나 보상(포토카드 등 '사진')을 얻기 위해 게임에서 같은 작업을 반복하는 행위를 뜻하는 게임/팬덤 커뮤니티 은어이다.,지식,medium
this and that,219,6,0.0274,false,,"'THIS & THAT'은 2026년 스트레이 키즈(Stray Kids)가 발표한 미니앨범의 타이틀곡으로, 3RACHA가 작업에 참여했다.",음원,high
김버거,215,2,0.0093,false,,"'김버거'는 롯데리아가 출시한 새우패티에 김가루·김토핑을 더한 한정판 K-버거 제품명으로, 음악과는 무관한 식품명이다.",지식,medium
mlip,210,0,0,false,,"MLIP은 힙합/랩 계열의 인디 아티스트로, 2026년 다수의 싱글을 발표하며 Spotify, Apple Music 등에서 활동 중이다.",아티스트,medium
먼작귀,207,2,0.0097,false,,"'먼작귀(먼가 작고 귀여운 녀석)'는 나가노 작가의 만화 '치이카와' 시리즈에 등장하는 캐릭터로, 애니메이션·굿즈로 큰 인기를 얻은 캐릭터 트렌드이다.",밈/트렌드,medium
나도 같은 일년,205,4,0.0195,false,,'나도 같은 일년(벌써 일년 여자답가ver)'이라는 제목으로 Spotify·유튜브 등에 등록된 음원으로 확인됨,음원,medium
meet my girl,201,10,0.0498,false,,'Meet My Girl'은 To An American Dream이 2017년 발표한 앨범 'The Banality'에 수록된 곡이다.,음원,medium
soonflow,200,0,0,false,,"soonflow는 'The Best Is Yet to Come', 'Ocean on Your Lips' 등을 발표한 인디 아티스트이다.",아티스트,medium
이,200,9,0.045,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
우하이,199,1,0.005,false,,"웃음소리 '우하하'류의 감탄 표현 또는 특정 밈과 관련된 것으로 보이나, 명확한 의미나 대상을 특정할 근거를 찾지 못함",기타,low
this &amp; that,197,0,0,false,,"스트레이 키즈(Stray Kids)의 10번째 미니앨범 타이틀곡 'This & That'을 가리키는 검색어로, HTML 인코딩으로 인해 '&'가 '&amp;'로 표기된 것으로 보임.",음원,high
시발존나덥다,196,0,0,false,,"'매우 덥다'는 감정을 비속어로 표현한 문장으로, 특정 곡/아티스트와 무관하게 날씨에 대한 불만을 그대로 검색창에 입력한 것으로 추정됨.",기타,medium
myofeel,193,0,0,false,,"검색 결과 인도의 근육통 완화용 진통제 브랜드명과 일치하나, 멜론 음악 서비스와의 연관성은 확인되지 않음.",기타,low
germinie,192,0,0,false,,"프랑스어로 '싹, 봉오리'를 뜻하며 공쿠르 형제의 소설 '제르미니 라세르퇴(Germinie Lacerteux)'의 주인공 이름으로 알려져 있으나, 음악 콘텐츠와의 직접적 연관성은 확인되지 않음.",지식,low
파데코,187,1,0.0053,false,,"화장품 관련 용어 '파데(파운데이션)'와 관련이 있을 가능성이 있으나, 정확한 의미나 대상을 특정할 명확한 근거는 찾지 못함.",기타,low
래드벨벳,186,3,0.0161,true,레드벨벳,,,high
빅밸,185,0,0,false,,아이돌 그룹 빅뱅(BIGBANG)을 지칭하는 팬덤 사이의 줄임말/애칭으로 추정됨.,아티스트,medium
퍼피구조대,185,0,0,false,,"캐나다의 어린이 애니메이션 'PAW Patrol'의 한국어 제목으로, 강아지들로 구성된 구조대가 활약하는 유아용 애니메이션 프랜차이즈임.",지식,high
ㅈ,184,9,0.0489,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
진울,183,1,0.0055,false,,"관련된 인물, 작품, 용어에 대한 명확한 근거를 찾지 못해 의미를 특정하기 어려움.",기타,low
래몬탱,179,0,0,true,레몬탱,,,high
난홍,178,7,0.0393,false,,"'난홍(难哄)'은 '달래기 어렵다'는 뜻의 중국어 제목을 가진 넷플릭스 중국 현대 로맨스 드라마로, 음악 콘텐츠와는 무관한 검색어임.",지식,high
이용권,176,3,0.017,false,,멜론 앱에서 음악 감상을 위한 정기/기간제 이용권(구독권)을 조회하거나 구매하는 메뉴를 가리키는 서비스 용어임.,앱기능/서비스,high
아이릿,176,5,0.0284,true,아일릿 (ILLIT),,,high
인생은 서툰 여행이래,174,0,0,false,,"HELLOPING이 발매한 동명의 노래 제목으로, 2026년 발매된 싱글이다.",음원,high
국어 별동대,173,0,0,false,,"유튜버 백앤아와 고고프렌즈가 만든 국어 학습 콘텐츠 '국어별동대'(2026.7 출간)로, 해당 콘텐츠를 바탕으로 만든 동명의 캐릭터송이 존재한다.",음원,high
basecamp love,171,1,0.0058,false,,아티스트 basecamp가 SOLE과 함께 발표한 'love (feat. SOLE)'라는 곡이다.,음원,high
잔율,167,4,0.024,false,,"관련된 인물, 캐릭터, 작품 등을 특정할 수 있는 검색 결과를 찾지 못해 정확한 의미를 파악하기 어렵다.",기타,low
한그루비,166,6,0.0361,true,한그루브 (HanGroove),,,medium
가스인간,165,1,0.0061,false,,"2026년 7월 공개된 한일 합작 넷플릭스 드라마로, 연상호 각본의 SF·범죄 스릴러이다.",지식,high
걱정 겜작,164,0,0,false,,"'겜작'은 '게임 제작'의 줄임말로 추정되나, '걱정 겜작'이라는 조합이 가리키는 특정 작품이나 밈을 확인하지 못했다.",기타,low
dasies,161,1,0.0062,true,Daisies (Justin Bieber),,,high
쿠폰,159,3,0.0189,false,,멜론 앱 내에서 이용권 등을 할인/무료로 이용할 수 있게 해주는 쿠폰 등록·관리 기능을 가리킨다.,앱기능/서비스,high
할걸,157,4,0.0255,false,,"'할걸'은 과거 행동에 대한 후회를 나타내는 한국어 종결 표현으로, 이 정확한 제목의 유명한 곡을 특정하지 못했다.",기타,medium
",",156,3,0.0192,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
수고했어 여름,153,0,0,false,,"일본 아티스트 HALCALI의 곡 '수고했어 여름(おつかれSUMMER)'으로, 여름의 끝을 노래하는 감성적인 곡이다.",음원,high
니이상형은,150,1,0.0067,true,니 이상형이 나였음 좋겠어 (나였음 좋겠어 - UYoung Wave),,,medium
허걱,149,1,0.0067,true,허각 (Huh Gak),,,medium
ㅁ,149,7,0.047,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
니썬뮤직,146,4,0.0274,false,,"니썬뮤직은 '슬프지 않아', '날씨가 좋고 바람도 좋아' 등의 곡을 발매한 아티스트/레이블로, Shazam과 Spotify 등에서 확인되는 실제 음원 명의입니다.",아티스트,medium
차쿤 에네스,144,0,0,false,,"차쿤과 에네스가 함께 부른 '눈물'이라는 곡의 아티스트 표기로, 유튜브·틱톡·사운드클라우드에 커버 및 원곡이 올라오며 화제가 된 듀오/음원입니다.",아티스트,medium
써이,142,0,0,false,,"검색 결과가 명확히 특정되지 않으며, 가수 '써니'나 '서리(Seori)' 등과 혼동될 수 있는 표기로 추정되나 정확한 대상은 확인되지 않습니다.",기타,low
방금 그 노래,142,2,0.0141,false,,"TV나 라디오에서 방금 나온 노래를 찾고 싶다는 의미로, 멜론의 실시간 방송곡 검색 기능인 '방금그곡' 서비스와 관련된 검색어로 보입니다.",앱기능/서비스,medium
입춘 정승환,141,2,0.0142,false,,"'입춘'은 한로로의 원곡을 정승환이 'Project PRANK 2'에서 커버해 화제가 된 곡으로, 계절이 바뀌는 청춘의 불안과 설렘을 담은 노래입니다.",음원,high
僕には君がいないと,140,0,0,false,,"일본 아티스트 野良唄(노라우타)가 발표한 러브송으로, 소중한 사람과 함께하는 일상의 소소한 행복을 담은 곡입니다.",음원,high
보넷도,138,1,0.0072,false,,팬들이 보이넥스트도어(BOYNEXTDOOR)를 줄여 부르는 팬덤 약칭으로 추정되는 표기입니다(안산시의 지명 '보노동'과는 무관).,아티스트,medium
제발잊혀져,138,2,0.0145,false,,"'제발 잊혀지길 바란다'는 의미의 문구로 보이나, 이 표현이 제목이나 가사인 특정 곡을 검색으로 확인하지 못했습니다.",기타,low
ej,135,3,0.0222,false,,"멜론에는 'EJel', 'EJAE', '&TEAM의 EJ' 등 동일 표기의 아티스트가 여럿 존재해 특정 대상이 모호한 검색어입니다.",아티스트,low
다시 만날 수 있을까 린,135,6,0.0444,false,,"가수 린(Rin)의 '다시 만날 수 있을까'라는 곡으로, 방송 출연 영상 등을 통해 검색되는 음원입니다.",음원,high
sueyalike,133,0,0,false,,"Spotify·Apple Music 등에 'Petals in motion', 'Blooming momentum' 등의 앨범을 발매한 실제 아티스트명입니다.",아티스트,medium
끝이 안보여도,133,2,0.015,false,,"세븐틴(SEVENTEEN)의 곡 '끝이 안보여'를 변형된 문구로 검색한 것으로 추정되며, 불확실함과 힘겨움을 노래한 곡입니다.",음원,medium
맞게살아온,132,0,0,false,,"'맞게 살아왔는지'와 유사한, 삶을 잘 살아왔는지 되묻는 문구로 보이나 이 표현과 정확히 일치하는 특정 곡이나 대상은 확인되지 않습니다.",기타,low
맞게 살아,132,0,0,false,,"'맞게 살아(왔는지)'류의 삶에 대한 문구로 추정되며, 정확히 일치하는 특정 곡이나 대상은 검색으로 확인되지 않았습니다.",기타,low
이창섭 잔소리,131,2,0.0153,false,,BTOB 멤버 이창섭이 '비긴어게인 오픈마이크'에서 부른 곡 '잔소리'를 가리키는 검색어로 보인다.,음원,medium
조선힙합 살아보니 그렇더라,129,5,0.0388,false,,'조선힙합(국악딴따라)'이 발표한 곡 '살아보니 그렇더라(살다보니)'를 가리키는 검색어이다.,음원,high
mellow zen,129,6,0.0465,false,,"편안하고 명상적인 음악 분위기를 뜻하는 'mellow'와 'zen'을 조합한 표현으로 보이나, 특정 아티스트·음원이나 멜론 내 기능과 명확히 연결되지 않는다.",기타,low
plimate,125,0,0,false,,"검색을 통해서도 의미가 확인되지 않는 입력으로, 오탈자이거나 특정되지 않은 서비스/명칭일 가능성이 있다.",기타,low
성리 뜬소문,125,0,0,false,,가수 '성리'가 MBN '전설의 사내'에서 방미의 곡 '뜬소문'을 커버해 부른 무대를 가리키는 검색어이다.,음원,medium
to,125,6,0.048,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
엘리스신드롬,124,0,0,true,앨리스신드롬,,,medium
afterandafter,124,0,0,false,,"'afterandafter'는 스포티파이·애플뮤직 등에서 활동 중인 인디 아티스트로, 'The Carousel' 등의 곡을 발매했다.",아티스트,medium
쏠 러브,124,0,0,false,,가수 쏠(SOLE)의 러브 관련 음원(예: '그럼에도 LOVE' 또는 리메이크 앨범 '어 러브 슈프림')을 찾는 검색어로 추정된다.,음원,medium
어짜피한번,124,0,0,true,어차피 한번,,,medium
하추핑,124,2,0.0161,true,하츄핑,,,high
렏,123,0,0,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
사람이지쳤잖아,122,2,0.0164,true,사람이 지쳤잖아,,,medium
circle for you,119,4,0.0336,false,,"검색을 통해서도 명확히 일치하는 특정 음원이나 아티스트를 확인하지 못했으며, 유사한 제목의 여러 'Circle' 관련 곡만 존재한다.",기타,low
와이드씽,118,0,0,true,와일드 씽,,,medium
pop off,118,3,0.0254,false,,그룹 키키(KiiiKiii)가 발표한 신곡 'Pop Off Pop Off'를 가리키는 검색어로 보인다.,음원,high
이런 여유 너무,116,2,0.0172,true,이런 여유 너무 좋고,,,high
에스피,116,5,0.0431,false,,"특정 곡/아티스트로 특정되지 않으며, ESP(초감각적 지각, 초능력) 등 여러 뜻을 가진 일반 용어를 가리키는 검색어로 추정된다.",지식,low
인생은 서툰,115,1,0.0087,true,인생은 서툰 여행이래,,,high
이용권해지,114,0,0,false,,멜론 음악 이용권(정기결제) 해지 절차와 관련된 앱 기능/메뉴를 찾는 검색어이다.,앱기능/서비스,high
0+0=1,114,1,0.0088,false,,한로로 & 싸이가 함께한 노래 '0+0=1'(앨범 '자몽살구강남클럽')을 가리키는 검색어이다.,음원,high
ヤラララ,112,0,0,false,,AnythingBecomeMoe가 보컬 신디사이저 카사네 테토(重音テト)로 발표한 노래 'ヤラララ(야라라라)'를 가리키는 검색어이다.,음원,high
어짜피 한번,112,1,0.0089,true,어차피 한번,,,high
마음탓,111,4,0.036,false,,"보컬로이드 GUMI가 부른 쵸쵸P의 곡 '心做し(마음탓)'을 가리키는 검색어로, 국내에도 번안·커버로 알려진 곡이다.",음원,high
nothingz,110,3,0.0273,false,,앨범 'Nothingz'를 발표한 아티스트 NoThingz를 가리키는 검색어로 보인다.,아티스트,medium
uyoung wave,109,0,0,false,,한국어 곡들을 발표하는 아티스트/채널 UYoung Wave를 가리키는 검색어이다.,아티스트,medium
얼데이드립,108,0,0,false,,AI 커버 영상으로 화제가 된 유튜브·SNS 채널 'ERRDAY DRIP(얼데이드립)'을 가리키는 검색어이다.,밈/트렌드,high
너애플리,108,2,0.0185,false,,'없던 일' 등을 발표한 아티스트 너에플리(너애플리)를 가리키는 검색어로 보인다.,아티스트,medium
맞게살아,106,1,0.0094,false,,"특정 곡이나 밈으로 확인되지 않으며, '올바르게 살아간다'는 뜻의 일반적인 문구 조각으로 추정된다.",기타,low
아이우,105,0,0,false,,스타크래프트 프로토스 종족의 모성 '아이어(Aiur)'를 가리키던 과거 한글 표기 '아이우'와 관련된 검색어로 추정된다.,지식,medium
제,105,2,0.019,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
차쿤에네스,102,0,0,true,차쿤 에네스,,,high
조선딴따라,101,0,0,false,,"'딴따라'는 연예인을 속되게 이르는 말이고 '조선'은 옛 한국을 뜻하는 표현으로, 이를 합친 '조선딴따라'라는 명칭의 특정 곡·아티스트·작품은 검색 결과에서 확인되지 않아 정확한 대상을 특정하기 어렵다.",기타,low
꽃처럼 아름답게 살아,101,3,0.0297,false,,가수 B.Sound(비사운드)가 2024년에 발표한 곡 '꽃처럼 아름답게 살아'의 제목이다.,음원,medium
r,100,4,0.04,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
