search_keyword,search_cnt,click_cnt,click_rate
전설의사내,1022,236,0.2309
radio,255,60,0.2353
체인지,123,29,0.2358
24,148,35,0.2365
new day,114,27,0.2368
jenny,113,27,0.2389
my stupid heart,113,27,0.2389
don`t,212,51,0.2406
blond,279,68,0.2437
kids,160,39,0.2438
신의악단,171,42,0.2456
favorite,122,30,0.2459
green,130,32,0.2462
peder elias,192,48,0.25
재생목록,120,30,0.25
메들리,147,37,0.2517
i wish,131,33,0.2519
train,123,31,0.252
lovix,138,35,0.2536
수고했어 여름,114,29,0.2544
베베,183,47,0.2568
로또,109,28,0.2569
light,150,39,0.26
혼자,161,42,0.2609
살다보니 그렇더라,115,30,0.2609
cherry,226,59,0.2611
너는 내게 첫사랑,153,40,0.2614
sweet sour,166,44,0.2651
zero,132,35,0.2652
memory,143,38,0.2657
cinema,101,27,0.2673
웃어라 친구야,295,79,0.2678
wind,162,44,0.2716
태이,103,28,0.2718
상하이로맨스,121,33,0.2727
20,121,33,0.2727
살아보니 다 그렇더라,307,84,0.2736
이영진,168,46,0.2738
star,714,196,0.2745
come on,127,35,0.2756
down,227,63,0.2775
dawn,144,40,0.2778
drawing,104,29,0.2788
dear,132,37,0.2803
mirror,121,34,0.281
잘했고,103,29,0.2816
ocean,159,45,0.283
모르고,173,49,0.2832
네 생각,115,33,0.287
다시,275,79,0.2873
my,169,49,0.2899
하트어택,141,41,0.2908
춤추는기억,154,45,0.2922
midnight,205,60,0.2927
play,140,41,0.2929
127 million miles,238,70,0.2941
문,119,35,0.2941
감다살,111,33,0.2973
뮤직비디오,132,40,0.303
e:um,569,173,0.304
혁오 godspeed!,148,45,0.3041
별이 빛나는 밤,588,180,0.3061
사람,235,72,0.3064
stars,127,39,0.3071
빅뱅신곡,117,36,0.3077
emotion,136,42,0.3088
결의온도,450,139,0.3089
bed,271,84,0.31
wave,430,135,0.314
김돈규 단,140,44,0.3143
change,194,61,0.3144
언제까지,1460,460,0.3151
내사랑,156,50,0.3205
"신나는 음악, 잘못된 인생",145,47,0.3241
어제도 너였고 오늘도 너여서,259,84,0.3243
계속 가,154,50,0.3247
our own summer,135,44,0.3259
diamond,162,53,0.3272
pray,125,41,0.328
time,201,66,0.3284
이윽고,146,48,0.3288
지니,161,53,0.3292
노스텔지아,1058,349,0.3299
계속가,227,75,0.3304
빵집,118,39,0.3305
sea,111,37,0.3333
남자의 인생,119,40,0.3361
with you,416,140,0.3365
강동원,106,36,0.3396
siren,194,66,0.3402
19,108,37,0.3426
진영 최유리,211,73,0.346
아무튼,286,99,0.3462
heroes,103,36,0.3495
행복 하지 마요,263,92,0.3498
do,193,68,0.3523
세이렌,105,37,0.3524
love.,224,79,0.3527
girls,704,249,0.3537
함께라면요,127,45,0.3543
poison,135,48,0.3556
홈,101,36,0.3564
courage,112,40,0.3571
thinking about you,123,44,0.3577
날씨의 요정,134,48,0.3582
bgf,452,162,0.3584
knock knock,103,37,0.3592
너를,102,37,0.3627
노래,308,112,0.3636
hyang,184,67,0.3641
내가,192,70,0.3646
레오,252,92,0.3651
fein,249,91,0.3655
틱탁,313,115,0.3674
q,141,52,0.3688
smile,214,79,0.3692
금수저,195,72,0.3692
널 지워야해,138,51,0.3696
쉬어,192,71,0.3698
fantasy,232,86,0.3707
우리가,205,76,0.3707
처음,240,89,0.3708
서현진,156,58,0.3718
king,129,48,0.3721
주,126,47,0.373
멜론,366,137,0.3743
별 보러 갈래,152,57,0.375
city,136,51,0.375
can,101,38,0.3762
big love,103,39,0.3786
for you,430,163,0.3791
handlebars,129,49,0.3798
luv town,100,38,0.38
드로잉,197,75,0.3807
josee,147,56,0.381
kiss kiss,102,39,0.3824
루카루카,125,48,0.384
i like you,125,48,0.384
조지,351,135,0.3846
차우차우,286,110,0.3846
kiss and tell,117,45,0.3846
heart,114,44,0.386
don`t tell your dreams,204,79,0.3873
이름,142,55,0.3873
ㅋㅋ,108,42,0.3889
letter,263,103,0.3916
신의 악단,125,49,0.392
stressed,112,44,0.3929
i wash,300,118,0.3933
valentine,150,59,0.3933
오로라핑,104,41,0.3942
my girl,134,53,0.3955
godspeed,391,155,0.3964
something,169,67,0.3964
face,123,49,0.3984
오빠나빠,158,63,0.3987
less than a lover,336,134,0.3988
butterflies,173,69,0.3988
사랑하지 말아요,350,140,0.4
grls,252,101,0.4008
nostalgia,276,111,0.4022
베드,429,173,0.4033
somebody,208,84,0.4038
girl,235,95,0.4043
하트 어택,116,47,0.4052
쿠키,328,133,0.4055
로미오,145,59,0.4069
love letter,275,112,0.4073
다영 (dayoung),103,42,0.4078
아이,365,149,0.4082
remember,262,107,0.4084
moment,115,47,0.4087
feathers,132,54,0.4091
promise,227,93,0.4097
이런 게 행복이지,183,75,0.4098
fallen angel,107,44,0.4112
아침에,418,172,0.4115
school boy,102,42,0.4118
디기디기,469,194,0.4136
불행했음 좋겠다,218,91,0.4174
등산,115,48,0.4174
화,330,138,0.4182
최유리 진영,318,133,0.4182
bad habit,107,45,0.4206
우리는,190,80,0.4211
해피엔딩,102,43,0.4216
프로포즈,426,180,0.4225
loving you,187,79,0.4225
headlock,142,60,0.4225
better,312,133,0.4263
행복하지마요,197,84,0.4264
별이 쏟아지는 밤,1819,778,0.4277
if,236,101,0.428
highlight,147,63,0.4286
sunday,144,62,0.4306
유리,267,115,0.4307
waves,116,50,0.431
cry,116,50,0.431
가비앤제이,199,86,0.4322
again,284,123,0.4331
抜錨,120,52,0.4333
바람이 참 좋은 날에,113,49,0.4336
love sole,152,66,0.4342
stranger,108,47,0.4352
no,209,91,0.4354
소풍,117,51,0.4359
lost,260,114,0.4385
without you,834,366,0.4388
바람이 다시 불면,639,281,0.4397
sunshine,216,95,0.4398
unhappy,166,73,0.4398
mia,202,89,0.4406
color,106,47,0.4434
only you,505,224,0.4436
roses,178,79,0.4438
조선힙합 비가,327,147,0.4495
바이 썸머,518,233,0.4498
신기루,293,132,0.4505
eum,182,82,0.4505
정말,106,48,0.4528
소녀a,170,77,0.4529
사계절,108,49,0.4537
about you,207,94,0.4541
fly,484,220,0.4545
babo,247,113,0.4575
you & i,135,62,0.4593
돌맹이,113,52,0.4602
so good,152,70,0.4605
이 별,180,83,0.4611
j,206,95,0.4612
러브레터,197,91,0.4619
o,328,152,0.4634
고,110,51,0.4636
please,170,79,0.4647
starry night,245,114,0.4653
청춘일기,377,176,0.4668
sunburn,137,64,0.4672
diverseddie,374,175,0.4679
friend,156,73,0.4679
지,113,53,0.469
소연 star,260,122,0.4692
beautiful,1196,562,0.4699
move,153,72,0.4706
dreams,179,85,0.4749
pack it up,101,48,0.4752
dreaming,164,78,0.4756
이런게 행복이지,1433,682,0.4759
추억은 한 편의 산문집 되어,105,50,0.4762
graduation,105,50,0.4762
treesh,130,62,0.4769
back to you,109,52,0.4771
로미오와 줄리엣,243,116,0.4774
bloom,266,128,0.4812
home,930,448,0.4817
사랑 그리고 사랑,444,214,0.482
서울의 밤,112,54,0.4821
paul,112,54,0.4821
기댈곳 김필,112,54,0.4821
야다 (yada),211,102,0.4834
수영,188,91,0.484
daisy,159,77,0.4843
firefly,105,51,0.4857
시간은 흐르고,107,52,0.486
사랑하지마요,314,153,0.4873
소풍한그릇,2215,1082,0.4885
once,131,64,0.4885
아가씨,145,71,0.4897
noir,149,73,0.4899
질주,208,102,0.4904
shut the door,224,110,0.4911
반딧불이,193,95,0.4922
향,136,67,0.4926
sober,192,95,0.4948
your love,103,51,0.4951
what you want,133,66,0.4962
내 눈을 보고 말해요,663,332,0.5008
love song,556,279,0.5018
bmk 꽃피는 봄이 오면,235,118,0.5021
시간을 달리네,213,107,0.5023
1000,175,88,0.5029
잘 하고 있어,165,83,0.503
magic,159,80,0.5031
다니엘,115,58,0.5043
나라는 것,113,57,0.5044
00,109,55,0.5046
발묘,634,320,0.5047
microdose,180,91,0.5056
everyday,247,125,0.5061
easy,395,200,0.5063
perfume,150,76,0.5067
bye,193,98,0.5078
random switch,244,124,0.5082
그럼에도,114,58,0.5088
이건 사랑과는 멀어,106,54,0.5094
슈슈,239,122,0.5105
grrr,278,142,0.5108
tomorrow,262,134,0.5115
maybe,123,63,0.5122
pink,244,125,0.5123
i wonder,119,61,0.5126
노창,505,259,0.5129
숱한 밤들,142,73,0.5141
baby baby,175,90,0.5143
cosmic,167,86,0.515
마가렛,207,107,0.5169
circle,114,59,0.5175
ur:l,166,86,0.5181
satellite,137,71,0.5182
destiny,162,84,0.5185
새드레인 성리,266,138,0.5188
10,104,54,0.5192
let go,188,98,0.5213
good night,140,73,0.5214
indecision,487,254,0.5216
so bad,184,96,0.5217
supernova,195,102,0.5231
checkmate,147,77,0.5238
무,746,391,0.5241
ok,305,160,0.5246
네가 좋아,183,96,0.5246
지구가 태양을 네 번,122,64,0.5246
we are,333,175,0.5255
레너드,156,82,0.5256
안녕이라는 말,116,61,0.5259
롤,133,70,0.5263
이지,106,56,0.5283
thank you,242,128,0.5289
camp,102,54,0.5294
starlight,219,116,0.5297
t,279,148,0.5305
liar,113,60,0.531
이창섭 또 사랑이라니,218,116,0.5321
fall in love,171,91,0.5322
몰래 웁니다,124,66,0.5323
니 생각,107,57,0.5327
sweat,304,162,0.5329
푸른,101,54,0.5347
money,258,138,0.5349
봄,437,234,0.5355
bad for you,291,156,0.5361
hold on,179,96,0.5363
쇼미,753,404,0.5365
wings,285,153,0.5368
스물여덟,322,173,0.5373
한,366,197,0.5383
찹쌀떡,104,56,0.5385
막사랑,269,145,0.539
rain,1024,552,0.5391
love is all,226,122,0.5398
괜찮아,557,301,0.5404
등불,122,66,0.541
daydream,290,157,0.5414
going home,280,152,0.5429
surfin` boy,245,133,0.5429
jump,208,113,0.5433
everything,1103,601,0.5449
오로라,332,181,0.5452
nothing,476,260,0.5462
컬러링,194,106,0.5464
또 사랑이라니,3465,1894,0.5466
하늘,150,82,0.5467
로이킴 달리 표현할 수 없어요,104,57,0.5481
goodbye summer,186,102,0.5484
true,113,62,0.5487
we don`t talk together,113,62,0.5487
good bye,153,84,0.549
rave mozart,182,100,0.5495
amazing,169,93,0.5503
celebration,156,86,0.5513
얄미운 사람,301,166,0.5515
꿈과 책과 힘과 벽,143,79,0.5524
함지연,161,89,0.5528
ghost,576,319,0.5538
mine,157,87,0.5541
miss you,184,102,0.5543
생존법,110,61,0.5545
tattoo,252,140,0.5556
씨아,144,80,0.5556
celebrity,126,70,0.5556
number one girl,124,69,0.5565
가족,115,64,0.5565
아미,106,59,0.5566
intro,156,87,0.5577
조선,215,120,0.5581
여름밤에 우린,163,91,0.5583
하나님이 너를 엄청 사랑하신대,120,67,0.5583
같이,351,196,0.5584
바이썸머,109,61,0.5596
i,511,286,0.5597
dopamine,100,56,0.56
ling ling,866,487,0.5624
콜라,222,125,0.5631
sun kiss,188,106,0.5638
왜,429,242,0.5641
island,124,70,0.5645
우리서로사랑하지는말자,233,132,0.5665
샤넬,127,72,0.5669
애열,245,139,0.5673
서울,280,159,0.5679
salty,132,75,0.5682
이음,255,145,0.5686
get up,137,78,0.5693
no.1,151,86,0.5695
slowly,114,65,0.5702
빅뱅콘서트,128,73,0.5703
colors,177,101,0.5706
mondegreen,205,117,0.5707
run,807,462,0.5725
술,143,82,0.5734
high,298,171,0.5738
작은 날,122,70,0.5738
초록을거머쥔우리는,158,91,0.5759
그때와는 다른 오늘,118,68,0.5763
널 사랑해,170,98,0.5765
renegade,111,64,0.5766
3am,420,243,0.5786
선,114,66,0.5789
wonderful,126,73,0.5794
123,107,62,0.5794
stuck,547,317,0.5795
너 없인 안 된다,119,69,0.5798
넌 나의 전부,100,58,0.58
티니,112,65,0.5804
인생영화,174,101,0.5805
딸기게임,105,61,0.581
bad habits,239,139,0.5816
dangerous,153,89,0.5817
mr,165,96,0.5818
only one,252,147,0.5833
줄리엣,144,84,0.5833
bad girl,101,59,0.5842
비가 내리는 날에는,205,120,0.5854
darling,227,133,0.5859
오렌지,198,116,0.5859
heartbeat,133,78,0.5865
1990,179,105,0.5866
미스터리,121,71,0.5868
cold,216,127,0.588
hollywood,255,150,0.5882
yeah,124,73,0.5887
gee,562,331,0.589
paradise,436,257,0.5894
leave your mark,329,194,0.5897
happiness,100,59,0.59
fashion,100,59,0.59
사랑한다는 말로는,198,117,0.5909
running,189,112,0.5926
joyride,199,118,0.593
iron,160,95,0.5938
성시경 나의 하루처럼,101,60,0.5941
달빛,141,84,0.5957
왜 나만,109,65,0.5963
0+0,607,363,0.598
rollin,127,76,0.5984
안지영,379,227,0.5989
오래오래,202,121,0.599
mc상놈,120,72,0.6
300,100,60,0.6
fiild,100,60,0.6
solo,293,176,0.6007
shadow,118,71,0.6017
i remember,118,71,0.6017
만파식적,118,71,0.6017
underwater,103,62,0.6019
김철수 씨 이야기,103,62,0.6019
우리는 된다니까,378,228,0.6032
royal,126,76,0.6032
far away,111,67,0.6036
kiss,646,390,0.6037
lion,101,61,0.604
아프지 않은 이별은 없다,139,84,0.6043
let it be summer,124,75,0.6048
행복했던 날들이었다,119,72,0.605
하마노 하루키,195,118,0.6051
ye,114,69,0.6053
what you got,170,103,0.6059
멍청이,117,71,0.6068
in my head,112,68,0.6071
inside out,107,65,0.6075
juice,102,62,0.6078
my everything,125,76,0.608
헌터헌터,148,90,0.6081
ego,143,87,0.6084
버드나무,115,70,0.6087
ai,634,386,0.6088
흐르는 강물처럼,133,81,0.609
도레미,105,64,0.6095
사랑만 해두자,146,89,0.6096
하니,200,122,0.61
니가 보고싶을 때,100,61,0.61
드림,213,130,0.6103
고래의 꿈,231,141,0.6104
like this,113,69,0.6106
rose day,149,91,0.6107
seasons,455,278,0.611
슬픔이여 안녕,198,121,0.6111
새벽별,126,77,0.6111
나쁜여자,103,63,0.6117
s,402,246,0.6119
duet,183,112,0.612
everytime,196,120,0.6122
그대 작은 나의 세상이 되어,258,158,0.6124
together,129,79,0.6124
핑,106,65,0.6132
adam,104,64,0.6154
당신,104,64,0.6154
태풍,268,165,0.6157
자처,216,133,0.6157
adios,190,117,0.6158
boom boom bass,211,130,0.6161
interlude,112,69,0.6161
이제,120,74,0.6167
비가,835,515,0.6168
나쁜남자,107,66,0.6168
사랑이 아닌 단어로 사랑을 말해요,115,71,0.6174
u & i,115,71,0.6174
too much,157,97,0.6178
타타타,110,68,0.6182
boom boom boom,338,209,0.6183
한시오분,131,81,0.6183
뷰티풀,173,107,0.6185
볼빨간사춘기 여름아 부탁해,105,65,0.619
speed,176,109,0.6193
대충 입고 나와,113,70,0.6195
자유비행,113,70,0.6195
space,184,114,0.6196
mad,129,80,0.6202
365,203,126,0.6207
마음짓기,103,64,0.6214
taste,103,64,0.6214
overdrive,151,94,0.6225
0%,371,231,0.6226
circles,210,131,0.6238
for him,101,63,0.6238
폭죽과 풍선들,205,128,0.6244
paper plane,104,65,0.625
나랑 아니면,203,127,0.6256
mmm,163,102,0.6258
차쿤,254,159,0.626
이코러브,150,94,0.6267
너에게,1149,721,0.6275
lollipop,172,108,0.6279
?,452,284,0.6283
녹아 버려요,924,581,0.6288
러브스토리,197,124,0.6294
=love,189,119,0.6296
romeo,100,63,0.63
apocalypse,100,63,0.63
하늘색 꿈,219,138,0.6301
란 어쩌다가,111,70,0.6306
pov,176,111,0.6307
먹구름,114,72,0.6316
엔플라잉 firefly,114,72,0.6316
테두리,125,79,0.632
i do,261,165,0.6322
고마워요,128,81,0.6328
tokyo,158,100,0.6329
trouble,161,102,0.6335
gone,489,310,0.6339
garden,123,78,0.6341
moments,123,78,0.6341
임영웅 순간을 영원처럼,495,314,0.6343
박지헌,175,111,0.6343
연극이 끝나고 난 뒤,156,99,0.6346
cosmos,515,327,0.635
느낌,107,68,0.6355
우린,225,143,0.6356
사랑한다 할 수 있기에,269,171,0.6357
가면무도회,129,82,0.6357
friends,349,222,0.6361
준,110,70,0.6364
사랑이란,267,170,0.6367
date night,826,526,0.6368
departure,135,86,0.637
열대야,135,86,0.637
수평선,598,381,0.6371
밖에 비온다 주룩주룩,102,65,0.6373
popcorn,160,102,0.6375
best friend,243,155,0.6379
영화처럼,105,67,0.6381
겨울잠,155,99,0.6387
girlfriend,180,115,0.6389
사랑해,1402,896,0.6391
22,133,85,0.6391
ray,175,112,0.64
love me more,128,82,0.6406
별이 빛나는 밤에,282,181,0.6418
oh yeah?,190,122,0.6421
54321,204,131,0.6422
그대는 미운사람,252,162,0.6429
sunkiss,281,181,0.6441
lady,371,239,0.6442
사랑한다는 말,107,69,0.6449
포에버,113,73,0.646
we go,150,97,0.6467
thursday,153,99,0.6471
보디가드,153,99,0.6471
환절기,102,66,0.6471
kiss kiss kiss,383,248,0.6475
김필 기댈곳,159,103,0.6478
finale,214,139,0.6495
21,354,230,0.6497
never not,337,219,0.6499
그래,120,78,0.65
사람들은 다 그래 맛있는 걸 먹을 때와 여름의 바닷가에서는,100,65,0.65
슬픈 혼잣말,1204,783,0.6503
여름아,246,160,0.6504
love me,853,555,0.6506
살다 보니 그렇더라,1399,911,0.6512
we,241,157,0.6515
vitamin me,241,157,0.6515
초록,339,221,0.6519
love ya,138,90,0.6522
like that,317,207,0.653
supersonic,130,85,0.6538
0310,107,70,0.6542
그건 아마 우리의 잘못은 아닐 거야,162,106,0.6543
금붕어,162,106,0.6543
pain,136,89,0.6544
한시 오분,686,449,0.6545
moneymoneymoney,258,169,0.655
d,612,401,0.6552
after,154,101,0.6558
몰라,128,84,0.6563
이 순간이 소중해,978,642,0.6564
soda soda,131,86,0.6565
우산 없는 밤,137,90,0.6569
섬,309,203,0.657
넋,105,69,0.6571
pop off,108,71,0.6574
야야야,117,77,0.6581
dream,822,541,0.6582
빅뱅 biiig,471,310,0.6582
know me,167,110,0.6587
echo,384,253,0.6589
smoking dreams,217,143,0.659
어른이,185,122,0.6595
바람 바람 바람,235,155,0.6596
박지현 무,144,95,0.6597
뭐 어떡할까,100,66,0.66
now,100,66,0.66
all night,156,103,0.6603
danger,156,103,0.6603
늙은 사랑,177,117,0.661
heaven,956,632,0.6611
푸르던,127,84,0.6614
catch catch,130,86,0.6615
flower,1399,926,0.6619
goodbye,1214,804,0.6623
청록,231,153,0.6623
show,243,161,0.6626
higher,211,140,0.6635
어른이 되어버린 소년은,211,140,0.6635
언젠가 너와 나,104,69,0.6635
백예린 lovelovelove,110,73,0.6636
loop,125,83,0.664
where you at,256,170,0.6641
talk 2 me,140,93,0.6643
sky,158,105,0.6646
right now,191,127,0.6649
우울할 때 듣는 노래,218,145,0.6651
보기 드문 여자,583,388,0.6655
머니머니머니,338,225,0.6657
wait,393,262,0.6667
ride,387,258,0.6667
보고 싶어질 때면,375,250,0.6667
over you,261,174,0.6667
rainbow,213,142,0.6667
you are my everything,156,104,0.6667
어차피 한번,132,88,0.6667
그 사랑,129,86,0.6667
함께,223,149,0.6682
be with you,178,119,0.6685
그냥,577,386,0.669
abg,287,192,0.669
matsuri,145,97,0.669
히어로,272,182,0.6691
min,136,91,0.6691
취하고 싶다,133,89,0.6692
killer,118,79,0.6695
위키드 ost,118,79,0.6695
일말의 가능성,333,223,0.6697
가을밤에 든 생각,206,138,0.6699
sorry,328,220,0.6707
rose,1702,1143,0.6716
가지마,393,264,0.6718
run to you,110,74,0.6727
지금,107,72,0.6729
집,505,340,0.6733
like it,150,101,0.6733
fine,236,159,0.6737
행운을 빌어요,190,128,0.6737
lovesick,129,87,0.6744
luv,212,143,0.6745
낙화,246,166,0.6748
창문,114,77,0.6754
capoxxo,142,96,0.6761
놓아주자,142,96,0.6761
aqua man,133,90,0.6767
sunny,164,111,0.6768
가,217,147,0.6774
look at me,180,122,0.6778
shooting star,143,97,0.6783
화장,112,76,0.6786
반,137,93,0.6788
멜론티켓,131,89,0.6794
지젤,206,140,0.6796
polo,103,70,0.6796
31,153,104,0.6797
네 옆에 그 사람은 내가 아닌 다른사람,278,189,0.6799
헬로,125,85,0.68
rover,144,98,0.6806
내가 없어도,144,98,0.6806
right here,207,141,0.6812
universe,459,313,0.6819
지금이대로,170,116,0.6824
유다이,463,316,0.6825
오션,189,129,0.6825
안녕,3590,2452,0.683
찾았다 내 사랑,142,97,0.6831
기대해,120,82,0.6833
distance,174,119,0.6839
너의 바다,152,104,0.6842
chance,279,191,0.6846
